,experiment,size,iterations,cost,duration
0,google/gke/cpu,64,5,137.95728136359318,1533.6160230636597
1,google/gke/cpu,32,5,55.768467223654845,1239.9115736484528
2,google/compute-engine/cpu,64,5,134.4705813615587,1494.8557710647583
3,google/compute-engine/cpu,32,5,83.49532950180901,1856.3684918880463
4,aws/eks/cpu,64,5,77.38489114990233,1511.4236552715302
5,aws/eks/cpu,32,5,35.66280942382812,1393.0784931182861
6,azure/aks/cpu,32,5,46.948730972290036,1467.1478428840637
