,experiment,cost,size,duration
0,google/gke/cpu,137.95728136359318,64,1533.6160230636597
4,google/compute-engine/cpu,77.69754457380506,64,863.7325854301453
5,google/compute-engine/cpu,56.773036787753625,64,631.123185634613
20,aws/eks/cpu,38.30184975585937,64,748.0830030441284
22,aws/eks/cpu,39.083041394042965,64,763.3406522274017
39,google/gke/cpu,137.95728136359318,64,1533.6160230636597
2,google/gke/cpu,55.768467223654845,32,1239.9115736484528
7,google/compute-engine/cpu,36.4183070394304,32,809.6955616474152
9,google/compute-engine/cpu,47.07702246237861,32,1046.672930240631
24,aws/eks/cpu,18.10105274658203,32,707.0723729133606
26,aws/eks/cpu,17.561756677246095,32,686.0061202049255
38,azure/aks/cpu,46.948730972290036,32,1467.1478428840637
40,google/gke/cpu,137.95728136359318,64,1533.6160230636597
41,google/gke/cpu,137.95728136359318,64,1533.6160230636597
42,google/gke/cpu,137.95728136359318,64,1533.6160230636597
43,google/gke/cpu,55.768467223654845,32,1239.9115736484528
44,google/gke/cpu,55.768467223654845,32,1239.9115736484528
45,google/gke/cpu,55.768467223654845,32,1239.9115736484528
46,google/gke/cpu,55.768467223654845,32,1239.9115736484528
47,google/compute-engine/cpu,67.23529068077934,64,747.4278855323792
48,google/compute-engine/cpu,67.23529068077934,64,747.4278855323792
49,google/compute-engine/cpu,67.23529068077934,64,747.4278855323792
50,google/compute-engine/cpu,41.747664750904505,32,928.1842459440231
51,google/compute-engine/cpu,41.747664750904505,32,928.1842459440231
52,google/compute-engine/cpu,41.747664750904505,32,928.1842459440231
53,aws/eks/cpu,38.692445574951165,64,755.7118276357651
54,aws/eks/cpu,38.692445574951165,64,755.7118276357651
55,aws/eks/cpu,38.692445574951165,64,755.7118276357651
56,aws/eks/cpu,17.83140471191406,32,696.5392465591431
57,aws/eks/cpu,17.83140471191406,32,696.5392465591431
58,aws/eks/cpu,17.83140471191406,32,696.5392465591431
59,azure/aks/cpu,46.948730972290036,32,1467.1478428840637
60,azure/aks/cpu,46.948730972290036,32,1467.1478428840637
61,azure/aks/cpu,46.948730972290036,32,1467.1478428840637
62,azure/aks/cpu,46.948730972290036,32,1467.1478428840637
