,experiment,cloud,env,env_type,nodes,application,metric,value,gpu_count
0,google/gke/cpu,google,gke,cpu,64,laghos,duration,1533.6160230636597,0
1,google/gke/cpu,google,gke,cpu,64,laghos,total_rate,2210.6651277298,0
2,google/gke/cpu,google,gke,cpu,32,laghos,duration,1239.9115736484528,0
3,google/gke/cpu,google,gke,cpu,32,laghos,total_rate,2681.0718603342,0
4,google/compute-engine/cpu,google,compute-engine,cpu,64,laghos,duration,863.7325854301453,0
5,google/compute-engine/cpu,google,compute-engine,cpu,64,laghos,duration,631.123185634613,0
6,google/compute-engine/cpu,google,compute-engine,cpu,64,laghos,total_rate,5184.6991693121,0
7,google/compute-engine/cpu,google,compute-engine,cpu,32,laghos,duration,809.6955616474152,0
8,google/compute-engine/cpu,google,compute-engine,cpu,32,laghos,total_rate,3960.1803741607,0
9,google/compute-engine/cpu,google,compute-engine,cpu,32,laghos,duration,1046.672930240631,0
10,on-premises/dane/cpu,on-premises,dane,cpu,64,laghos,total_rate,38732.6484080509,0
11,on-premises/dane/cpu,on-premises,dane,cpu,64,laghos,total_rate,37277.1513105482,0
12,on-premises/dane/cpu,on-premises,dane,cpu,64,laghos,total_rate,36861.7980437314,0
13,on-premises/dane/cpu,on-premises,dane,cpu,64,laghos,total_rate,38699.8339724715,0
14,on-premises/dane/cpu,on-premises,dane,cpu,64,laghos,total_rate,37473.752329154,0
15,on-premises/dane/cpu,on-premises,dane,cpu,32,laghos,total_rate,24431.9770404476,0
16,on-premises/dane/cpu,on-premises,dane,cpu,32,laghos,total_rate,24441.7770636342,0
17,on-premises/dane/cpu,on-premises,dane,cpu,32,laghos,total_rate,24350.6451079208,0
18,on-premises/dane/cpu,on-premises,dane,cpu,32,laghos,total_rate,25095.8705346669,0
19,on-premises/dane/cpu,on-premises,dane,cpu,32,laghos,total_rate,24487.6168905578,0
20,aws/eks/cpu,aws,eks,cpu,64,laghos,duration,748.0830030441284,0
21,aws/eks/cpu,aws,eks,cpu,64,laghos,total_rate,4516.5662664334,0
22,aws/eks/cpu,aws,eks,cpu,64,laghos,duration,763.3406522274017,0
23,aws/eks/cpu,aws,eks,cpu,64,laghos,total_rate,4395.7021800908,0
24,aws/eks/cpu,aws,eks,cpu,32,laghos,duration,707.0723729133606,0
25,aws/eks/cpu,aws,eks,cpu,32,laghos,total_rate,4833.3150055419,0
26,aws/eks/cpu,aws,eks,cpu,32,laghos,duration,686.0061202049255,0
27,aws/eks/cpu,aws,eks,cpu,32,laghos,total_rate,4921.3251491269,0
28,aws/parallel-cluster/cpu,aws,parallel-cluster,cpu,64,laghos,total_rate,8210.2209151092,0
29,aws/parallel-cluster/cpu,aws,parallel-cluster,cpu,64,laghos,total_rate,8077.5095764396,0
30,aws/parallel-cluster/cpu,aws,parallel-cluster,cpu,64,laghos,total_rate,8043.4940248908,0
31,aws/parallel-cluster/cpu,aws,parallel-cluster,cpu,64,laghos,total_rate,7208.3910802484,0
32,aws/parallel-cluster/cpu,aws,parallel-cluster,cpu,32,laghos,total_rate,6205.6034535078,0
33,aws/parallel-cluster/cpu,aws,parallel-cluster,cpu,32,laghos,total_rate,6781.6180777239,0
34,aws/parallel-cluster/cpu,aws,parallel-cluster,cpu,32,laghos,total_rate,7068.7772585595,0
35,azure/cyclecloud/cpu,azure,cyclecloud,cpu,64,laghos,total_rate,2955.6713670831,0
36,azure/cyclecloud/cpu,azure,cyclecloud,cpu,32,laghos,total_rate,3877.2719457887,0
37,azure/cyclecloud/cpu,azure,cyclecloud,cpu,32,laghos,total_rate,3951.807066467,0
38,azure/aks/cpu,azure,aks,cpu,32,laghos,duration,1467.1478428840637,0
39,azure/aks/cpu,azure,aks,cpu,64,laghos,duration,840.6352386474609,0
