Start time: 1725094593
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.52,    4.96,  19.86,      0.125,   13.49,    2.49,  19.90,     0.250,   11.24,    5.97,  23.88
            1,      0.750,   14.85,   13.56,  18.07,      0.375,   14.89,    6.76,  18.03,     0.750,   14.01,   14.37,  19.16
            2,      1.250,   15.40,   21.79,  17.43,      0.625,   15.34,   10.94,  17.50,     1.250,   14.30,   23.46,  18.77
            3,      1.750,   15.37,   30.57,  17.47,      0.875,   15.32,   15.33,  17.52,     1.750,   14.62,   32.14,  18.37
            4,      2.250,   15.75,   38.35,  17.04,      1.125,   15.75,   19.18,  17.05,     2.250,   15.52,   38.92,  17.30
            6,      3.250,   16.80,   51.93,  15.98,      1.625,   16.76,   26.03,  16.02,     3.250,   15.88,   54.95,  16.91
            8,      4.250,   17.35,   65.75,  15.47,      2.125,   17.40,   32.79,  15.43,     4.250,   16.30,   69.98,  16.47
           12,      6.250,   19.07,   87.99,  14.08,      3.125,   19.07,   43.98,  14.07,     6.250,   20.36,   82.39,  13.18
           16,      8.250,   21.37,  103.62,  12.56,      4.125,   21.30,   51.99,  12.60,     8.250,   25.54,   86.73,  10.51
           20,     10.250,   25.94,  106.06,  10.35,      5.125,   26.04,   52.84,  10.31,    10.250,   31.35,   87.76,   8.56
           24,     12.250,   32.27,  101.89,   8.32,      6.125,   32.21,   51.05,   8.33,    12.250,   37.25,   88.27,   7.21
           28,     14.250,   35.20,  108.66,   7.63,      7.125,   35.09,   54.51,   7.65,    14.250,   43.53,   87.88,   6.17
           32,     16.250,   39.74,  109.76,   6.75,      8.125,   39.64,   55.02,   6.77,    16.250,   48.64,   89.68,   5.52
           40,     20.250,   48.94,  111.07,   5.49,     10.125,   48.93,   55.54,   5.49,    20.250,   60.84,   89.35,   4.41
           48,     24.250,   58.83,  110.65,   4.56,     12.125,   58.73,   55.42,   4.57,    24.250,   73.20,   88.93,   3.67
           56,     28.250,   68.84,  110.15,   3.90,     14.125,   69.04,   54.92,   3.89,    28.250,   85.58,   88.61,   3.14
           64,     32.250,   79.32,  109.14,   3.38,     16.125,   79.45,   54.48,   3.38,    32.250,   98.36,   88.01,   2.73
           80,     40.250,   97.84,  110.43,   2.74,     20.125,   97.72,   55.28,   2.75,    40.250,  123.86,   87.23,   2.17
          104,     52.250,  128.79,  108.90,   2.08,     26.125,  129.08,   54.33,   2.08,    52.250,  161.74,   86.72,   1.66
          120,     60.250,  150.00,  107.82,   1.79,     30.125,  151.65,   53.32,   1.77,    60.250,  186.87,   86.55,   1.44
          128,     64.250,  162.50,  106.13,   1.65,     32.125,  162.49,   53.07,   1.65,    64.250,  199.57,   86.42,   1.35
          160,     80.250,  197.62,  109.00,   1.36,     40.125,  197.55,   54.52,   1.36,    80.250,  254.65,   84.59,   1.05
          192,     96.250,  244.83,  105.53,   1.10,     48.125,  244.23,   52.89,   1.10,    96.250,  305.11,   84.68,   0.88
          256,    128.250,  323.20,  106.52,   0.83,     64.125,  323.17,   53.26,   0.83,   128.250,  406.51,   84.69,   0.66
          320,    160.250,  404.34,  106.39,   0.66,     80.125,  401.47,   53.57,   0.67,   160.250,  508.08,   84.67,   0.53
          512,    256.250,  664.20,  103.56,   0.40,    128.125,  664.25,   51.78,   0.40,   256.250,  812.29,   84.68,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725094868
