Start time: 1725126082
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.65,    4.91,  19.66,      0.125,   13.59,    2.47,  19.76,     0.250,   11.45,    5.86,  23.44
            1,      0.750,   14.97,   13.45,  17.94,      0.375,   14.96,    6.73,  17.94,     0.750,   14.01,   14.37,  19.16
            2,      1.250,   15.77,   21.28,  17.02,      0.625,   15.69,   10.70,  17.11,     1.250,   14.46,   23.21,  18.57
            3,      1.750,   16.09,   29.19,  16.68,      0.875,   15.95,   14.73,  16.83,     1.750,   15.48,   30.34,  17.34
            4,      2.250,   16.36,   36.91,  16.41,      1.125,   16.48,   18.32,  16.28,     2.250,   15.92,   37.95,  16.86
            6,      3.250,   17.25,   50.58,  15.56,      1.625,   17.14,   25.46,  15.67,     3.250,   16.20,   53.87,  16.58
            8,      4.250,   17.62,   64.74,  15.23,      2.125,   17.73,   32.17,  15.14,     4.250,   16.41,   69.53,  16.36
           12,      6.250,   19.10,   87.83,  14.05,      3.125,   19.06,   44.00,  14.08,     6.250,   20.43,   82.11,  13.14
           16,      8.250,   21.34,  103.78,  12.58,      4.125,   21.24,   52.14,  12.64,     8.250,   25.51,   86.81,  10.52
           20,     10.250,   25.91,  106.20,  10.36,      5.125,   25.91,   53.09,  10.36,    10.250,   31.40,   87.62,   8.55
           24,     12.250,   32.36,  101.60,   8.29,      6.125,   32.32,   50.87,   8.31,    12.250,   37.27,   88.24,   7.20
           28,     14.250,   35.24,  108.54,   7.62,      7.125,   35.00,   54.64,   7.67,    14.250,   43.47,   88.00,   6.18
           32,     16.250,   39.70,  109.88,   6.76,      8.125,   39.65,   55.00,   6.77,    16.250,   48.71,   89.55,   5.51
           40,     20.250,   48.96,  111.03,   5.48,     10.125,   48.97,   55.50,   5.48,    20.250,   60.84,   89.35,   4.41
           48,     24.250,   58.95,  110.43,   4.55,     12.125,   59.04,   55.13,   4.55,    24.250,   73.46,   88.62,   3.65
           56,     28.250,   69.05,  109.83,   3.89,     14.125,   69.10,   54.87,   3.88,    28.250,   85.84,   88.35,   3.13
           64,     32.250,   79.46,  108.95,   3.38,     16.125,   79.67,   54.33,   3.37,    32.250,   98.63,   87.77,   2.72
           80,     40.250,   98.09,  110.15,   2.74,     20.125,   98.06,   55.09,   2.74,    40.250,  123.95,   87.17,   2.17
          104,     52.250,  129.40,  108.39,   2.07,     26.125,  129.43,   54.18,   2.07,    52.250,  162.14,   86.51,   1.66
          120,     60.250,  150.78,  107.26,   1.78,     30.125,  152.00,   53.20,   1.77,    60.250,  187.63,   86.20,   1.43
          128,     64.250,  163.22,  105.67,   1.64,     32.125,  162.91,   52.93,   1.65,    64.250,  199.91,   86.27,   1.34
          160,     80.250,  197.90,  108.86,   1.36,     40.125,  198.08,   54.38,   1.36,    80.250,  254.90,   84.51,   1.05
          192,     96.250,  245.80,  105.11,   1.09,     48.125,  244.82,   52.77,   1.10,    96.250,  305.56,   84.56,   0.88
          256,    128.250,  323.80,  106.32,   0.83,     64.125,  324.48,   53.05,   0.83,   128.250,  407.46,   84.49,   0.66
          320,    160.250,  410.78,  104.72,   0.65,     80.125,  409.06,   52.58,   0.66,   160.250,  508.94,   84.52,   0.53
          512,    256.250,  666.20,  103.25,   0.40,    128.125,  665.41,   51.69,   0.40,   256.250,  814.61,   84.44,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725126359
