Start time: 1725126082
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.52,    4.96,  19.85,      0.125,   13.50,    2.48,  19.88,     0.250,   11.27,    5.96,  23.82
            1,      0.750,   14.89,   13.52,  18.03,      0.375,   14.92,    6.75,  17.99,     0.750,   14.09,   14.29,  19.05
            2,      1.250,   15.58,   21.54,  17.23,      0.625,   15.49,   10.83,  17.33,     1.250,   14.38,   23.34,  18.67
            3,      1.750,   15.63,   30.06,  17.17,      0.875,   15.79,   14.88,  17.00,     1.750,   14.74,   31.87,  18.21
            4,      2.250,   15.81,   38.20,  16.98,      1.125,   15.86,   19.04,  16.93,     2.250,   15.69,   38.50,  17.11
            6,      3.250,   16.96,   51.44,  15.83,      1.625,   16.99,   25.68,  15.80,     3.250,   15.99,   54.56,  16.79
            8,      4.250,   17.50,   65.18,  15.34,      2.125,   17.54,   32.53,  15.31,     4.250,   16.37,   69.68,  16.40
           12,      6.250,   19.09,   87.88,  14.06,      3.125,   19.06,   44.01,  14.08,     6.250,   20.38,   82.31,  13.17
           16,      8.250,   21.29,  104.03,  12.61,      4.125,   21.20,   52.22,  12.66,     8.250,   25.56,   86.63,  10.50
           20,     10.250,   25.91,  106.21,  10.36,      5.125,   26.03,   52.85,  10.31,    10.250,   31.37,   87.71,   8.56
           24,     12.250,   32.31,  101.77,   8.31,      6.125,   32.31,   50.89,   8.31,    12.250,   37.34,   88.06,   7.19
           28,     14.250,   35.23,  108.56,   7.62,      7.125,   35.04,   54.59,   7.66,    14.250,   43.53,   87.88,   6.17
           32,     16.250,   39.57,  110.23,   6.78,      8.125,   39.62,   55.04,   6.77,    16.250,   48.65,   89.66,   5.52
           40,     20.250,   48.87,  111.23,   5.49,     10.125,   48.83,   55.66,   5.50,    20.250,   60.95,   89.19,   4.40
           48,     24.250,   58.77,  110.77,   4.57,     12.125,   58.89,   55.27,   4.56,    24.250,   73.27,   88.84,   3.66
           56,     28.250,   68.89,  110.08,   3.90,     14.125,   69.25,   54.75,   3.88,    28.250,   85.55,   88.64,   3.14
           64,     32.250,   79.37,  109.07,   3.38,     16.125,   79.53,   54.42,   3.38,    32.250,   98.39,   87.99,   2.73
           80,     40.250,   98.13,  110.11,   2.74,     20.125,   97.89,   55.18,   2.74,    40.250,  123.86,   87.23,   2.17
          104,     52.250,  128.78,  108.91,   2.08,     26.125,  129.20,   54.28,   2.08,    52.250,  161.77,   86.70,   1.66
          120,     60.250,  150.22,  107.66,   1.79,     30.125,  152.01,   53.20,   1.77,    60.250,  187.17,   86.41,   1.43
          128,     64.250,  162.84,  105.91,   1.65,     32.125,  162.17,   53.17,   1.66,    64.250,  199.86,   86.30,   1.34
          160,     80.250,  197.64,  109.00,   1.36,     40.125,  198.02,   54.39,   1.36,    80.250,  254.98,   84.49,   1.05
          192,     96.250,  245.32,  105.32,   1.09,     48.125,  244.99,   52.73,   1.10,    96.250,  305.50,   84.57,   0.88
          256,    128.250,  323.42,  106.45,   0.83,     64.125,  323.98,   53.13,   0.83,   128.250,  407.43,   84.50,   0.66
          320,    160.250,  407.90,  105.46,   0.66,     80.125,  406.65,   52.89,   0.66,   160.250,  508.22,   84.64,   0.53
          512,    256.250,  664.40,  103.53,   0.40,    128.125,  665.49,   51.68,   0.40,   256.250,  813.50,   84.56,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725126358
