Start time: 1725126359
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.53,    4.96,  19.84,      0.125,   13.46,    2.49,  19.95,     0.250,   11.22,    5.98,  23.92
            1,      0.750,   14.87,   13.54,  18.06,      0.375,   14.85,    6.78,  18.08,     0.750,   14.00,   14.38,  19.18
            2,      1.250,   15.49,   21.66,  17.33,      0.625,   15.40,   10.89,  17.43,     1.250,   14.31,   23.45,  18.76
            3,      1.750,   15.80,   29.74,  16.99,      0.875,   15.77,   14.89,  17.02,     1.750,   15.11,   31.09,  17.76
            4,      2.250,   16.17,   37.35,  16.60,      1.125,   15.91,   18.98,  16.88,     2.250,   15.62,   38.66,  17.18
            6,      3.250,   16.88,   51.70,  15.91,      1.625,   16.80,   25.96,  15.98,     3.250,   15.98,   54.58,  16.79
            8,      4.250,   17.50,   65.21,  15.34,      2.125,   17.36,   32.86,  15.47,     4.250,   16.36,   69.73,  16.41
           12,      6.250,   19.04,   88.14,  14.10,      3.125,   19.07,   43.98,  14.07,     6.250,   20.35,   82.43,  13.19
           16,      8.250,   21.25,  104.19,  12.63,      4.125,   21.16,   52.32,  12.68,     8.250,   25.42,   87.11,  10.56
           20,     10.250,   26.12,  105.32,  10.28,      5.125,   26.00,   52.91,  10.32,    10.250,   31.37,   87.71,   8.56
           24,     12.250,   32.31,  101.77,   8.31,      6.125,   32.44,   50.69,   8.28,    12.250,   37.34,   88.06,   7.19
           28,     14.250,   35.22,  108.61,   7.62,      7.125,   35.02,   54.61,   7.66,    14.250,   43.39,   88.17,   6.19
           32,     16.250,   39.62,  110.11,   6.78,      8.125,   39.64,   55.02,   6.77,    16.250,   48.67,   89.63,   5.52
           40,     20.250,   48.95,  111.04,   5.48,     10.125,   48.83,   55.66,   5.50,    20.250,   60.92,   89.23,   4.41
           48,     24.250,   58.77,  110.76,   4.57,     12.125,   58.76,   55.39,   4.57,    24.250,   73.22,   88.91,   3.67
           56,     28.250,   69.01,  109.89,   3.89,     14.125,   69.11,   54.86,   3.88,    28.250,   85.64,   88.55,   3.13
           64,     32.250,   79.39,  109.04,   3.38,     16.125,   79.52,   54.43,   3.38,    32.250,   98.41,   87.97,   2.73
           80,     40.250,   98.17,  110.06,   2.73,     20.125,   97.77,   55.25,   2.75,    40.250,  123.94,   87.17,   2.17
          104,     52.250,  128.81,  108.89,   2.08,     26.125,  129.10,   54.32,   2.08,    52.250,  161.93,   86.62,   1.66
          120,     60.250,  150.10,  107.75,   1.79,     30.125,  151.93,   53.23,   1.77,    60.250,  186.94,   86.52,   1.44
          128,     64.250,  162.62,  106.05,   1.65,     32.125,  162.57,   53.05,   1.65,    64.250,  199.81,   86.32,   1.34
          160,     80.250,  197.64,  108.99,   1.36,     40.125,  197.68,   54.49,   1.36,    80.250,  255.06,   84.46,   1.05
          192,     96.250,  244.90,  105.50,   1.10,     48.125,  244.67,   52.80,   1.10,    96.250,  305.44,   84.59,   0.88
          256,    128.250,  323.27,  106.50,   0.83,     64.125,  323.61,   53.19,   0.83,   128.250,  407.22,   84.54,   0.66
          320,    160.250,  404.87,  106.25,   0.66,     80.125,  401.98,   53.51,   0.67,   160.250,  508.37,   84.62,   0.53
          512,    256.250,  665.13,  103.42,   0.40,    128.125,  665.27,   51.70,   0.40,   256.250,  813.21,   84.59,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725126635
