Start time: 1725125522
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.51,    4.97,  19.88,      0.125,   13.48,    2.49,  19.91,     0.250,   11.22,    5.98,  23.91
            1,      0.750,   14.86,   13.55,  18.07,      0.375,   14.89,    6.76,  18.02,     0.750,   14.08,   14.30,  19.07
            2,      1.250,   15.50,   21.65,  17.32,      0.625,   15.44,   10.87,  17.39,     1.250,   14.34,   23.40,  18.72
            3,      1.750,   15.85,   29.64,  16.94,      0.875,   15.78,   14.89,  17.01,     1.750,   15.18,   30.96,  17.69
            4,      2.250,   16.16,   37.37,  16.61,      1.125,   16.11,   18.75,  16.67,     2.250,   15.67,   38.55,  17.13
            6,      3.250,   16.87,   51.72,  15.91,      1.625,   16.81,   25.95,  15.97,     3.250,   15.99,   54.55,  16.78
            8,      4.250,   17.49,   65.22,  15.35,      2.125,   17.44,   32.70,  15.39,     4.250,   16.35,   69.76,  16.42
           12,      6.250,   19.08,   87.93,  14.07,      3.125,   19.02,   44.12,  14.12,     6.250,   20.42,   82.16,  13.15
           16,      8.250,   21.30,  103.98,  12.60,      4.125,   21.23,   52.16,  12.65,     8.250,   25.60,   86.49,  10.48
           20,     10.250,   25.90,  106.23,  10.36,      5.125,   25.91,   53.10,  10.36,    10.250,   31.43,   87.54,   8.54
           24,     12.250,   32.31,  101.78,   8.31,      6.125,   32.26,   50.97,   8.32,    12.250,   37.33,   88.09,   7.19
           28,     14.250,   35.27,  108.46,   7.61,      7.125,   34.94,   54.73,   7.68,    14.250,   43.66,   87.61,   6.15
           32,     16.250,   39.70,  109.87,   6.76,      8.125,   39.56,   55.13,   6.78,    16.250,   48.86,   89.28,   5.49
           40,     20.250,   48.96,  111.03,   5.48,     10.125,   48.90,   55.58,   5.49,    20.250,   60.94,   89.20,   4.40
           48,     24.250,   58.92,  110.48,   4.56,     12.125,   58.78,   55.38,   4.57,    24.250,   73.36,   88.73,   3.66
           56,     28.250,   69.07,  109.79,   3.89,     14.125,   69.17,   54.81,   3.88,    28.250,   85.56,   88.63,   3.14
           64,     32.250,   79.43,  108.98,   3.38,     16.125,   79.66,   54.34,   3.37,    32.250,   98.40,   87.98,   2.73
           80,     40.250,   98.06,  110.19,   2.74,     20.125,   97.83,   55.22,   2.74,    40.250,  123.91,   87.20,   2.17
          104,     52.250,  128.94,  108.78,   2.08,     26.125,  129.11,   54.32,   2.08,    52.250,  161.75,   86.71,   1.66
          120,     60.250,  150.08,  107.76,   1.79,     30.125,  151.91,   53.23,   1.77,    60.250,  186.94,   86.52,   1.44
          128,     64.250,  162.56,  106.10,   1.65,     32.125,  162.28,   53.14,   1.65,    64.250,  199.76,   86.34,   1.34
          160,     80.250,  197.72,  108.95,   1.36,     40.125,  197.61,   54.51,   1.36,    80.250,  254.73,   84.57,   1.05
          192,     96.250,  245.03,  105.45,   1.10,     48.125,  244.66,   52.80,   1.10,    96.250,  305.10,   84.68,   0.88
          256,    128.250,  323.25,  106.50,   0.83,     64.125,  323.86,   53.15,   0.83,   128.250,  406.76,   84.64,   0.66
          320,    160.250,  407.74,  105.50,   0.66,     80.125,  405.61,   53.03,   0.66,   160.250,  508.40,   84.61,   0.53
          512,    256.250,  664.45,  103.52,   0.40,    128.125,  664.78,   51.74,   0.40,   256.250,  812.82,   84.63,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725125798
