Start time: 1725126365
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.72,    4.89,  19.56,      0.125,   13.70,    2.45,  19.59,     0.250,   11.57,    5.80,  23.20
            1,      0.750,   15.03,   13.39,  17.86,      0.375,   15.03,    6.70,  17.86,     0.750,   14.30,   14.08,  18.78
            2,      1.250,   15.62,   21.48,  17.19,      0.625,   15.61,   10.75,  17.20,     1.250,   14.51,   23.13,  18.50
            3,      1.750,   16.13,   29.13,  16.64,      0.875,   15.90,   14.77,  16.88,     1.750,   15.23,   30.85,  17.63
            4,      2.250,   16.54,   36.52,  16.23,      1.125,   16.12,   18.73,  16.65,     2.250,   15.82,   38.18,  16.97
            6,      3.250,   17.30,   50.43,  15.52,      1.625,   17.19,   25.37,  15.61,     3.250,   16.43,   53.11,  16.34
            8,      4.250,   17.78,   64.16,  15.10,      2.125,   17.78,   32.08,  15.10,     4.250,   16.66,   68.49,  16.12
           12,      6.250,   19.38,   86.57,  13.85,      3.125,   19.21,   43.67,  13.98,     6.250,   20.59,   81.47,  13.04
           16,      8.250,   21.58,  102.60,  12.44,      4.125,   21.52,   51.45,  12.47,     8.250,   25.80,   85.82,  10.40
           20,     10.250,   26.32,  104.53,  10.20,      5.125,   26.19,   52.52,  10.25,    10.250,   31.85,   86.40,   8.43
           24,     12.250,   32.68,  100.63,   8.21,      6.125,   32.62,   50.41,   8.23,    12.250,   37.89,   86.79,   7.08
           28,     14.250,   35.84,  106.74,   7.49,      7.125,   35.67,   53.62,   7.53,    14.250,   44.25,   86.45,   6.07
           32,     16.250,   40.10,  108.77,   6.69,      8.125,   40.09,   54.41,   6.70,    16.250,   49.17,   88.71,   5.46
           40,     20.250,   49.44,  109.94,   5.43,     10.125,   49.49,   54.92,   5.42,    20.250,   61.74,   88.05,   4.35
           48,     24.250,   59.49,  109.42,   4.51,     12.125,   59.74,   54.48,   4.49,    24.250,   74.01,   87.96,   3.63
           56,     28.250,   69.71,  108.78,   3.85,     14.125,   70.06,   54.12,   3.83,    28.250,   86.84,   87.32,   3.09
           64,     32.250,   80.80,  107.14,   3.32,     16.125,   81.22,   53.30,   3.31,    32.250,   99.43,   87.07,   2.70
           80,     40.250,   98.98,  109.16,   2.71,     20.125,   98.93,   54.61,   2.71,    40.250,  126.04,   85.73,   2.13
          104,     52.250,  130.09,  107.81,   2.06,     26.125,  130.72,   53.65,   2.05,    52.250,  164.09,   85.48,   1.64
          120,     60.250,  151.76,  106.57,   1.77,     30.125,  153.28,   52.76,   1.75,    60.250,  189.29,   85.44,   1.42
          128,     64.250,  164.50,  104.84,   1.63,     32.125,  164.83,   52.32,   1.63,    64.250,  201.58,   85.56,   1.33
          160,     80.250,  200.06,  107.68,   1.34,     40.125,  200.21,   53.80,   1.34,    80.250,  257.46,   83.67,   1.04
          192,     96.250,  247.66,  104.32,   1.08,     48.125,  247.82,   52.13,   1.08,    96.250,  308.52,   83.74,   0.87
          256,    128.250,  326.82,  105.34,   0.82,     64.125,  327.37,   52.58,   0.82,   128.250,  411.76,   83.61,   0.65
          320,    160.250,  414.34,  103.82,   0.65,     80.125,  413.32,   52.04,   0.65,   160.250,  514.19,   83.66,   0.52
          512,    256.250,  671.31,  102.47,   0.40,    128.125,  672.28,   51.16,   0.40,   256.250,  821.45,   83.74,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725126644
