Start time: 1725126090
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.74,    4.88,  19.54,      0.125,   13.67,    2.45,  19.63,     0.250,   11.58,    5.79,  23.18
            1,      0.750,   14.98,   13.44,  17.92,      0.375,   15.14,    6.65,  17.73,     0.750,   14.24,   14.13,  18.85
            2,      1.250,   15.67,   21.41,  17.13,      0.625,   15.64,   10.73,  17.16,     1.250,   14.50,   23.14,  18.51
            3,      1.750,   16.01,   29.35,  16.77,      0.875,   15.98,   14.70,  16.80,     1.750,   15.28,   30.74,  17.57
            4,      2.250,   16.28,   37.09,  16.48,      1.125,   16.35,   18.47,  16.42,     2.250,   15.85,   38.11,  16.94
            6,      3.250,   17.20,   50.74,  15.61,      1.625,   17.21,   25.34,  15.59,     3.250,   16.16,   53.99,  16.61
            8,      4.250,   17.78,   64.16,  15.10,      2.125,   17.83,   31.99,  15.06,     4.250,   16.79,   67.93,  15.98
           12,      6.250,   19.36,   86.64,  13.86,      3.125,   19.47,   43.08,  13.78,     6.250,   20.74,   80.90,  12.94
           16,      8.250,   21.66,  102.23,  12.39,      4.125,   21.59,   51.28,  12.43,     8.250,   26.04,   85.04,  10.31
           20,     10.250,   26.62,  103.38,  10.09,      5.125,   26.38,   52.15,  10.18,    10.250,   31.84,   86.41,   8.43
           24,     12.250,   32.62,  100.80,   8.23,      6.125,   32.63,   50.39,   8.23,    12.250,   37.69,   87.25,   7.12
           28,     14.250,   35.71,  107.11,   7.52,      7.125,   35.48,   53.90,   7.56,    14.250,   44.07,   86.80,   6.09
           32,     16.250,   40.45,  107.84,   6.64,      8.125,   40.28,   54.15,   6.66,    16.250,   49.62,   87.91,   5.41
           40,     20.250,   49.86,  109.03,   5.38,     10.125,   49.62,   54.78,   5.41,    20.250,   61.63,   88.21,   4.36
           48,     24.250,   59.69,  109.07,   4.50,     12.125,   59.45,   54.75,   4.52,    24.250,   74.54,   87.33,   3.60
           56,     28.250,   70.27,  107.91,   3.82,     14.125,   70.24,   53.98,   3.82,    28.250,   86.83,   87.34,   3.09
           64,     32.250,   80.47,  107.59,   3.34,     16.125,   80.62,   53.69,   3.33,    32.250,   99.97,   86.59,   2.69
           80,     40.250,   99.70,  108.37,   2.69,     20.125,   99.49,   54.30,   2.70,    40.250,  125.46,   86.12,   2.14
          104,     52.250,  130.96,  107.10,   2.05,     26.125,  131.52,   53.32,   2.04,    52.250,  163.93,   85.56,   1.64
          120,     60.250,  152.36,  106.15,   1.76,     30.125,  154.65,   52.29,   1.74,    60.250,  189.27,   85.45,   1.42
          128,     64.250,  165.19,  104.41,   1.62,     32.125,  165.11,   52.23,   1.63,    64.250,  202.32,   85.25,   1.33
          160,     80.250,  200.61,  107.38,   1.34,     40.125,  199.89,   53.88,   1.34,    80.250,  258.20,   83.43,   1.04
          192,     96.250,  247.84,  104.25,   1.08,     48.125,  247.87,   52.12,   1.08,    96.250,  308.44,   83.77,   0.87
          256,    128.250,  328.07,  104.94,   0.82,     64.125,  327.88,   52.50,   0.82,   128.250,  411.23,   83.72,   0.65
          320,    160.250,  413.62,  104.00,   0.65,     80.125,  413.84,   51.97,   0.65,   160.250,  513.51,   83.77,   0.52
          512,    256.250,  672.24,  102.32,   0.40,    128.125,  671.19,   51.24,   0.40,   256.250,  821.80,   83.70,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725126370
