Start time: 1725125239
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.55,    4.95,  19.80,      0.125,   13.53,    2.48,  19.84,     0.250,   11.23,    5.97,  23.90
            1,      0.750,   14.85,   13.56,  18.08,      0.375,   14.82,    6.79,  18.11,     0.750,   14.09,   14.29,  19.05
            2,      1.250,   15.50,   21.65,  17.32,      0.625,   15.43,   10.87,  17.39,     1.250,   14.39,   23.31,  18.65
            3,      1.750,   15.83,   29.67,  16.96,      0.875,   15.79,   14.87,  17.00,     1.750,   14.99,   31.33,  17.91
            4,      2.250,   16.18,   37.32,  16.59,      1.125,   15.77,   19.15,  17.02,     2.250,   15.68,   38.53,  17.12
            6,      3.250,   16.63,   52.45,  16.14,      1.625,   16.86,   25.88,  15.93,     3.250,   15.98,   54.59,  16.80
            8,      4.250,   17.44,   65.43,  15.39,      2.125,   17.53,   32.55,  15.32,     4.250,   16.50,   69.16,  16.27
           12,      6.250,   19.12,   87.76,  14.04,      3.125,   19.11,   43.90,  14.05,     6.250,   20.37,   82.35,  13.18
           16,      8.250,   21.33,  103.84,  12.59,      4.125,   21.24,   52.14,  12.64,     8.250,   25.55,   86.69,  10.51
           20,     10.250,   25.87,  106.37,  10.38,      5.125,   25.90,   53.11,  10.36,    10.250,   31.36,   87.74,   8.56
           24,     12.250,   32.29,  101.83,   8.31,      6.125,   32.24,   51.00,   8.33,    12.250,   37.31,   88.14,   7.19
           28,     14.250,   35.21,  108.64,   7.62,      7.125,   34.74,   55.05,   7.73,    14.250,   43.53,   87.87,   6.17
           32,     16.250,   39.59,  110.20,   6.78,      8.125,   39.53,   55.18,   6.79,    16.250,   48.68,   89.60,   5.51
           40,     20.250,   48.85,  111.26,   5.49,     10.125,   48.81,   55.69,   5.50,    20.250,   60.85,   89.33,   4.41
           48,     24.250,   58.78,  110.74,   4.57,     12.125,   58.74,   55.41,   4.57,    24.250,   73.18,   88.95,   3.67
           56,     28.250,   68.89,  110.08,   3.90,     14.125,   69.02,   54.94,   3.89,    28.250,   85.57,   88.62,   3.14
           64,     32.250,   79.39,  109.04,   3.38,     16.125,   79.48,   54.46,   3.38,    32.250,   98.41,   87.97,   2.73
           80,     40.250,   98.03,  110.22,   2.74,     20.125,   97.78,   55.25,   2.75,    40.250,  123.97,   87.16,   2.17
          104,     52.250,  128.73,  108.96,   2.09,     26.125,  129.16,   54.30,   2.08,    52.250,  161.53,   86.83,   1.66
          120,     60.250,  150.13,  107.73,   1.79,     30.125,  151.74,   53.29,   1.77,    60.250,  186.93,   86.52,   1.44
          128,     64.250,  162.62,  106.05,   1.65,     32.125,  162.20,   53.17,   1.65,    64.250,  199.59,   86.41,   1.34
          160,     80.250,  197.76,  108.93,   1.36,     40.125,  197.60,   54.51,   1.36,    80.250,  254.54,   84.63,   1.05
          192,     96.250,  244.98,  105.46,   1.10,     48.125,  244.41,   52.85,   1.10,    96.250,  305.14,   84.67,   0.88
          256,    128.250,  323.26,  106.50,   0.83,     64.125,  323.59,   53.20,   0.83,   128.250,  406.44,   84.70,   0.66
          320,    160.250,  404.64,  106.31,   0.66,     80.125,  401.74,   53.54,   0.67,   160.250,  508.00,   84.68,   0.53
          512,    256.250,  664.16,  103.57,   0.40,    128.125,  664.20,   51.78,   0.40,   256.250,  812.45,   84.67,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725125515
