Start time: 1725125241
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.72,    4.89,  19.57,      0.125,   13.70,    2.45,  19.59,     0.250,   11.36,    5.91,  23.63
            1,      0.750,   15.04,   13.39,  17.85,      0.375,   15.01,    6.71,  17.89,     0.750,   14.20,   14.18,  18.91
            2,      1.250,   15.20,   22.07,  17.66,      0.625,   15.24,   11.01,  17.61,     1.250,   14.54,   23.08,  18.47
            3,      1.750,   15.71,   29.89,  17.08,      0.875,   15.60,   15.06,  17.21,     1.750,   14.85,   31.64,  18.08
            4,      2.250,   15.97,   37.82,  16.81,      1.125,   15.98,   18.90,  16.80,     2.250,   15.49,   38.98,  17.33
            6,      3.250,   17.28,   50.48,  15.53,      1.625,   17.24,   25.31,  15.57,     3.250,   16.05,   54.35,  16.72
            8,      4.250,   17.78,   64.17,  15.10,      2.125,   17.71,   32.20,  15.15,     4.250,   16.54,   68.96,  16.23
           12,      6.250,   19.27,   87.08,  13.93,      3.125,   19.30,   43.48,  13.91,     6.250,   20.65,   81.23,  13.00
           16,      8.250,   21.51,  102.96,  12.48,      4.125,   21.49,   51.52,  12.49,     8.250,   25.90,   85.51,  10.36
           20,     10.250,   26.09,  105.47,  10.29,      5.125,   26.18,   52.55,  10.25,    10.250,   31.76,   86.64,   8.45
           24,     12.250,   32.58,  100.93,   8.24,      6.125,   32.46,   50.65,   8.27,    12.250,   37.84,   86.90,   7.09
           28,     14.250,   35.62,  107.40,   7.54,      7.125,   35.50,   53.88,   7.56,    14.250,   44.13,   86.68,   6.08
           32,     16.250,   40.12,  108.73,   6.69,      8.125,   40.06,   54.44,   6.70,    16.250,   49.20,   88.65,   5.46
           40,     20.250,   49.64,  109.50,   5.41,     10.125,   49.32,   55.11,   5.44,    20.250,   61.76,   88.01,   4.35
           48,     24.250,   59.59,  109.25,   4.51,     12.125,   59.50,   54.71,   4.51,    24.250,   74.35,   87.55,   3.61
           56,     28.250,   69.74,  108.73,   3.85,     14.125,   69.88,   54.26,   3.84,    28.250,   86.89,   87.28,   3.09
           64,     32.250,   80.43,  107.63,   3.34,     16.125,   80.65,   53.67,   3.33,    32.250,   99.76,   86.78,   2.69
           80,     40.250,   99.18,  108.94,   2.71,     20.125,   99.13,   54.50,   2.71,    40.250,  125.80,   85.89,   2.13
          104,     52.250,  130.65,  107.36,   2.05,     26.125,  131.06,   53.51,   2.05,    52.250,  164.12,   85.46,   1.64
          120,     60.250,  152.10,  106.33,   1.76,     30.125,  153.61,   52.64,   1.75,    60.250,  189.45,   85.37,   1.42
          128,     64.250,  164.87,  104.61,   1.63,     32.125,  164.58,   52.40,   1.63,    64.250,  202.68,   85.09,   1.32
          160,     80.250,  200.32,  107.53,   1.34,     40.125,  200.51,   53.72,   1.34,    80.250,  257.97,   83.50,   1.04
          192,     96.250,  248.53,  103.96,   1.08,     48.125,  247.87,   52.12,   1.08,    96.250,  309.26,   83.54,   0.87
          256,    128.250,  328.21,  104.89,   0.82,     64.125,  328.31,   52.43,   0.82,   128.250,  412.25,   83.51,   0.65
          320,    160.250,  414.69,  103.73,   0.65,     80.125,  413.79,   51.98,   0.65,   160.250,  515.03,   83.52,   0.52
          512,    256.250,  672.90,  102.22,   0.40,    128.125,  673.87,   51.04,   0.40,   256.250,  823.09,   83.57,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725125521
