Start time: 1725126359
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.54,    4.95,  19.82,      0.125,   13.54,    2.48,  19.83,     0.250,   11.39,    5.89,  23.57
            1,      0.750,   14.93,   13.48,  17.97,      0.375,   14.86,    6.78,  18.07,     0.750,   14.09,   14.29,  19.05
            2,      1.250,   15.45,   21.72,  17.37,      0.625,   15.45,   10.86,  17.38,     1.250,   14.36,   23.37,  18.70
            3,      1.750,   15.56,   30.19,  17.25,      0.875,   15.39,   15.26,  17.44,     1.750,   14.70,   31.96,  18.26
            4,      2.250,   15.79,   38.25,  17.00,      1.125,   15.79,   19.12,  17.00,     2.250,   15.68,   38.52,  17.12
            6,      3.250,   17.03,   51.22,  15.76,      1.625,   16.84,   25.90,  15.94,     3.250,   16.00,   54.52,  16.78
            8,      4.250,   17.45,   65.36,  15.38,      2.125,   17.48,   32.63,  15.36,     4.250,   16.39,   69.59,  16.37
           12,      6.250,   19.12,   87.74,  14.04,      3.125,   19.12,   43.88,  14.04,     6.250,   20.41,   82.22,  13.15
           16,      8.250,   21.34,  103.78,  12.58,      4.125,   21.24,   52.14,  12.64,     8.250,   25.53,   86.75,  10.52
           20,     10.250,   25.86,  106.39,  10.38,      5.125,   25.90,   53.13,  10.37,    10.250,   31.39,   87.66,   8.55
           24,     12.250,   32.30,  101.79,   8.31,      6.125,   32.21,   51.04,   8.33,    12.250,   37.29,   88.18,   7.20
           28,     14.250,   35.19,  108.71,   7.63,      7.125,   35.12,   54.46,   7.64,    14.250,   43.58,   87.78,   6.16
           32,     16.250,   39.52,  110.39,   6.79,      8.125,   39.49,   55.23,   6.80,    16.250,   48.81,   89.37,   5.50
           40,     20.250,   48.83,  111.32,   5.50,     10.125,   48.88,   55.60,   5.49,    20.250,   60.89,   89.28,   4.41
           48,     24.250,   58.73,  110.85,   4.57,     12.125,   58.76,   55.39,   4.57,    24.250,   73.24,   88.88,   3.67
           56,     28.250,   68.89,  110.08,   3.90,     14.125,   69.02,   54.93,   3.89,    28.250,   85.56,   88.63,   3.14
           64,     32.250,   79.50,  108.89,   3.38,     16.125,   79.61,   54.37,   3.37,    32.250,   98.54,   87.85,   2.72
           80,     40.250,   98.02,  110.23,   2.74,     20.125,   97.69,   55.30,   2.75,    40.250,  124.01,   87.13,   2.16
          104,     52.250,  128.81,  108.89,   2.08,     26.125,  128.78,   54.46,   2.08,    52.250,  161.59,   86.80,   1.66
          120,     60.250,  150.22,  107.67,   1.79,     30.125,  151.94,   53.22,   1.77,    60.250,  187.21,   86.39,   1.43
          128,     64.250,  162.67,  106.03,   1.65,     32.125,  162.50,   53.07,   1.65,    64.250,  199.79,   86.33,   1.34
          160,     80.250,  197.73,  108.95,   1.36,     40.125,  197.68,   54.49,   1.36,    80.250,  254.71,   84.57,   1.05
          192,     96.250,  245.30,  105.33,   1.09,     48.125,  245.05,   52.72,   1.10,    96.250,  305.64,   84.53,   0.88
          256,    128.250,  323.78,  106.33,   0.83,     64.125,  323.91,   53.14,   0.83,   128.250,  407.07,   84.57,   0.66
          320,    160.250,  405.04,  106.20,   0.66,     80.125,  402.10,   53.49,   0.67,   160.250,  508.64,   84.57,   0.53
          512,    256.250,  664.95,  103.45,   0.40,    128.125,  665.00,   51.72,   0.40,   256.250,  813.57,   84.55,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725126635
