Start time: 1725125797
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.53,    4.96,  19.83,      0.125,   13.53,    2.48,  19.85,     0.250,   11.33,    5.93,  23.70
            1,      0.750,   14.93,   13.49,  17.99,      0.375,   14.93,    6.74,  17.98,     0.750,   14.11,   14.27,  19.03
            2,      1.250,   15.49,   21.66,  17.33,      0.625,   15.08,   11.13,  17.80,     1.250,   14.41,   23.29,  18.63
            3,      1.750,   15.58,   30.15,  17.23,      0.875,   15.38,   15.27,  17.45,     1.750,   14.71,   31.93,  18.25
            4,      2.250,   15.83,   38.15,  16.96,      1.125,   15.80,   19.12,  16.99,     2.250,   15.67,   38.53,  17.13
            6,      3.250,   17.02,   51.24,  15.77,      1.625,   17.00,   25.66,  15.79,     3.250,   16.01,   54.51,  16.77
            8,      4.250,   17.54,   65.03,  15.30,      2.125,   17.64,   32.35,  15.22,     4.250,   16.40,   69.56,  16.37
           12,      6.250,   19.16,   87.56,  14.01,      3.125,   19.08,   43.96,  14.07,     6.250,   20.42,   82.18,  13.15
           16,      8.250,   21.37,  103.61,  12.56,      4.125,   21.27,   52.06,  12.62,     8.250,   25.58,   86.58,  10.49
           20,     10.250,   25.84,  106.49,  10.39,      5.125,   25.92,   53.07,  10.36,    10.250,   31.42,   87.56,   8.54
           24,     12.250,   32.31,  101.76,   8.31,      6.125,   32.25,   50.99,   8.32,    12.250,   37.34,   88.05,   7.19
           28,     14.250,   35.32,  108.31,   7.60,      7.125,   35.01,   54.63,   7.67,    14.250,   43.66,   87.62,   6.15
           32,     16.250,   39.66,  109.98,   6.77,      8.125,   39.58,   55.10,   6.78,    16.250,   48.70,   89.58,   5.51
           40,     20.250,   48.97,  110.99,   5.48,     10.125,   48.82,   55.67,   5.50,    20.250,   60.87,   89.31,   4.41
           48,     24.250,   58.75,  110.80,   4.57,     12.125,   58.77,   55.38,   4.57,    24.250,   73.21,   88.92,   3.67
           56,     28.250,   68.89,  110.08,   3.90,     14.125,   69.07,   54.90,   3.89,    28.250,   85.58,   88.61,   3.14
           64,     32.250,   79.57,  108.80,   3.37,     16.125,   79.59,   54.38,   3.37,    32.250,   98.43,   87.95,   2.73
           80,     40.250,   98.14,  110.09,   2.74,     20.125,   97.83,   55.22,   2.74,    40.250,  124.03,   87.11,   2.16
          104,     52.250,  128.87,  108.84,   2.08,     26.125,  129.06,   54.34,   2.08,    52.250,  161.81,   86.68,   1.66
          120,     60.250,  150.03,  107.80,   1.79,     30.125,  151.82,   53.26,   1.77,    60.250,  187.09,   86.44,   1.43
          128,     64.250,  162.60,  106.07,   1.65,     32.125,  162.28,   53.14,   1.65,    64.250,  199.73,   86.35,   1.34
          160,     80.250,  197.79,  108.91,   1.36,     40.125,  197.48,   54.54,   1.36,    80.250,  254.72,   84.57,   1.05
          192,     96.250,  245.03,  105.44,   1.10,     48.125,  244.56,   52.82,   1.10,    96.250,  305.45,   84.59,   0.88
          256,    128.250,  323.19,  106.52,   0.83,     64.125,  323.75,   53.17,   0.83,   128.250,  406.81,   84.63,   0.66
          320,    160.250,  406.57,  105.80,   0.66,     80.125,  404.70,   53.15,   0.66,   160.250,  508.30,   84.63,   0.53
          512,    256.250,  665.04,  103.43,   0.40,    128.125,  665.00,   51.72,   0.40,   256.250,  813.40,   84.57,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725126073
