Start time: 1725125518
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.65,    4.91,  19.66,      0.125,   13.61,    2.47,  19.72,     0.250,   11.29,    5.94,  23.77
            1,      0.750,   14.99,   13.43,  17.91,      0.375,   14.95,    6.74,  17.96,     0.750,   14.12,   14.26,  19.01
            2,      1.250,   15.60,   21.51,  17.21,      0.625,   15.08,   11.12,  17.80,     1.250,   14.38,   23.33,  18.66
            3,      1.750,   15.85,   29.63,  16.93,      0.875,   15.44,   15.21,  17.38,     1.750,   14.72,   31.92,  18.24
            4,      2.250,   15.84,   38.12,  16.94,      1.125,   15.81,   19.10,  16.98,     2.250,   15.79,   38.25,  17.00
            6,      3.250,   16.95,   51.45,  15.83,      1.625,   16.92,   25.77,  15.86,     3.250,   15.99,   54.55,  16.78
            8,      4.250,   17.59,   64.85,  15.26,      2.125,   17.53,   32.55,  15.32,     4.250,   16.43,   69.45,  16.34
           12,      6.250,   19.09,   87.89,  14.06,      3.125,   19.10,   43.93,  14.06,     6.250,   20.41,   82.18,  13.15
           16,      8.250,   21.26,  104.17,  12.63,      4.125,   21.27,   52.06,  12.62,     8.250,   25.57,   86.62,  10.50
           20,     10.250,   25.86,  106.41,  10.38,      5.125,   25.98,   52.95,  10.33,    10.250,   31.37,   87.71,   8.56
           24,     12.250,   32.30,  101.79,   8.31,      6.125,   32.24,   51.00,   8.33,    12.250,   37.27,   88.23,   7.20
           28,     14.250,   35.02,  109.23,   7.67,      7.125,   34.98,   54.68,   7.67,    14.250,   43.56,   87.82,   6.16
           32,     16.250,   39.67,  109.96,   6.77,      8.125,   39.55,   55.14,   6.79,    16.250,   48.64,   89.67,   5.52
           40,     20.250,   49.04,  110.85,   5.47,     10.125,   48.84,   55.64,   5.50,    20.250,   60.95,   89.18,   4.40
           48,     24.250,   58.90,  110.51,   4.56,     12.125,   58.70,   55.45,   4.57,    24.250,   73.24,   88.88,   3.67
           56,     28.250,   68.88,  110.10,   3.90,     14.125,   69.06,   54.90,   3.89,    28.250,   85.61,   88.58,   3.14
           64,     32.250,   79.41,  109.02,   3.38,     16.125,   79.53,   54.43,   3.38,    32.250,   98.39,   87.99,   2.73
           80,     40.250,   98.07,  110.17,   2.74,     20.125,   97.83,   55.22,   2.74,    40.250,  123.97,   87.16,   2.17
          104,     52.250,  128.73,  108.95,   2.09,     26.125,  129.14,   54.31,   2.08,    52.250,  161.87,   86.65,   1.66
          120,     60.250,  150.24,  107.65,   1.79,     30.125,  151.69,   53.31,   1.77,    60.250,  186.89,   86.54,   1.44
          128,     64.250,  162.64,  106.04,   1.65,     32.125,  162.41,   53.10,   1.65,    64.250,  199.84,   86.30,   1.34
          160,     80.250,  197.80,  108.91,   1.36,     40.125,  197.78,   54.46,   1.36,    80.250,  254.74,   84.57,   1.05
          192,     96.250,  245.20,  105.37,   1.09,     48.125,  244.52,   52.83,   1.10,    96.250,  305.39,   84.60,   0.88
          256,    128.250,  323.53,  106.41,   0.83,     64.125,  323.90,   53.14,   0.83,   128.250,  406.73,   84.64,   0.66
          320,    160.250,  406.52,  105.82,   0.66,     80.125,  404.79,   53.14,   0.66,   160.250,  508.46,   84.60,   0.53
          512,    256.250,  664.89,  103.45,   0.40,    128.125,  665.03,   51.72,   0.40,   256.250,  813.46,   84.56,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725125794
