Start time: 1725126072
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.49,    4.97,  19.89,      0.125,   13.46,    2.49,  19.95,     0.250,   11.19,    6.00,  24.00
            1,      0.750,   14.86,   13.55,  18.07,      0.375,   14.83,    6.79,  18.10,     0.750,   14.03,   14.35,  19.13
            2,      1.250,   15.41,   21.78,  17.42,      0.625,   15.35,   10.93,  17.48,     1.250,   14.30,   23.46,  18.77
            3,      1.750,   15.71,   29.89,  17.08,      0.875,   15.71,   14.95,  17.09,     1.750,   14.64,   32.09,  18.34
            4,      2.250,   15.78,   38.28,  17.01,      1.125,   15.72,   19.22,  17.08,     2.250,   15.56,   38.82,  17.25
            6,      3.250,   16.96,   51.43,  15.83,      1.625,   16.89,   25.82,  15.89,     3.250,   15.90,   54.87,  16.88
            8,      4.250,   17.39,   65.61,  15.44,      2.125,   17.53,   32.55,  15.32,     4.250,   16.31,   69.95,  16.46
           12,      6.250,   19.12,   87.73,  14.04,      3.125,   19.11,   43.91,  14.05,     6.250,   20.37,   82.37,  13.18
           16,      8.250,   21.28,  104.08,  12.62,      4.125,   21.22,   52.19,  12.65,     8.250,   25.51,   86.82,  10.52
           20,     10.250,   25.82,  106.58,  10.40,      5.125,   25.86,   53.19,  10.38,    10.250,   31.36,   87.74,   8.56
           24,     12.250,   32.25,  101.97,   8.32,      6.125,   32.20,   51.06,   8.34,    12.250,   37.47,   87.76,   7.16
           28,     14.250,   35.15,  108.83,   7.64,      7.125,   34.95,   54.72,   7.68,    14.250,   43.54,   87.86,   6.17
           32,     16.250,   39.36,  110.84,   6.82,      8.125,   39.66,   54.99,   6.77,    16.250,   48.63,   89.70,   5.52
           40,     20.250,   49.04,  110.84,   5.47,     10.125,   48.78,   55.72,   5.50,    20.250,   60.84,   89.35,   4.41
           48,     24.250,   58.72,  110.86,   4.57,     12.125,   58.68,   55.46,   4.57,    24.250,   73.14,   89.01,   3.67
           56,     28.250,   69.05,  109.83,   3.89,     14.125,   69.07,   54.90,   3.89,    28.250,   85.61,   88.58,   3.14
           64,     32.250,   79.50,  108.90,   3.38,     16.125,   79.51,   54.44,   3.38,    32.250,   98.49,   87.90,   2.73
           80,     40.250,   98.27,  109.95,   2.73,     20.125,   97.90,   55.18,   2.74,    40.250,  123.88,   87.22,   2.17
          104,     52.250,  128.87,  108.84,   2.08,     26.125,  129.15,   54.30,   2.08,    52.250,  161.70,   86.74,   1.66
          120,     60.250,  150.22,  107.67,   1.79,     30.125,  151.94,   53.22,   1.77,    60.250,  187.07,   86.45,   1.43
          128,     64.250,  162.53,  106.12,   1.65,     32.125,  162.31,   53.13,   1.65,    64.250,  199.92,   86.27,   1.34
          160,     80.250,  197.89,  108.86,   1.36,     40.125,  197.73,   54.47,   1.36,    80.250,  255.09,   84.45,   1.05
          192,     96.250,  245.27,  105.34,   1.09,     48.125,  244.71,   52.79,   1.10,    96.250,  305.42,   84.59,   0.88
          256,    128.250,  323.76,  106.34,   0.83,     64.125,  323.85,   53.15,   0.83,   128.250,  406.85,   84.62,   0.66
          320,    160.250,  408.46,  105.31,   0.66,     80.125,  407.06,   52.84,   0.66,   160.250,  508.36,   84.62,   0.53
          512,    256.250,  665.08,  103.43,   0.40,    128.125,  664.98,   51.72,   0.40,   256.250,  812.99,   84.61,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725126348
