,uri,full_uri,layer_size,digest,media_type,schema_version
878,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:google-gpu,5044021983,sha256:a7d1f29acdafbfafe09c8e8c58355e5a62cb55f426b1f11763afa65c6554826d,application/vnd.docker.image.rootfs.diff.tar.gzip,2
879,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:google-gpu,4478079461,sha256:36f986384c897f41be9f0fc972eade3d9bcebeb7ccf26ec687b44faa3d99c7a2,application/vnd.docker.image.rootfs.diff.tar.gzip,2
880,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:google-gpu,2118990,sha256:6f83bcdf2503d54b1e02e59071c4ba45430006139b0b0659d69b880aa6c4d666,application/vnd.docker.image.rootfs.diff.tar.gzip,2
881,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:google-gpu,749,sha256:7b9ed747a270a60f6b0c32b93e8327edd10597e4cd198294be412d89c1ba394c,application/vnd.docker.image.rootfs.diff.tar.gzip,2
882,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:google-gpu,39243133,sha256:709ffef482cb0d70d4845157bfec26c89b35b7b6ac553e97517f5354a1678019,application/vnd.docker.image.rootfs.diff.tar.gzip,2
883,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:google-gpu,21464075,sha256:7a496655e6ab20469ad64be2723a072895b5228fdfef6127749ed5d321875972,application/vnd.docker.image.rootfs.diff.tar.gzip,2
884,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:google-gpu,3738639,sha256:bad2bddbea9e05f8ab881a0d417589c431f8382a19f1b2cd9fd93f517f024f5a,application/vnd.docker.image.rootfs.diff.tar.gzip,2
885,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,30439778,sha256:7021d1b70935851c95c45ed18156980b5024eda29b99564429025ea04f5ec109,application/vnd.docker.image.rootfs.diff.tar.gzip,2
886,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,4623694,sha256:0d6448aff88945ea46a37cfe4330bdb0ada228268b80da6258a0fec63086f404,application/vnd.docker.image.rootfs.diff.tar.gzip,2
887,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,57593640,sha256:0a7674e3e8fe69dcd7f1424fa29aa033b32c42269aab46cbe9818f8dd7154754,application/vnd.docker.image.rootfs.diff.tar.gzip,2
888,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,185,sha256:b71b637b97c5efb435b9965058ad414f07afa99d320cf05e89f10441ec1becf4,application/vnd.docker.image.rootfs.diff.tar.gzip,2
889,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,6886,sha256:56dc8550293751a1604e97ac949cfae82ba20cb2a28e034737bafd7382559609,application/vnd.docker.image.rootfs.diff.tar.gzip,2
890,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,1374295401,sha256:ec6d5f6c9ed94d2ee2eeaf048d90242af638325f57696909f1737b3158d838cf,application/vnd.docker.image.rootfs.diff.tar.gzip,2
891,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,64047,sha256:47b8539d532f561cac6d7fb8ee2f46c902b66e4a60b103d19701829742a0d11e,application/vnd.docker.image.rootfs.diff.tar.gzip,2
892,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,1684,sha256:fd9cc1ad8dee47ca559003714d462f4eb79cb6315a2708927c240b84d022b55f,application/vnd.docker.image.rootfs.diff.tar.gzip,2
893,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,1523,sha256:83525caeeb359731f869f1ee87a32acdfdd5efb8af4cab06d8f4fdcf1f317daa,application/vnd.docker.image.rootfs.diff.tar.gzip,2
894,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,2646171659,sha256:8e79813a7b9d5784bb880ca2909887465549de5183411b24f6de72fab0802bcd,application/vnd.docker.image.rootfs.diff.tar.gzip,2
895,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,88858,sha256:312a542960e3345001fc709156a5139ff8a1d8cc21a51a50f83e87ec2982f579,application/vnd.docker.image.rootfs.diff.tar.gzip,2
896,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,670177340,sha256:ae033ce9621d2cceaef2769ead17429ae8b29f098fb0350bdd4e0f55a36996db,application/vnd.docker.image.rootfs.diff.tar.gzip,2
897,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,4951960896,sha256:3e51ec3ca79bb946ab494260d98dd4bf3831da1aa5a9bdb42f5a5f8e2d1490af,application/vnd.docker.image.rootfs.diff.tar.gzip,2
898,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,4192773789,sha256:fa1d72965a832d2cb4557265ca007c0133e30b0a200a49598cbcaebc7319bff2,application/vnd.docker.image.rootfs.diff.tar.gzip,2
899,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,1869778,sha256:2d0972b82909a7210cbe6a27667b46b88931dbf11f03f58165acdff1e4292fec,application/vnd.docker.image.rootfs.diff.tar.gzip,2
900,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,744,sha256:be778ac450713db0d9f2bfce035ca775efe4abdfd7a8186cd4d18ae9eec75ccb,application/vnd.docker.image.rootfs.diff.tar.gzip,2
901,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,36621396,sha256:ef5db8888e3fca2703b704645b6a3643252a25049fbf37751137021050d057ff,application/vnd.docker.image.rootfs.diff.tar.gzip,2
902,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,20307893,sha256:e433b7042e3a6cd09175869766840e30d6e5537af7b86c620920d4cce6cdab94,application/vnd.docker.image.rootfs.diff.tar.gzip,2
903,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,36893599,sha256:eea35b868f82815d19ba3a74e2c1df9361e9266788f7a3531a6dcd411aefb004,application/vnd.docker.image.rootfs.diff.tar.gzip,2
904,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,832,sha256:3da3c23cb224ce906a9aabb0725a99cb5e4c804b289f47c449bf9cab34025760,application/vnd.docker.image.rootfs.diff.tar.gzip,2
905,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,38588984,sha256:7cc2bd3d4f3991a785112fad6778c2a62aa8495c4a2e80a02477d2d9fa772bb8,application/vnd.docker.image.rootfs.diff.tar.gzip,2
906,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim,3738644,sha256:38548fb755886e13235aa172750ee9e4d4ea5cc7a74b2c1ed4d8b3f9eb76676b,application/vnd.docker.image.rootfs.diff.tar.gzip,2
907,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,72820450,sha256:9088cdb84e397c480d4c5f1675d1aa6928c3e8b5b30c57b68a756d5d1fda4d80,application/vnd.docker.image.rootfs.diff.tar.gzip,2
908,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,390870921,sha256:6adc7d01f44d91c076bf0bde1d310f11f1d512e31a37c43e0085cfb22782e676,application/vnd.docker.image.rootfs.diff.tar.gzip,2
909,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,139305989,sha256:69f1b813e2a4c8a57956c74ca687cbdc8a1f1c4c89d097378fff1c71ef4213f1,application/vnd.docker.image.rootfs.diff.tar.gzip,2
910,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,1946,sha256:4e48dfc561cb3c688202fa9dc5ef68e4cd084445c51b5932cfa4f8b614615174,application/vnd.docker.image.rootfs.diff.tar.gzip,2
911,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,1450233,sha256:14a0857cd39a9dbbc997eeefead95ef8f498c15e197c1c54a16ac8710141bcca,application/vnd.docker.image.rootfs.diff.tar.gzip,2
912,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,32,sha256:4f4fb700ef54461cfa02571ae0db9a0dc1e0cdb5577484a6d75e68dc38e8acc1,application/vnd.docker.image.rootfs.diff.tar.gzip,2
913,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,59803440,sha256:373ed996d10a0dfcecc72eb489664fc53f25ebf30450b0a991c27883f224825e,application/vnd.docker.image.rootfs.diff.tar.gzip,2
914,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,2493929,sha256:52d9186ac0fb3953ff674ca14341c930a2a1cee26e2d4c355a2b92718af628fe,application/vnd.docker.image.rootfs.diff.tar.gzip,2
915,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,1338,sha256:cf991d11d14a4272d96243cc3d2e3a17ef01249fbd968a60c1c178e9a2fe87a1,application/vnd.docker.image.rootfs.diff.tar.gzip,2
916,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,90025111,sha256:20938b62cfd8658b13038fd4f53a1b4e8b84c06011ab9158e618370b0d34c748,application/vnd.docker.image.rootfs.diff.tar.gzip,2
917,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,121812911,sha256:2e670136be4e54287ed8c088bf243a758a2a3fce0f1f689ba5d882dbb0cf0c2b,application/vnd.docker.image.rootfs.diff.tar.gzip,2
918,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,112,sha256:2d371ae9723e7880408279a75edb402d706928d396e485d222d137e69d0028d2,application/vnd.docker.image.rootfs.diff.tar.gzip,2
919,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,2260874,sha256:4bf7c174ae0ef145d6311f01b1c54e87e3bde7288f9a02547ce28fd1d2d3c877,application/vnd.docker.image.rootfs.diff.tar.gzip,2
920,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,1595370,sha256:583588639be7b862be88c3e92ce65f3ce1a82e4ca7ddbc4cf2012b6befbe915f,application/vnd.docker.image.rootfs.diff.tar.gzip,2
921,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,1445416,sha256:dac0b0b95bd1965b7e3cedc64ae778fdf12d58d5738f95e2ac4630175060596f,application/vnd.docker.image.rootfs.diff.tar.gzip,2
922,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,62829934,sha256:bae4586fd5dfb014114ba0be7f102b23a2df56b16e76fa88b098c02b73013b65,application/vnd.docker.image.rootfs.diff.tar.gzip,2
923,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,36438315,sha256:fdb78c9f660ce8f0709a48abdaa40d9e1e4596229a066bd4a89ac4f33a3c76fd,application/vnd.docker.image.rootfs.diff.tar.gzip,2
924,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,30139756,sha256:8536604266ad4907fa9825402ca91023ead973a1e3885ae4c873df780368a910,application/vnd.docker.image.rootfs.diff.tar.gzip,2
925,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,126,sha256:02e3f5be9cd9513fe6d6ae32229b34f4906ef885a90bf3962e9047d515f0d85a,application/vnd.docker.image.rootfs.diff.tar.gzip,2
926,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,517,sha256:f3bca5327417aaccf91b2e542eb53bca5f4a0f1a1eaadb9b3f02351a3e5c0e26,application/vnd.docker.image.rootfs.diff.tar.gzip,2
927,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,165061012,sha256:7014daa9ca9f19cc88c9be39317f424fd730b1f8d66dc58c2181af7d2305d7a6,application/vnd.docker.image.rootfs.diff.tar.gzip,2
928,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:rocky8-cpu-int64-zen3,453,sha256:b545290eeca7d830a14968284d734db78aeb9e9cc3981913149fb4c6e066ed85,application/vnd.docker.image.rootfs.diff.tar.gzip,2
929,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-cpu-int64-zen3,30439866,sha256:9b857f539cb142c9aa2201a17bb8e1cd5cf12edd4a65adf5732fe9f4343964cf,application/vnd.docker.image.rootfs.diff.tar.gzip,2
930,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-cpu-int64-zen3,32,sha256:4f4fb700ef54461cfa02571ae0db9a0dc1e0cdb5577484a6d75e68dc38e8acc1,application/vnd.docker.image.rootfs.diff.tar.gzip,2
931,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-cpu-int64-zen3,66239721,sha256:e1e8e91c744e78d7958343cf1e83e716e1bc5c495e78a0f80d33686178af1e2a,application/vnd.docker.image.rootfs.diff.tar.gzip,2
932,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-cpu-int64-zen3,928960,sha256:01875250da3141c076723b068bb36ab3793be2eeb7a83cd94c242596d0353c10,application/vnd.docker.image.rootfs.diff.tar.gzip,2
933,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-cpu-int64-zen3,32,sha256:4f4fb700ef54461cfa02571ae0db9a0dc1e0cdb5577484a6d75e68dc38e8acc1,application/vnd.docker.image.rootfs.diff.tar.gzip,2
934,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-cpu-int64-zen3,3318815442,sha256:e0e151e5a172a26b319dce04c747980b756be804ce2bcc2fdfb3f4722eaa0f5b,application/vnd.docker.image.rootfs.diff.tar.gzip,2
935,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-cpu-int64-zen3,83168618,sha256:c739f5ecce7d1475742b5ac6ee824d8ae3e0147d516b18eb8a7ce25f134bdcb1,application/vnd.docker.image.rootfs.diff.tar.gzip,2
936,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-cpu-int64-zen3,126,sha256:d6536e034b03a6c58cf49f22ec1d23a9eda42c3679423b30ca1becac1208a9ba,application/vnd.docker.image.rootfs.diff.tar.gzip,2
937,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-cpu-int64-zen3,530,sha256:659b6a280dded98d3173d862b19b526f76f0a8db2c9317377d9c1a4aad90bb38,application/vnd.docker.image.rootfs.diff.tar.gzip,2
938,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-cpu-int64-zen3,174747679,sha256:dfbe14ceb119869c54195e8b47174c2329136fd153e584f9b59a3acc606ab986,application/vnd.docker.image.rootfs.diff.tar.gzip,2
939,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-cpu-int64-zen3,559,sha256:2c5334c3b9703dcd902cd9b4fba307992cb6278003fb5aad9f419bc10a026e69,application/vnd.docker.image.rootfs.diff.tar.gzip,2
940,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,30440714,sha256:762bedf4b1b784c3de6c5022c5307d63123d3b7cdd59211317e37e9d477deaa0,application/vnd.docker.image.rootfs.diff.tar.gzip,2
941,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,32,sha256:4f4fb700ef54461cfa02571ae0db9a0dc1e0cdb5577484a6d75e68dc38e8acc1,application/vnd.docker.image.rootfs.diff.tar.gzip,2
942,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,173590618,sha256:0c82df6d1f79fd2a10e547b4743d34d8fe925da0c56cb02ff99d0f7f433a7a83,application/vnd.docker.image.rootfs.diff.tar.gzip,2
943,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,3738644,sha256:c29d3e293af8f3f8b4cc40c02a5a1def441d4e57c32011dadae3f68abd0895fe,application/vnd.docker.image.rootfs.diff.tar.gzip,2
944,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,929271,sha256:8371d6198ea744515f8de97915a676d1eefb5cf25e2488dc1d0393d0d0bec404,application/vnd.docker.image.rootfs.diff.tar.gzip,2
945,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,32,sha256:4f4fb700ef54461cfa02571ae0db9a0dc1e0cdb5577484a6d75e68dc38e8acc1,application/vnd.docker.image.rootfs.diff.tar.gzip,2
946,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,665996683,sha256:0f20533e54b1be08362bfd24942e75a478531e677eea2bdbcf554c62d4c37878,application/vnd.docker.image.rootfs.diff.tar.gzip,2
947,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,903261,sha256:9e0ca29158fc4d9c5feaa419bf507da4bab0bf0fb83f322a39e650d56cdec366,application/vnd.docker.image.rootfs.diff.tar.gzip,2
948,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,355718172,sha256:f84f8572b3028800a9dcb07a1c485fea5c1510908c5a7cbd39b746bb778eaddb,application/vnd.docker.image.rootfs.diff.tar.gzip,2
949,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,7851004,sha256:882c80a33221d58650ab891ee3c9b4da02757bcc7e8ab283aecde253e7ab994b,application/vnd.docker.image.rootfs.diff.tar.gzip,2
950,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,1633540951,sha256:d97d254d0c263b114090d51ddc79a2c0a8decc457d4dd0ddc140ec81190fcc57,application/vnd.docker.image.rootfs.diff.tar.gzip,2
951,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,5834254169,sha256:10df1b25010b2f1f44e04da847a639318a6faae31de8b616faa3a19c75928079,application/vnd.docker.image.rootfs.diff.tar.gzip,2
952,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,422360577,sha256:9842b67904a7273af01b2cf8d49c84034a0eb646c387c5890508087ffeea9884,application/vnd.docker.image.rootfs.diff.tar.gzip,2
953,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,156169947,sha256:87b9c47a7a66776b35493813eb82b7abfeb96127516361a0dfbeee4b78914cdb,application/vnd.docker.image.rootfs.diff.tar.gzip,2
954,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,663,sha256:96b854cb7c537b4e5aa9e99b21722c9491825227a16c79b4b8c8cb0958e3ee11,application/vnd.docker.image.rootfs.diff.tar.gzip,2
955,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,923413546,sha256:ca3d30fdb055408db6004be0ff5ce7e6290261eec27da7b095e22a8a677f640e,application/vnd.docker.image.rootfs.diff.tar.gzip,2
956,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,11263,sha256:9bf65a1ea2395142a539fba6f747e8f55cf232b416645718844bdb88a67d78a3,application/vnd.docker.image.rootfs.diff.tar.gzip,2
957,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,27533,sha256:28158df7747a2c93ca65b385ebee1a83e2e00b717586c7a20a31f544c301b7f4,application/vnd.docker.image.rootfs.diff.tar.gzip,2
958,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,1732330,sha256:107f4d9200fd260764ce46e8cccb32193251278ef6943e4701156029349e3f44,application/vnd.docker.image.rootfs.diff.tar.gzip,2
959,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,501775809,sha256:967734bea5a4bbab2af90918c20a45fabf8aea7deb306f56f80e9cf729c74427,application/vnd.docker.image.rootfs.diff.tar.gzip,2
960,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,112,sha256:cb751dacdb2c2f1f2f590c8bfb2d9f09a7392eb88ead1ca51e62de8ffc15a695,application/vnd.docker.image.rootfs.diff.tar.gzip,2
961,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,1930914,sha256:4069cab638b215104818ec47428f35976426a291c7d6ee39fb5bbbb8fae00f72,application/vnd.docker.image.rootfs.diff.tar.gzip,2
962,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,1317,sha256:105ad63b0664f871d5d970e37975f34af46638472a60ffc52bd35c458df3d89d,application/vnd.docker.image.rootfs.diff.tar.gzip,2
963,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,7803418,sha256:a00060a57838f6894f011e1983831f3ea08c11b435c69d5499b3e97327a97129,application/vnd.docker.image.rootfs.diff.tar.gzip,2
964,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,32,sha256:4f4fb700ef54461cfa02571ae0db9a0dc1e0cdb5577484a6d75e68dc38e8acc1,application/vnd.docker.image.rootfs.diff.tar.gzip,2
965,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,339125,sha256:e14710e69fc9970c6f937bc2ea90b290f1e0bda23b7540938660f513b780b18c,application/vnd.docker.image.rootfs.diff.tar.gzip,2
966,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,33510365,sha256:6ecc535ec0dfa68a5a18e0dd53cb4577ee629a279eb10904f55aeb49b41279ce,application/vnd.docker.image.rootfs.diff.tar.gzip,2
967,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,21924921,sha256:17d459d7ed59212ccdbc5c50d5582accdf67c4a0bee3a09e331658ba3266f2d2,application/vnd.docker.image.rootfs.diff.tar.gzip,2
968,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,25995643,sha256:79edb0cce2868c167ab6567bda4a954dc1f1f87a09dd839df6838de940cde07f,application/vnd.docker.image.rootfs.diff.tar.gzip,2
969,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,121380,sha256:d3409c4b81f56b759730d94ee5f62046d55b5e66191e14324f9d5e4d70691917,application/vnd.docker.image.rootfs.diff.tar.gzip,2
970,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,32,sha256:4f4fb700ef54461cfa02571ae0db9a0dc1e0cdb5577484a6d75e68dc38e8acc1,application/vnd.docker.image.rootfs.diff.tar.gzip,2
971,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,125,sha256:49c662f215c6bfdf17624346e56a74e6c66e2f4ab973b63f1074f026922b0ccf,application/vnd.docker.image.rootfs.diff.tar.gzip,2
972,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,579,sha256:75e7c234a63f715eb27f38f7dbeba7885d84cc5b65812a2da2f3afb7b2a2cbe5,application/vnd.docker.image.rootfs.diff.tar.gzip,2
973,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,27996405,sha256:c8b883f50f0f84654cce223f6c9201e9cbc9bc65da99dc08b891ce9534e3a0dc,application/vnd.docker.image.rootfs.diff.tar.gzip,2
974,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:azure-hpc-gpu-ubuntu2204,166002315,sha256:9fe46d23db817b4e9687319c9d5328046faef413a057492be0946a6464b390ae,application/vnd.docker.image.rootfs.diff.tar.gzip,2
975,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim-cpu-int64-zen3,30440714,sha256:762bedf4b1b784c3de6c5022c5307d63123d3b7cdd59211317e37e9d477deaa0,application/vnd.docker.image.rootfs.diff.tar.gzip,2
976,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim-cpu-int64-zen3,450724826,sha256:a2489aac7b1c4be1ef9b29c7674d745abb0cab22231ecead69c37c731cec78c6,application/vnd.docker.image.rootfs.diff.tar.gzip,2
977,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim-cpu-int64-zen3,274813785,sha256:ea10e22e86d3752a54bbfac68d68bb8c4582037e9a7f8ab765a308abcaee19d4,application/vnd.docker.image.rootfs.diff.tar.gzip,2
978,ghcr.io/converged-computing/metric-amg2023,ghcr.io/converged-computing/metric-amg2023:spack-slim-cpu-int64-zen3,1612003,sha256:e4d0d0c9e577e7d93888335d76d0fda8f21107d6f6f5678fd9dc8d4a99d14d95,application/vnd.docker.image.rootfs.diff.tar.gzip,2
