Start time: 1725096047
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-127 queue1-dy-hpc6a48xlarge-7
# OSU MPI Latency Test v5.8
# Size          Latency (us)
256                    16.52
512                    16.56
1024                   16.74
2048                   17.04
4096                   17.94
8192                   20.01
16384                  20.99
32768                  22.43
65536                  25.55
131072                 68.29
262144                 80.80
524288                140.52
1048576               260.52
2097152               498.86
4194304               943.17
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.88
2                       1.77
4                       3.56
8                       7.08
16                     13.74
32                     28.03
64                     55.82
128                   112.05
256                   223.98
512                   447.49
1024                  881.13
2048                 1732.21
4096                 3219.58
8192                 5821.39
16384                7791.08
32768                9664.42
65536               10848.82
131072              10240.81
262144              10802.92
524288              11428.53
1048576             11812.70
2097152             12016.96
4194304             12014.98
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-35 queue1-dy-hpc6a48xlarge-115
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      16.75
1                      16.70
2                      16.82
4                      16.68
8                      17.12
16                     17.12
32                     17.11
64                     17.21
128                    17.30
256                    17.27
512                    17.35
1024                   17.55
2048                   17.93
4096                   18.89
8192                   21.07
16384                  21.91
32768                  23.82
65536                  26.46
131072                 70.74
262144                 83.24
524288                144.93
1048576               268.37
2097152               514.77
4194304               971.90
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.87
2                       1.74
4                       3.52
8                       7.01
16                     14.09
32                     28.21
64                     56.56
128                   113.20
256                   220.01
512                   442.43
1024                  876.92
2048                 1682.27
4096                 3263.34
8192                 5756.06
16384                7611.15
32768                9551.59
65536               10811.31
131072              10183.32
262144              10764.67
524288              11396.34
1048576             11780.37
2097152             11991.27
4194304             12068.04
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-35 queue1-dy-hpc6a48xlarge-122
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      16.13
1                      16.12
2                      16.28
4                      16.10
8                      16.55
16                     16.55
32                     16.55
64                     16.63
128                    16.71
256                    16.70
512                    16.77
1024                   16.93
2048                   17.23
4096                   18.14
8192                   20.22
16384                  21.03
32768                  22.49
65536                  25.77
131072                 69.50
262144                 80.83
524288                141.24
1048576               261.62
2097152               502.45
4194304               949.21
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.87
2                       1.77
4                       3.51
8                       6.98
16                     14.18
32                     28.49
64                     56.56
128                   112.05
256                   227.25
512                   450.66
1024                  885.63
2048                 1717.15
4096                 3319.46
8192                 5852.37
16384                7761.91
32768                9559.93
65536               10743.00
131072              10219.88
262144              11183.32
524288              11516.99
1048576             11904.78
2097152             12035.68
4194304             12047.72
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-35 queue1-dy-hpc6a48xlarge-75
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      16.73
1                      16.75
2                      16.91
4                      16.75
8                      17.15
16                     17.15
32                     17.17
64                     17.26
128                    17.31
256                    17.32
512                    17.42
1024                   17.62
2048                   17.98
4096                   18.93
8192                   21.12
16384                  22.54
32768                  23.62
65536                  26.68
131072                 69.96
262144                 83.34
524288                145.32
1048576               268.53
2097152               513.69
4194304               971.29
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.86
2                       1.74
4                       3.52
8                       7.01
16                     13.83
32                     27.66
64                     55.29
128                   110.76
256                   223.41
512                   443.37
1024                  874.89
2048                 1715.02
4096                 3209.53
8192                 5705.42
16384                7634.34
32768                9486.41
65536               10689.42
131072              10452.11
262144              10909.76
524288              11429.63
1048576             11843.69
2097152             12006.16
4194304             12017.46
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-35 queue1-dy-hpc6a48xlarge-15
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      13.56
1                      13.56
2                      13.70
4                      13.57
8                      13.99
16                     14.01
32                     14.02
64                     14.10
128                    14.11
256                    14.17
512                    14.26
1024                   14.42
2048                   14.74
4096                   15.41
8192                   17.03
16384                  17.91
32768                  19.27
65536                  22.18
131072                 59.43
262144                 72.05
524288                126.34
1048576               235.39
2097152               450.59
4194304               859.47
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.93
2                       1.84
4                       3.74
8                       7.49
16                     14.93
32                     29.67
64                     58.92
128                   119.45
256                   241.37
512                   468.16
1024                  922.07
2048                 1824.74
4096                 3429.80
8192                 6160.90
16384                8085.54
32768                9798.86
65536               10954.59
131072              10280.43
262144              11048.31
524288              11627.48
1048576             11900.44
2097152             12065.20
4194304             12066.55
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-3 queue1-dy-hpc6a48xlarge-115
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.62
1                      15.63
2                      15.76
4                      15.63
8                      16.05
16                     16.04
32                     16.07
64                     16.16
128                    16.19
256                    16.22
512                    16.31
1024                   16.48
2048                   16.81
4096                   17.77
8192                   19.97
16384                  20.91
32768                  22.63
65536                  25.59
131072                 67.89
262144                 81.06
524288                141.04
1048576               261.14
2097152               500.86
4194304               949.22
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.88
2                       1.76
4                       3.43
8                       6.94
16                     13.94
32                     27.83
64                     56.03
128                   112.31
256                   225.11
512                   446.93
1024                  868.85
2048                 1709.93
4096                 3199.57
8192                 5771.88
16384                7710.17
32768                9281.65
65536               10802.32
131072              10339.50
262144              10849.57
524288              11446.68
1048576             11857.18
2097152             12047.45
4194304             12040.76
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-3 queue1-dy-hpc6a48xlarge-122
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.62
1                      15.60
2                      15.76
4                      15.58
8                      16.02
16                     16.03
32                     16.04
64                     16.11
128                    16.17
256                    16.17
512                    16.21
1024                   16.35
2048                   16.57
4096                   17.44
8192                   19.37
16384                  20.23
32768                  22.17
65536                  25.21
131072                 66.87
262144                 79.66
524288                138.78
1048576               257.95
2097152               493.40
4194304               935.50
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.90
2                       1.78
4                       3.63
8                       7.00
16                     14.10
32                     28.17
64                     56.63
128                   114.02
256                   225.12
512                   453.18
1024                  891.93
2048                 1755.01
4096                 3287.04
8192                 5869.53
16384                7714.22
32768                9269.24
65536               10741.08
131072              10131.80
262144              10620.29
524288              11289.57
1048576             11769.65
2097152             11980.94
4194304             12035.52
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-3 queue1-dy-hpc6a48xlarge-75
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      16.19
1                      16.20
2                      16.38
4                      16.16
8                      16.60
16                     16.60
32                     16.61
64                     16.68
128                    16.73
256                    16.72
512                    16.80
1024                   16.95
2048                   17.26
4096                   18.20
8192                   20.30
16384                  21.13
32768                  22.75
65536                  25.90
131072                 68.94
262144                 81.35
524288                141.66
1048576               262.65
2097152               503.78
4194304               953.98
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.84
2                       1.74
4                       3.45
8                       6.96
16                     14.03
32                     27.27
64                     55.25
128                   109.42
256                   220.02
512                   435.31
1024                  874.85
2048                 1714.06
4096                 3233.36
8192                 5545.34
16384                7652.29
32768                9389.32
65536               10793.95
131072              10244.34
262144              10827.72
524288              11389.88
1048576             11799.14
2097152             12009.47
4194304             12006.58
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-3 queue1-dy-hpc6a48xlarge-15
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.50
1                      15.49
2                      15.58
4                      15.47
8                      15.91
16                     15.92
32                     15.92
64                     16.01
128                    16.03
256                    16.30
512                    16.19
1024                   16.36
2048                   16.69
4096                   17.63
8192                   19.92
16384                  20.84
32768                  22.53
65536                  25.60
131072                 67.68
262144                 81.21
524288                140.27
1048576               260.84
2097152               500.78
4194304               948.29
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.87
2                       1.76
4                       3.56
8                       7.00
16                     14.06
32                     28.60
64                     56.56
128                   113.21
256                   225.55
512                   441.07
1024                  886.87
2048                 1740.22
4096                 3278.55
8192                 5849.62
16384                7699.60
32768                9632.55
65536               10820.02
131072               5383.70
262144              10913.32
524288              11434.95
1048576             11827.59
2097152             12029.49
4194304             12041.92
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-115 queue1-dy-hpc6a48xlarge-122
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.87
1                      15.88
2                      15.99
4                      15.85
8                      16.28
16                     16.30
32                     16.31
64                     16.39
128                    16.47
256                    16.47
512                    16.56
1024                   16.78
2048                   17.15
4096                   18.08
8192                   20.31
16384                  21.16
32768                  22.74
65536                  25.92
131072                 68.49
262144                 81.82
524288                142.08
1048576               263.13
2097152               506.30
4194304               956.84
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.88
2                       1.71
4                       3.58
8                       7.02
16                     13.98
32                     28.04
64                     56.36
128                   112.77
256                   225.76
512                   447.49
1024                  887.01
2048                 1719.59
4096                 3242.49
8192                 5680.65
16384                7650.15
32768                9532.82
65536               10546.59
131072              10456.87
262144              10989.44
524288              11427.41
1048576             11843.83
2097152             12022.26
4194304             12064.75
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-115 queue1-dy-hpc6a48xlarge-75
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      13.51
1                      13.53
2                      13.74
4                      13.54
8                      13.97
16                     13.97
32                     13.98
64                     14.05
128                    14.08
256                    14.15
512                    14.23
1024                   14.40
2048                   14.67
4096                   15.34
8192                   16.97
16384                  17.70
32768                  19.29
65536                  22.10
131072                 58.70
262144                 71.61
524288                125.36
1048576               234.67
2097152               450.65
4194304               853.24
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.91
2                       1.83
4                       3.65
8                       7.34
16                     14.78
32                     29.78
64                     59.56
128                   116.74
256                   234.36
512                   467.38
1024                  926.10
2048                 1830.24
4096                 3465.31
8192                 6179.02
16384                7914.13
32768                9872.68
65536               10937.01
131072              10292.33
262144              10858.38
524288              11412.71
1048576             11768.24
2097152             12013.47
4194304             12007.12
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-115 queue1-dy-hpc6a48xlarge-15
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      16.24
1                      16.22
2                      16.32
4                      16.23
8                      16.67
16                     16.67
32                     16.69
64                     16.79
128                    16.86
256                    16.85
512                    16.96
1024                   17.19
2048                   17.60
4096                   18.60
8192                   21.00
16384                  21.90
32768                  23.44
65536                  26.71
131072                 71.53
262144                 83.63
524288                145.74
1048576               270.06
2097152               518.57
4194304               979.53
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.87
2                       1.73
4                       3.47
8                       6.95
16                     13.89
32                     27.62
64                     55.52
128                   110.62
256                   222.53
512                   442.99
1024                  852.35
2048                 1715.00
4096                 3225.99
8192                 5780.34
16384                7239.90
32768                9596.19
65536               10812.45
131072              10139.58
262144              10594.85
524288              11007.18
1048576             11479.59
2097152             11973.25
4194304             12024.60
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-122 queue1-dy-hpc6a48xlarge-75
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.98
1                      16.00
2                      16.15
4                      16.01
8                      16.44
16                     16.43
32                     16.44
64                     16.53
128                    16.62
256                    16.62
512                    16.68
1024                   16.90
2048                   17.19
4096                   18.18
8192                   20.45
16384                  21.36
32768                  22.95
65536                  26.08
131072                 69.69
262144                 81.92
524288                142.80
1048576               264.79
2097152               507.60
4194304               957.71
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.87
2                       1.71
4                       3.44
8                       6.91
16                     13.90
32                     27.66
64                     55.63
128                   111.26
256                   221.17
512                   434.22
1024                  866.16
2048                 1699.67
4096                 3235.82
8192                 5659.76
16384                7723.42
32768                9515.42
65536               10549.78
131072              10156.55
262144              10858.27
524288              11434.82
1048576             11696.09
2097152             11971.44
4194304             12018.60
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-122 queue1-dy-hpc6a48xlarge-15
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.77
1                      15.73
2                      15.88
4                      16.35
8                      16.20
16                     16.19
32                     16.19
64                     16.31
128                    16.37
256                    16.36
512                    16.44
1024                   16.70
2048                   16.97
4096                   17.92
8192                   20.21
16384                  21.06
32768                  22.83
65536                  25.64
131072                 68.44
262144                 81.16
524288                141.31
1048576               261.90
2097152               502.66
4194304               951.53
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.88
2                       1.76
4                       3.57
8                       7.10
16                     14.00
32                     28.14
64                     56.36
128                   113.62
256                   218.05
512                   449.42
1024                  884.79
2048                 1746.56
4096                 3223.27
8192                 5750.24
16384                7705.12
32768                9425.65
65536               10575.99
131072              10270.70
262144              10810.54
524288              11333.95
1048576             11843.12
2097152             12013.21
4194304             12037.82
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-75 queue1-dy-hpc6a48xlarge-15
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      16.34
1                      16.32
2                      16.50
4                      16.36
8                      16.78
16                     16.79
32                     16.80
64                     16.91
128                    16.97
256                    16.98
512                    17.09
1024                   17.33
2048                   17.70
4096                   18.71
8192                   21.15
16384                  21.95
32768                  23.49
65536                  26.95
131072                 70.37
262144                 83.52
524288                145.04
1048576               268.67
2097152               515.44
4194304               973.93
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.86
2                       1.70
4                       3.48
8                       6.82
16                     13.81
32                     27.58
64                     54.76
128                   108.43
256                   218.01
512                   436.77
1024                  864.43
2048                 1683.77
4096                 3196.11
8192                 5674.68
16384                7555.12
32768                9434.26
65536               10730.06
131072              10218.97
262144              10761.65
524288              11462.09
1048576             11817.35
2097152             11990.59
4194304             12026.34
Allreduce iteration 0

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     530.32
8                     460.33
16                    396.51
32                    334.01
64                    592.91
128                   314.17
256                   352.11
512                   415.26
1024                  408.42
2048                  629.50
4096                  744.20
8192                 1020.07
16384                1488.15
32768                1304.11
65536                1388.50
131072               1461.56
262144               4215.37
524288               4217.56
1048576              7775.66
End time: 1725096472
