,experiment,cloud,env,env_type,nodes,application,metric,value
147,google/gke/gpu,google,gke,gpu,8,mt-gemm,final_sum,16384.01
148,google/gke/gpu,google,gke,gpu,8,mt-gemm,memory_for_matrices_mb,6144.0
149,google/gke/gpu,google,gke,gpu,8,mt-gemm,multiply_time_seconds,112.690922
150,google/gke/gpu,google,gke,gpu,8,mt-gemm,gflops_per_second_rate,499597.91164
151,google/gke/gpu,google,gke,gpu,8,mt-gemm,seconds,127.51269817352295
152,google/gke/gpu,google,gke,gpu,8,mt-gemm,matrix_size_input,16384.0
153,google/gke/gpu,google,gke,gpu,8,mt-gemm,alpha,1.0
154,google/gke/gpu,google,gke,gpu,8,mt-gemm,beta,1.0
155,google/gke/gpu,google,gke,gpu,8,mt-gemm,final_sum,16384.01
156,google/gke/gpu,google,gke,gpu,8,mt-gemm,memory_for_matrices_mb,6144.0
157,google/gke/gpu,google,gke,gpu,8,mt-gemm,multiply_time_seconds,112.706698
158,google/gke/gpu,google,gke,gpu,8,mt-gemm,gflops_per_second_rate,499527.981313
159,google/gke/gpu,google,gke,gpu,16,mt-gemm,seconds,127.23193359375
160,google/gke/gpu,google,gke,gpu,16,mt-gemm,matrix_size_input,16384.0
161,google/gke/gpu,google,gke,gpu,16,mt-gemm,alpha,1.0
162,google/gke/gpu,google,gke,gpu,16,mt-gemm,beta,1.0
163,google/gke/gpu,google,gke,gpu,16,mt-gemm,final_sum,16384.01
164,google/gke/gpu,google,gke,gpu,16,mt-gemm,memory_for_matrices_mb,6144.0
165,google/gke/gpu,google,gke,gpu,16,mt-gemm,multiply_time_seconds,112.792167
166,google/gke/gpu,google,gke,gpu,16,mt-gemm,gflops_per_second_rate,998298.92139
167,google/gke/gpu,google,gke,gpu,16,mt-gemm,seconds,127.47157645225525
168,google/gke/gpu,google,gke,gpu,16,mt-gemm,matrix_size_input,16384.0
169,google/gke/gpu,google,gke,gpu,16,mt-gemm,alpha,1.0
170,google/gke/gpu,google,gke,gpu,16,mt-gemm,beta,1.0
171,google/gke/gpu,google,gke,gpu,16,mt-gemm,final_sum,16384.01
172,google/gke/gpu,google,gke,gpu,16,mt-gemm,memory_for_matrices_mb,6144.0
173,google/gke/gpu,google,gke,gpu,16,mt-gemm,multiply_time_seconds,112.781618
174,google/gke/gpu,google,gke,gpu,16,mt-gemm,gflops_per_second_rate,998392.297632
175,google/gke/gpu,google,gke,gpu,16,mt-gemm,seconds,126.90239763259888
176,google/gke/gpu,google,gke,gpu,16,mt-gemm,matrix_size_input,16384.0
177,google/gke/gpu,google,gke,gpu,16,mt-gemm,alpha,1.0
178,google/gke/gpu,google,gke,gpu,16,mt-gemm,beta,1.0
179,google/gke/gpu,google,gke,gpu,16,mt-gemm,final_sum,16384.01
180,google/gke/gpu,google,gke,gpu,16,mt-gemm,memory_for_matrices_mb,6144.0
181,google/gke/gpu,google,gke,gpu,16,mt-gemm,multiply_time_seconds,112.831558
182,google/gke/gpu,google,gke,gpu,16,mt-gemm,gflops_per_second_rate,997950.399468
183,google/gke/gpu,google,gke,gpu,16,mt-gemm,seconds,127.44299578666687
184,google/gke/gpu,google,gke,gpu,16,mt-gemm,matrix_size_input,16384.0
185,google/gke/gpu,google,gke,gpu,16,mt-gemm,alpha,1.0
186,google/gke/gpu,google,gke,gpu,16,mt-gemm,beta,1.0
187,google/gke/gpu,google,gke,gpu,16,mt-gemm,final_sum,16384.01
188,google/gke/gpu,google,gke,gpu,16,mt-gemm,memory_for_matrices_mb,6144.0
189,google/gke/gpu,google,gke,gpu,16,mt-gemm,multiply_time_seconds,112.801432
190,google/gke/gpu,google,gke,gpu,16,mt-gemm,gflops_per_second_rate,998216.926105
191,google/gke/gpu,google,gke,gpu,16,mt-gemm,seconds,127.56436729431152
192,google/gke/gpu,google,gke,gpu,16,mt-gemm,matrix_size_input,16384.0
193,google/gke/gpu,google,gke,gpu,16,mt-gemm,alpha,1.0
194,google/gke/gpu,google,gke,gpu,16,mt-gemm,beta,1.0
195,google/gke/gpu,google,gke,gpu,16,mt-gemm,final_sum,16384.01
196,google/gke/gpu,google,gke,gpu,16,mt-gemm,memory_for_matrices_mb,6144.0
197,google/gke/gpu,google,gke,gpu,16,mt-gemm,multiply_time_seconds,112.892926
198,google/gke/gpu,google,gke,gpu,16,mt-gemm,gflops_per_second_rate,997407.921095
199,google/gke/gpu,google,gke,gpu,4,mt-gemm,seconds,126.06755447387695
200,google/gke/gpu,google,gke,gpu,4,mt-gemm,matrix_size_input,16384.0
201,google/gke/gpu,google,gke,gpu,4,mt-gemm,alpha,1.0
202,google/gke/gpu,google,gke,gpu,4,mt-gemm,beta,1.0
203,google/gke/gpu,google,gke,gpu,4,mt-gemm,final_sum,16384.01
204,google/gke/gpu,google,gke,gpu,4,mt-gemm,memory_for_matrices_mb,6144.0
205,google/gke/gpu,google,gke,gpu,4,mt-gemm,multiply_time_seconds,112.634445
206,google/gke/gpu,google,gke,gpu,4,mt-gemm,gflops_per_second_rate,249924.209805
207,google/gke/gpu,google,gke,gpu,4,mt-gemm,seconds,126.0912401676178
208,google/gke/gpu,google,gke,gpu,4,mt-gemm,matrix_size_input,16384.0
209,google/gke/gpu,google,gke,gpu,4,mt-gemm,alpha,1.0
210,google/gke/gpu,google,gke,gpu,4,mt-gemm,beta,1.0
211,google/gke/gpu,google,gke,gpu,4,mt-gemm,final_sum,16384.01
212,google/gke/gpu,google,gke,gpu,4,mt-gemm,memory_for_matrices_mb,6144.0
213,google/gke/gpu,google,gke,gpu,4,mt-gemm,multiply_time_seconds,112.599853
214,google/gke/gpu,google,gke,gpu,4,mt-gemm,gflops_per_second_rate,250000.989271
215,google/gke/gpu,google,gke,gpu,4,mt-gemm,seconds,126.027987241745
216,google/gke/gpu,google,gke,gpu,4,mt-gemm,matrix_size_input,16384.0
217,google/gke/gpu,google,gke,gpu,4,mt-gemm,alpha,1.0
218,google/gke/gpu,google,gke,gpu,4,mt-gemm,beta,1.0
219,google/gke/gpu,google,gke,gpu,4,mt-gemm,final_sum,16384.01
220,google/gke/gpu,google,gke,gpu,4,mt-gemm,memory_for_matrices_mb,6144.0
221,google/gke/gpu,google,gke,gpu,4,mt-gemm,multiply_time_seconds,112.567544
222,google/gke/gpu,google,gke,gpu,4,mt-gemm,gflops_per_second_rate,250072.744375
223,google/gke/gpu,google,gke,gpu,4,mt-gemm,seconds,126.1315381526947
224,google/gke/gpu,google,gke,gpu,4,mt-gemm,matrix_size_input,16384.0
225,google/gke/gpu,google,gke,gpu,4,mt-gemm,alpha,1.0
226,google/gke/gpu,google,gke,gpu,4,mt-gemm,beta,1.0
227,google/gke/gpu,google,gke,gpu,4,mt-gemm,final_sum,16384.01
228,google/gke/gpu,google,gke,gpu,4,mt-gemm,memory_for_matrices_mb,6144.0
229,google/gke/gpu,google,gke,gpu,4,mt-gemm,multiply_time_seconds,112.607422
230,google/gke/gpu,google,gke,gpu,4,mt-gemm,gflops_per_second_rate,249984.185613
231,google/gke/gpu,google,gke,gpu,4,mt-gemm,seconds,126.16198945045471
232,google/gke/gpu,google,gke,gpu,4,mt-gemm,matrix_size_input,16384.0
233,google/gke/gpu,google,gke,gpu,4,mt-gemm,alpha,1.0
234,google/gke/gpu,google,gke,gpu,4,mt-gemm,beta,1.0
235,google/gke/gpu,google,gke,gpu,4,mt-gemm,final_sum,16384.01
236,google/gke/gpu,google,gke,gpu,4,mt-gemm,memory_for_matrices_mb,6144.0
237,google/gke/gpu,google,gke,gpu,4,mt-gemm,multiply_time_seconds,112.644118
238,google/gke/gpu,google,gke,gpu,4,mt-gemm,gflops_per_second_rate,249902.747996
239,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,seconds,10.816767454147339
240,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,performance_gflops_per_second,493.04
241,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,time_msecs,4.056
242,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,size_ops,2000000000.0
243,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,seconds,11.586979627609253
244,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,performance_gflops_per_second,494.22
245,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,time_msecs,4.047
246,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,size_ops,2000000000.0
247,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,seconds,10.961472034454346
248,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,performance_gflops_per_second,478.72
249,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,time_msecs,4.178
250,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,size_ops,2000000000.0
251,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,seconds,10.847674131393433
252,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,performance_gflops_per_second,476.09
253,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,time_msecs,4.201
254,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,size_ops,2000000000.0
255,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,seconds,10.786720037460327
256,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,performance_gflops_per_second,473.33
257,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,time_msecs,4.225
258,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,size_ops,2000000000.0
259,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,seconds,10.910025596618652
260,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,performance_gflops_per_second,487.59
261,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,time_msecs,4.102
262,google/compute-engine/cpu,google,compute-engine,cpu,64,mt-gemm,size_ops,2000000000.0
263,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,seconds,8.133472681045532
264,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,performance_gflops_per_second,480.7
265,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,time_msecs,4.161
266,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,size_ops,2000000000.0
267,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,seconds,7.124177932739258
268,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,performance_gflops_per_second,480.44
269,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,time_msecs,4.163
270,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,size_ops,2000000000.0
271,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,seconds,7.02341365814209
272,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,performance_gflops_per_second,496.9
273,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,time_msecs,4.025
274,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,size_ops,2000000000.0
275,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,seconds,7.1561150550842285
276,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,performance_gflops_per_second,496.44
277,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,time_msecs,4.029
278,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,size_ops,2000000000.0
279,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,seconds,7.051072120666504
280,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,performance_gflops_per_second,494.81
281,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,time_msecs,4.042
282,google/compute-engine/cpu,google,compute-engine,cpu,32,mt-gemm,size_ops,2000000000.0
283,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,seconds,24.53795599937439
284,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,performance_gflops_per_second,494.17
285,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,time_msecs,4.047
286,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,size_ops,2000000000.0
287,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,seconds,24.94243621826172
288,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,performance_gflops_per_second,469.36
289,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,time_msecs,4.261
290,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,size_ops,2000000000.0
291,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,seconds,25.016606092453003
292,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,performance_gflops_per_second,490.51
293,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,time_msecs,4.077
294,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,size_ops,2000000000.0
295,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,seconds,24.24627113342285
296,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,performance_gflops_per_second,517.75
297,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,time_msecs,3.863
298,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,size_ops,2000000000.0
299,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,seconds,26.059279441833496
300,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,performance_gflops_per_second,499.22
301,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,time_msecs,4.006
302,google/compute-engine/cpu,google,compute-engine,cpu,128,mt-gemm,size_ops,2000000000.0
303,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,seconds,62.992594480514526
304,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,performance_gflops_per_second,448.76
305,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,time_msecs,4.457
306,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,size_ops,2000000000.0
307,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,seconds,78.7252140045166
308,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,performance_gflops_per_second,476.6
309,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,time_msecs,4.196
310,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,size_ops,2000000000.0
311,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,seconds,64.43080544471741
312,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,performance_gflops_per_second,452.65
313,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,time_msecs,4.418
314,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,size_ops,2000000000.0
315,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,seconds,64.66645884513855
316,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,performance_gflops_per_second,453.72
317,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,time_msecs,4.408
318,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,size_ops,2000000000.0
319,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,seconds,63.12522220611572
320,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,performance_gflops_per_second,444.07
321,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,time_msecs,4.504
322,google/compute-engine/cpu,google,compute-engine,cpu,256,mt-gemm,size_ops,2000000000.0
323,google/compute-engine/gpu,google,compute-engine,gpu,32,mt-gemm,seconds,127.41658329963684
324,google/compute-engine/gpu,google,compute-engine,gpu,32,mt-gemm,matrix_size_input,16384.0
