Start time: 1725092266
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.89,   23.25,  93.01,      0.125,    2.96,   11.32,  90.53,     0.250,    1.77,   37.81, 151.23
            1,      0.750,    3.60,   55.92,  74.57,      0.375,    3.60,   27.99,  74.63,     0.750,    3.01,   66.95,  89.27
            2,      1.250,    3.67,   91.50,  73.20,      0.625,    3.67,   45.78,  73.24,     1.250,    3.18,  105.58,  84.47
            3,      1.750,    3.80,  123.69,  70.68,      0.875,    3.73,   62.89,  71.87,     1.750,    3.36,  139.64,  79.80
            4,      2.250,    3.92,  154.04,  68.46,      1.125,    3.87,   78.01,  69.35,     2.250,    3.52,  171.73,  76.33
            6,      3.250,    4.15,  210.12,  64.65,      1.625,    4.10,  106.47,  65.52,     3.250,    3.80,  229.52,  70.62
            8,      4.250,    4.44,  257.18,  60.51,      2.125,    4.42,  129.08,  60.75,     4.250,    4.11,  277.31,  65.25
           12,      6.250,    5.53,  303.61,  48.58,      3.125,    5.43,  154.43,  49.42,     6.250,    6.24,  268.74,  43.00
           16,      8.250,    6.59,  336.00,  40.73,      4.125,    6.55,  169.03,  40.98,     8.250,    8.12,  272.60,  33.04
           20,     10.250,    8.22,  334.65,  32.65,      5.125,    8.26,  166.57,  32.50,    10.250,   10.19,  269.96,  26.34
           24,     12.250,   10.52,  312.55,  25.51,      6.125,   10.49,  156.69,  25.58,    12.250,   12.21,  269.36,  21.99
           28,     14.250,   11.51,  332.31,  23.32,      7.125,   11.44,  167.20,  23.47,    14.250,   14.29,  267.68,  18.78
           32,     16.250,   13.03,  334.87,  20.61,      8.125,   13.02,  167.53,  20.62,    16.250,   16.11,  270.79,  16.66
           40,     20.250,   16.25,  334.53,  16.52,     10.125,   16.23,  167.43,  16.54,    20.250,   20.32,  267.51,  13.21
           48,     24.250,   19.63,  331.61,  13.67,     12.125,   19.62,  165.85,  13.68,    24.250,   24.52,  265.49,  10.95
           56,     28.250,   23.13,  327.91,  11.61,     14.125,   23.15,  163.79,  11.60,    28.250,   28.75,  263.81,   9.34
           64,     32.250,   26.66,  324.67,  10.07,     16.125,   26.74,  161.87,  10.04,    32.250,   33.09,  261.60,   8.11
           80,     40.250,   33.00,  327.45,   8.14,     20.125,   32.93,  164.06,   8.15,    40.250,   41.77,  258.64,   6.43
          104,     52.250,   43.56,  321.98,   6.16,     26.125,   43.74,  160.32,   6.14,    52.250,   54.65,  256.67,   4.91
          120,     60.250,   50.75,  318.68,   5.29,     30.125,   51.34,  157.50,   5.23,    60.250,   63.21,  255.87,   4.25
          128,     64.250,   55.12,  312.89,   4.87,     32.125,   55.19,  156.24,   4.86,    64.250,   67.53,  255.41,   3.98
          160,     80.250,   66.90,  322.02,   4.01,     40.125,   66.88,  161.05,   4.01,    80.250,   86.15,  250.05,   3.12
          192,     96.250,   83.02,  311.22,   3.23,     48.125,   82.85,  155.92,   3.24,    96.250,  103.32,  250.06,   2.60
          256,    128.250,  109.63,  314.03,   2.45,     64.125,  109.77,  156.81,   2.45,   128.250,  137.74,  249.95,   1.95
          320,    160.250,  139.23,  308.97,   1.93,     80.125,  139.35,  154.35,   1.93,   160.250,  172.26,  249.72,   1.56
          512,    256.250,  225.58,  304.93,   1.19,    128.125,  225.62,  152.44,   1.19,   256.250,  275.65,  249.55,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725092422
