Start time: 1725092428
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.85,   23.57,  94.29,      0.125,    3.05,   11.01,  88.10,     0.250,    1.93,   34.81, 139.23
            1,      0.750,    3.71,   54.28,  72.37,      0.375,    3.70,   27.19,  72.51,     0.750,    3.14,   64.06,  85.41
            2,      1.250,    3.76,   89.15,  71.32,      0.625,    3.79,   44.29,  70.86,     1.250,    3.35,  100.19,  80.15
            3,      1.750,    3.94,  119.32,  68.18,      0.875,    3.90,   60.16,  68.76,     1.750,    3.53,  133.15,  76.09
            4,      2.250,    4.03,  149.91,  66.63,      1.125,    4.01,   75.25,  66.89,     2.250,    3.68,  164.30,  73.02
            6,      3.250,    4.27,  204.46,  62.91,      1.625,    4.21,  103.69,  63.81,     3.250,    3.93,  221.93,  68.29
            8,      4.250,    4.52,  252.18,  59.34,      2.125,    4.51,  126.34,  59.45,     4.250,    4.22,  270.34,  63.61
           12,      6.250,    5.48,  306.04,  48.97,      3.125,    5.45,  153.89,  49.25,     6.250,    6.25,  268.22,  42.92
           16,      8.250,    6.59,  335.90,  40.72,      4.125,    6.55,  168.92,  40.95,     8.250,    8.12,  272.80,  33.07
           20,     10.250,    8.24,  333.83,  32.57,      5.125,    8.28,  166.21,  32.43,    10.250,   10.19,  270.02,  26.34
           24,     12.250,   10.54,  312.08,  25.48,      6.125,   10.52,  156.26,  25.51,    12.250,   12.22,  268.98,  21.96
           28,     14.250,   11.50,  332.51,  23.33,      7.125,   11.45,  167.07,  23.45,    14.250,   14.30,  267.50,  18.77
           32,     16.250,   13.04,  334.46,  20.58,      8.125,   13.03,  167.45,  20.61,    16.250,   16.11,  270.79,  16.66
           40,     20.250,   16.25,  334.51,  16.52,     10.125,   16.23,  167.42,  16.54,    20.250,   20.32,  267.52,  13.21
           48,     24.250,   19.62,  331.70,  13.68,     12.125,   19.62,  165.92,  13.68,    24.250,   24.52,  265.53,  10.95
           56,     28.250,   23.13,  327.80,  11.60,     14.125,   23.14,  163.84,  11.60,    28.250,   28.74,  263.83,   9.34
           64,     32.250,   26.64,  325.01,  10.08,     16.125,   26.73,  161.90,  10.04,    32.250,   33.08,  261.70,   8.11
           80,     40.250,   32.95,  327.88,   8.15,     20.125,   32.90,  164.22,   8.16,    40.250,   41.77,  258.66,   6.43
          104,     52.250,   43.56,  321.96,   6.16,     26.125,   43.47,  161.33,   6.18,    52.250,   54.62,  256.80,   4.91
          120,     60.250,   50.73,  318.79,   5.29,     30.125,   51.33,  157.56,   5.23,    60.250,   63.18,  255.99,   4.25
          128,     64.250,   55.14,  312.80,   4.87,     32.125,   55.17,  156.32,   4.87,    64.250,   67.50,  255.52,   3.98
          160,     80.250,   66.89,  322.05,   4.01,     40.125,   66.88,  161.04,   4.01,    80.250,   86.13,  250.10,   3.12
          192,     96.250,   83.03,  311.19,   3.23,     48.125,   82.84,  155.94,   3.24,    96.250,  103.32,  250.07,   2.60
          256,    128.250,  109.62,  314.06,   2.45,     64.125,  109.74,  156.85,   2.45,   128.250,  137.76,  249.91,   1.95
          320,    160.250,  139.23,  308.97,   1.93,     80.125,  139.35,  154.35,   1.93,   160.250,  172.26,  249.72,   1.56
          512,    256.250,  225.58,  304.94,   1.19,    128.125,  225.59,  152.46,   1.19,   256.250,  275.67,  249.52,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725092583
