Start time: 1725091775
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.71,   24.79,  99.16,      0.125,    2.71,   12.40,  99.16,     0.250,    1.50,   44.89, 179.56
            1,      0.750,    3.39,   59.42,  79.23,      0.375,    3.40,   29.62,  79.00,     0.750,    2.74,   73.56,  98.08
            2,      1.250,    3.48,   96.48,  77.18,      0.625,    3.46,   48.43,  77.49,     1.250,    2.93,  114.56,  91.65
            3,      1.750,    3.63,  129.45,  73.97,      0.875,    3.59,   65.50,  74.86,     1.750,    3.14,  149.56,  85.46
            4,      2.250,    3.76,  160.46,  71.32,      1.125,    3.68,   82.00,  72.89,     2.250,    3.28,  183.92,  81.74
            6,      3.250,    4.03,  216.64,  66.66,      1.625,    3.94,  110.66,  68.10,     3.250,    3.60,  242.20,  74.52
            8,      4.250,    4.36,  261.60,  61.55,      2.125,    4.36,  130.71,  61.51,     4.250,    3.99,  285.78,  67.24
           12,      6.250,    5.44,  308.29,  49.33,      3.125,    5.41,  155.06,  49.62,     6.250,    6.22,  269.64,  43.14
           16,      8.250,    6.55,  338.26,  41.00,      4.125,    6.51,  170.14,  41.25,     8.250,    8.07,  274.46,  33.27
           20,     10.250,    8.19,  336.00,  32.78,      5.125,    8.21,  167.51,  32.68,    10.250,   10.14,  271.32,  26.47
           24,     12.250,   10.49,  313.56,  25.60,      6.125,   10.47,  157.10,  25.65,    12.250,   12.18,  269.89,  22.03
           28,     14.250,   11.48,  333.06,  23.37,      7.125,   11.40,  167.76,  23.54,    14.250,   14.27,  267.98,  18.81
           32,     16.250,   13.01,  335.34,  20.64,      8.125,   12.99,  167.93,  20.67,    16.250,   16.10,  270.94,  16.67
           40,     20.250,   16.24,  334.64,  16.53,     10.125,   16.23,  167.49,  16.54,    20.250,   20.30,  267.73,  13.22
           48,     24.250,   19.62,  331.70,  13.68,     12.125,   19.61,  165.98,  13.69,    24.250,   24.51,  265.58,  10.95
           56,     28.250,   23.11,  328.15,  11.62,     14.125,   23.13,  163.91,  11.60,    28.250,   28.73,  264.00,   9.35
           64,     32.250,   26.65,  324.84,  10.07,     16.125,   26.71,  162.03,  10.05,    32.250,   33.06,  261.83,   8.12
           80,     40.250,   32.94,  328.03,   8.15,     20.125,   32.88,  164.30,   8.16,    40.250,   41.75,  258.77,   6.43
          104,     52.250,   43.47,  322.68,   6.18,     26.125,   43.47,  161.32,   6.17,    52.250,   54.62,  256.80,   4.91
          120,     60.250,   50.76,  318.65,   5.29,     30.125,   51.33,  157.54,   5.23,    60.250,   63.61,  254.26,   4.22
          128,     64.250,   55.11,  312.97,   4.87,     32.125,   55.16,  156.33,   4.87,    64.250,   67.50,  255.49,   3.98
          160,     80.250,   66.89,  322.04,   4.01,     40.125,   66.87,  161.07,   4.01,    80.250,   86.14,  250.07,   3.12
          192,     96.250,   83.03,  311.17,   3.23,     48.125,   82.85,  155.93,   3.24,    96.250,  103.33,  250.05,   2.60
          256,    128.250,  109.61,  314.10,   2.45,     64.125,  109.75,  156.84,   2.45,   128.250,  137.76,  249.91,   1.95
          320,    160.250,  139.24,  308.94,   1.93,     80.125,  139.33,  154.37,   1.93,   160.250,  172.27,  249.70,   1.56
          512,    256.250,  225.60,  304.90,   1.19,    128.125,  225.62,  152.44,   1.19,   256.250,  275.68,  249.52,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725091935
