Start time: 1725157884
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.86,   23.46,  93.83,      0.125,    2.96,   11.36,  90.84,     0.250,    1.81,   37.14, 148.55
            1,      0.750,    3.53,   57.03,  76.04,      0.375,    3.53,   28.53,  76.09,     0.750,    2.94,   68.57,  91.43
            2,      1.250,    3.59,   93.41,  74.73,      0.625,    3.64,   46.07,  73.71,     1.250,    3.16,  106.05,  84.84
            3,      1.750,    3.77,  124.57,  71.18,      0.875,    3.69,   63.62,  72.71,     1.750,    3.31,  142.05,  81.17
            4,      2.250,    3.90,  155.07,  68.92,      1.125,    3.90,   77.47,  68.86,     2.250,    3.48,  173.61,  77.16
            6,      3.250,    4.12,  211.75,  65.15,      1.625,    4.02,  108.40,  66.71,     3.250,    3.79,  229.89,  70.73
            8,      4.250,    4.46,  255.85,  60.20,      2.125,    4.42,  128.97,  60.69,     4.250,    4.07,  280.38,  65.97
           12,      6.250,    5.46,  307.16,  49.15,      3.125,    5.41,  155.14,  49.65,     6.250,    6.23,  269.34,  43.09
           16,      8.250,    6.57,  337.33,  40.89,      4.125,    6.53,  169.70,  41.14,     8.250,    8.16,  271.40,  32.90
           20,     10.250,    8.21,  335.22,  32.70,      5.125,    8.24,  166.98,  32.58,    10.250,   10.16,  270.71,  26.41
           24,     12.250,   10.50,  313.12,  25.56,      6.125,   10.48,  156.84,  25.61,    12.250,   12.20,  269.60,  22.01
           28,     14.250,   11.49,  332.92,  23.36,      7.125,   11.43,  167.41,  23.50,    14.250,   14.27,  268.00,  18.81
           32,     16.250,   13.02,  335.03,  20.62,      8.125,   13.01,  167.71,  20.64,    16.250,   16.09,  271.17,  16.69
           40,     20.250,   16.23,  334.92,  16.54,     10.125,   16.22,  167.60,  16.55,    20.250,   20.29,  267.89,  13.23
           48,     24.250,   19.63,  331.68,  13.68,     12.125,   19.59,  166.12,  13.70,    24.250,   24.49,  265.79,  10.96
           56,     28.250,   23.10,  328.22,  11.62,     14.125,   23.12,  163.99,  11.61,    28.250,   28.72,  264.07,   9.35
           64,     32.250,   26.64,  325.01,  10.08,     16.125,   26.71,  162.06,  10.05,    32.250,   33.06,  261.87,   8.12
           80,     40.250,   32.95,  327.90,   8.15,     20.125,   32.88,  164.30,   8.16,    40.250,   41.74,  258.82,   6.43
          104,     52.250,   43.47,  322.68,   6.18,     26.125,   43.45,  161.40,   6.18,    52.250,   54.60,  256.87,   4.92
          120,     60.250,   50.72,  318.89,   5.29,     30.125,   51.31,  157.62,   5.23,    60.250,   63.18,  255.98,   4.25
          128,     64.250,   55.10,  313.03,   4.87,     32.125,   55.18,  156.29,   4.87,    64.250,   67.49,  255.54,   3.98
          160,     80.250,   66.89,  322.04,   4.01,     40.125,   66.87,  161.07,   4.01,    80.250,   86.13,  250.12,   3.12
          192,     96.250,   83.04,  311.13,   3.23,     48.125,   82.84,  155.94,   3.24,    96.250,  103.32,  250.06,   2.60
          256,    128.250,  109.64,  314.01,   2.45,     64.125,  109.78,  156.79,   2.45,   128.250,  137.75,  249.92,   1.95
          320,    160.250,  139.25,  308.92,   1.93,     80.125,  139.34,  154.36,   1.93,   160.250,  172.25,  249.73,   1.56
          512,    256.250,  225.59,  304.92,   1.19,    128.125,  225.61,  152.45,   1.19,   256.250,  275.66,  249.54,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725158040
