Start time: 1725157566
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.92,   23.01,  92.02,      0.125,    3.00,   11.19,  89.51,     0.250,    2.02,   33.30, 133.22
            1,      0.750,    3.58,   56.28,  75.04,      0.375,    3.53,   28.55,  76.13,     0.750,    3.17,   63.47,  84.63
            2,      1.250,    3.60,   93.08,  74.46,      0.625,    3.74,   44.91,  71.85,     1.250,    3.25,  103.21,  82.57
            3,      1.750,    3.79,  124.05,  70.88,      0.875,    3.71,   63.40,  72.45,     1.750,    3.40,  138.00,  78.86
            4,      2.250,    3.87,  156.07,  69.36,      1.125,    3.85,   78.54,  69.81,     2.250,    3.53,  171.20,  76.09
            6,      3.250,    4.10,  212.94,  65.52,      1.625,    4.02,  108.62,  66.84,     3.250,    3.81,  228.86,  70.42
            8,      4.250,    4.47,  255.34,  60.08,      2.125,    4.45,  128.30,  60.38,     4.250,    4.12,  277.11,  65.20
           12,      6.250,    5.58,  300.56,  48.09,      3.125,    5.54,  151.47,  48.47,     6.250,    6.35,  264.12,  42.26
           16,      8.250,    6.68,  331.72,  40.21,      4.125,    6.63,  167.06,  40.50,     8.250,    8.18,  270.90,  32.84
           20,     10.250,    8.27,  332.91,  32.48,      5.125,    8.31,  165.49,  32.29,    10.250,   10.19,  269.91,  26.33
           24,     12.250,   10.56,  311.31,  25.41,      6.125,   10.54,  156.01,  25.47,    12.250,   12.23,  268.79,  21.94
           28,     14.250,   11.53,  331.76,  23.28,      7.125,   11.48,  166.65,  23.39,    14.250,   14.29,  267.65,  18.78
           32,     16.250,   13.05,  334.13,  20.56,      8.125,   13.03,  167.33,  20.60,    16.250,   16.12,  270.63,  16.65
           40,     20.250,   16.25,  334.45,  16.52,     10.125,   16.23,  167.42,  16.54,    20.250,   20.33,  267.42,  13.21
           48,     24.250,   19.66,  331.14,  13.66,     12.125,   19.62,  165.87,  13.68,    24.250,   24.52,  265.49,  10.95
           56,     28.250,   23.10,  328.22,  11.62,     14.125,   23.14,  163.83,  11.60,    28.250,   28.75,  263.75,   9.34
           64,     32.250,   26.67,  324.59,  10.06,     16.125,   26.73,  161.91,  10.04,    32.250,   33.07,  261.76,   8.12
           80,     40.250,   32.99,  327.48,   8.14,     20.125,   32.93,  164.04,   8.15,    40.250,   41.78,  258.62,   6.43
          104,     52.250,   43.46,  322.72,   6.18,     26.125,   43.73,  160.35,   6.14,    52.250,   54.64,  256.69,   4.91
          120,     60.250,   50.73,  318.83,   5.29,     30.125,   51.34,  157.50,   5.23,    60.250,   63.21,  255.87,   4.25
          128,     64.250,   55.13,  312.86,   4.87,     32.125,   55.18,  156.28,   4.86,    64.250,   67.50,  255.53,   3.98
          160,     80.250,   66.90,  321.99,   4.01,     40.125,   66.89,  161.03,   4.01,    80.250,   86.13,  250.11,   3.12
          192,     96.250,   83.01,  311.25,   3.23,     48.125,   82.84,  155.94,   3.24,    96.250,  103.33,  250.05,   2.60
          256,    128.250,  109.61,  314.08,   2.45,     64.125,  109.78,  156.79,   2.45,   128.250,  137.74,  249.94,   1.95
          320,    160.250,  139.24,  308.94,   1.93,     80.125,  139.33,  154.37,   1.93,   160.250,  172.25,  249.73,   1.56
          512,    256.250,  225.59,  304.93,   1.19,    128.125,  225.59,  152.46,   1.19,   256.250,  275.65,  249.55,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725157722
