Start time: 1725157519
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.81,   23.89,  95.56,      0.125,    3.00,   11.19,  89.51,     0.250,    1.85,   36.33, 145.34
            1,      0.750,    3.64,   55.31,  73.75,      0.375,    3.56,   28.27,  75.38,     0.750,    3.04,   66.20,  88.27
            2,      1.250,    3.66,   91.63,  73.30,      0.625,    3.66,   45.83,  73.32,     1.250,    3.19,  105.12,  84.10
            3,      1.750,    3.80,  123.72,  70.70,      0.875,    3.85,   61.07,  69.80,     1.750,    3.42,  137.24,  78.42
            4,      2.250,    3.94,  153.45,  68.20,      1.125,    3.92,   76.94,  68.39,     2.250,    3.50,  172.47,  76.65
            6,      3.250,    4.15,  210.27,  64.70,      1.625,    4.14,  105.36,  64.84,     3.250,    3.82,  228.26,  70.23
            8,      4.250,    4.45,  256.54,  60.36,      2.125,    4.41,  129.26,  60.83,     4.250,    4.11,  277.71,  65.34
           12,      6.250,    5.47,  306.60,  49.06,      3.125,    5.43,  154.34,  49.39,     6.250,    6.25,  268.61,  42.98
           16,      8.250,    6.58,  336.36,  40.77,      4.125,    6.54,  169.18,  41.01,     8.250,    8.11,  273.10,  33.10
           20,     10.250,    8.23,  334.36,  32.62,      5.125,    8.26,  166.57,  32.50,    10.250,   10.18,  270.41,  26.38
           24,     12.250,   10.50,  313.23,  25.57,      6.125,   10.48,  156.86,  25.61,    12.250,   12.20,  269.60,  22.01
           28,     14.250,   11.50,  332.63,  23.34,      7.125,   11.44,  167.23,  23.47,    14.250,   14.30,  267.52,  18.77
           32,     16.250,   13.04,  334.41,  20.58,      8.125,   13.02,  167.51,  20.62,    16.250,   16.11,  270.77,  16.66
           40,     20.250,   16.24,  334.78,  16.53,     10.125,   16.23,  167.41,  16.53,    20.250,   20.32,  267.54,  13.21
           48,     24.250,   19.63,  331.55,  13.67,     12.125,   19.63,  165.82,  13.68,    24.250,   24.52,  265.53,  10.95
           56,     28.250,   23.12,  327.97,  11.61,     14.125,   23.28,  162.86,  11.53,    28.250,   28.74,  263.83,   9.34
           64,     32.250,   26.66,  324.67,  10.07,     16.125,   26.74,  161.88,  10.04,    32.250,   33.09,  261.64,   8.11
           80,     40.250,   32.95,  327.86,   8.15,     20.125,   32.91,  164.17,   8.16,    40.250,   41.78,  258.63,   6.43
          104,     52.250,   43.53,  322.22,   6.17,     26.125,   43.74,  160.34,   6.14,    52.250,   54.65,  256.65,   4.91
          120,     60.250,   50.76,  318.65,   5.29,     30.125,   51.34,  157.50,   5.23,    60.250,   63.20,  255.92,   4.25
          128,     64.250,   55.15,  312.71,   4.87,     32.125,   55.18,  156.27,   4.86,    64.250,   67.51,  255.47,   3.98
          160,     80.250,   66.90,  321.99,   4.01,     40.125,   66.89,  161.02,   4.01,    80.250,   86.15,  250.05,   3.12
          192,     96.250,   83.06,  311.08,   3.23,     48.125,   82.86,  155.91,   3.24,    96.250,  103.34,  250.02,   2.60
          256,    128.250,  109.63,  314.03,   2.45,     64.125,  109.79,  156.79,   2.45,   128.250,  137.76,  249.90,   1.95
          320,    160.250,  139.27,  308.88,   1.93,     80.125,  139.35,  154.34,   1.93,   160.250,  172.28,  249.68,   1.56
          512,    256.250,  225.60,  304.90,   1.19,    128.125,  225.62,  152.44,   1.19,   256.250,  275.69,  249.50,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725157675
