Start time: 1725157712
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.84,   23.62,  94.49,      0.125,    2.88,   11.67,  93.37,     0.250,    1.76,   38.20, 152.78
            1,      0.750,    3.52,   57.26,  76.35,      0.375,    3.56,   28.26,  75.36,     0.750,    2.96,   67.95,  90.60
            2,      1.250,    3.62,   92.56,  74.05,      0.625,    3.57,   47.00,  75.19,     1.250,    3.10,  108.28,  86.62
            3,      1.750,    3.76,  124.84,  71.34,      0.875,    3.68,   63.84,  72.96,     1.750,    3.33,  141.28,  80.73
            4,      2.250,    3.89,  155.38,  69.06,      1.125,    3.84,   78.62,  69.89,     2.250,    3.45,  175.07,  77.81
            6,      3.250,    4.08,  213.77,  65.78,      1.625,    4.02,  108.54,  66.79,     3.250,    3.75,  232.95,  71.68
            8,      4.250,    4.45,  256.60,  60.38,      2.125,    4.42,  129.14,  60.77,     4.250,    4.06,  281.27,  66.18
           12,      6.250,    5.46,  307.28,  49.16,      3.125,    5.43,  154.51,  49.44,     6.250,    6.24,  268.91,  43.03
           16,      8.250,    6.58,  336.82,  40.83,      4.125,    6.55,  169.16,  41.01,     8.250,    8.11,  273.14,  33.11
           20,     10.250,    8.22,  334.81,  32.66,      5.125,    8.25,  166.67,  32.52,    10.250,   10.16,  270.71,  26.41
           24,     12.250,   10.51,  312.91,  25.54,      6.125,   10.49,  156.71,  25.58,    12.250,   12.21,  269.43,  21.99
           28,     14.250,   11.50,  332.63,  23.34,      7.125,   11.42,  167.43,  23.50,    14.250,   14.30,  267.53,  18.77
           32,     16.250,   13.03,  334.72,  20.60,      8.125,   13.01,  167.59,  20.63,    16.250,   16.11,  270.72,  16.66
           40,     20.250,   16.25,  334.55,  16.52,     10.125,   16.23,  167.47,  16.54,    20.250,   20.32,  267.51,  13.21
           48,     24.250,   19.62,  331.83,  13.68,     12.125,   19.60,  166.03,  13.69,    24.250,   24.52,  265.50,  10.95
           56,     28.250,   23.12,  327.95,  11.61,     14.125,   23.14,  163.87,  11.60,    28.250,   28.75,  263.78,   9.34
           64,     32.250,   26.66,  324.72,  10.07,     16.125,   26.73,  161.92,  10.04,    32.250,   33.09,  261.65,   8.11
           80,     40.250,   32.98,  327.56,   8.14,     20.125,   32.93,  164.06,   8.15,    40.250,   41.77,  258.65,   6.43
          104,     52.250,   43.51,  322.33,   6.17,     26.125,   43.73,  160.36,   6.14,    52.250,   54.63,  256.73,   4.91
          120,     60.250,   50.75,  318.69,   5.29,     30.125,   51.34,  157.51,   5.23,    60.250,   63.20,  255.89,   4.25
          128,     64.250,   55.15,  312.71,   4.87,     32.125,   55.18,  156.28,   4.86,    64.250,   67.51,  255.47,   3.98
          160,     80.250,   66.91,  321.95,   4.01,     40.125,   66.89,  161.03,   4.01,    80.250,   86.14,  250.09,   3.12
          192,     96.250,   83.03,  311.16,   3.23,     48.125,   82.84,  155.94,   3.24,    96.250,  103.33,  250.04,   2.60
          256,    128.250,  109.63,  314.03,   2.45,     64.125,  109.75,  156.85,   2.45,   128.250,  137.76,  249.90,   1.95
          320,    160.250,  139.25,  308.91,   1.93,     80.125,  139.36,  154.33,   1.93,   160.250,  172.26,  249.71,   1.56
          512,    256.250,  225.62,  304.87,   1.19,    128.125,  225.63,  152.43,   1.19,   256.250,  275.67,  249.53,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725157867
