Start time: 1725157913
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.96,   22.69,  90.75,      0.125,    3.34,   10.05,  80.39,     0.250,    2.27,   29.62, 118.46
            1,      0.750,    3.94,   51.14,  68.18,      0.375,    3.89,   25.88,  69.02,     0.750,    3.40,   59.16,  78.88
            2,      1.250,    3.92,   85.51,  68.41,      0.625,    3.88,   43.24,  69.18,     1.250,    3.53,   95.06,  76.04
            3,      1.750,    4.06,  115.82,  66.18,      0.875,    4.06,   57.90,  66.17,     1.750,    3.70,  127.10,  72.63
            4,      2.250,    4.15,  145.54,  64.68,      1.125,    4.11,   73.53,  65.36,     2.250,    3.83,  157.61,  70.05
            6,      3.250,    4.36,  200.00,  61.54,      1.625,    4.31,  101.18,  62.27,     3.250,    4.04,  215.94,  66.44
            8,      4.250,    4.60,  248.23,  58.41,      2.125,    4.58,  124.44,  58.56,     4.250,    4.34,  262.69,  61.81
           12,      6.250,    5.55,  302.35,  48.38,      3.125,    5.52,  151.86,  48.59,     6.250,    6.33,  264.92,  42.39
           16,      8.250,    6.67,  332.22,  40.27,      4.125,    6.61,  167.59,  40.63,     8.250,    8.16,  271.30,  32.88
           20,     10.250,    8.28,  332.50,  32.44,      5.125,    8.30,  165.69,  32.33,    10.250,   10.21,  269.46,  26.29
           24,     12.250,   10.56,  311.34,  25.42,      6.125,   10.55,  155.90,  25.45,    12.250,   12.25,  268.46,  21.91
           28,     14.250,   11.53,  331.67,  23.28,      7.125,   11.47,  166.70,  23.40,    14.250,   14.31,  267.27,  18.76
           32,     16.250,   13.05,  334.31,  20.57,      8.125,   13.04,  167.28,  20.59,    16.250,   16.12,  270.65,  16.66
           40,     20.250,   16.25,  334.41,  16.51,     10.125,   16.23,  167.44,  16.54,    20.250,   20.32,  267.50,  13.21
           48,     24.250,   19.64,  331.49,  13.67,     12.125,   19.62,  165.92,  13.68,    24.250,   24.53,  265.41,  10.94
           56,     28.250,   23.12,  328.04,  11.61,     14.125,   23.14,  163.84,  11.60,    28.250,   28.75,  263.80,   9.34
           64,     32.250,   26.66,  324.66,  10.07,     16.125,   26.73,  161.90,  10.04,    32.250,   33.09,  261.65,   8.11
           80,     40.250,   33.00,  327.44,   8.14,     20.125,   32.93,  164.06,   8.15,    40.250,   41.75,  258.80,   6.43
          104,     52.250,   43.55,  322.04,   6.16,     26.125,   43.73,  160.36,   6.14,    52.250,   54.63,  256.72,   4.91
          120,     60.250,   50.75,  318.70,   5.29,     30.125,   51.33,  157.55,   5.23,    60.250,   63.19,  255.96,   4.25
          128,     64.250,   55.15,  312.72,   4.87,     32.125,   55.19,  156.27,   4.86,    64.250,   67.50,  255.49,   3.98
          160,     80.250,   66.91,  321.98,   4.01,     40.125,   66.90,  161.01,   4.01,    80.250,   86.14,  250.07,   3.12
          192,     96.250,   83.03,  311.17,   3.23,     48.125,   82.84,  155.94,   3.24,    96.250,  103.32,  250.07,   2.60
          256,    128.250,  109.62,  314.06,   2.45,     64.125,  109.75,  156.84,   2.45,   128.250,  137.75,  249.92,   1.95
          320,    160.250,  139.24,  308.94,   1.93,     80.125,  139.36,  154.34,   1.93,   160.250,  172.26,  249.71,   1.56
          512,    256.250,  225.60,  304.91,   1.19,    128.125,  225.62,  152.44,   1.19,   256.250,  275.68,  249.52,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725158069
