Start time: 1725157196
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.95,   22.74,  90.96,      0.125,    2.98,   11.24,  89.96,     0.250,    1.88,   35.79, 143.17
            1,      0.750,    3.52,   57.20,  76.26,      0.375,    3.52,   28.63,  76.35,     0.750,    2.98,   67.51,  90.02
            2,      1.250,    3.61,   92.87,  74.30,      0.625,    3.61,   46.42,  74.28,     1.250,    3.21,  104.40,  83.52
            3,      1.750,    3.72,  126.25,  72.14,      0.875,    3.72,   63.21,  72.24,     1.750,    3.30,  142.44,  81.39
            4,      2.250,    3.88,  155.46,  69.10,      1.125,    3.86,   78.24,  69.54,     2.250,    3.54,  170.57,  75.81
            6,      3.250,    4.12,  212.01,  65.23,      1.625,    4.04,  108.00,  66.46,     3.250,    3.77,  231.59,  71.26
            8,      4.250,    4.47,  255.22,  60.05,      2.125,    4.45,  128.13,  60.30,     4.250,    4.10,  278.53,  65.54
           12,      6.250,    5.52,  303.99,  48.64,      3.125,    5.49,  152.71,  48.87,     6.250,    6.30,  266.26,  42.60
           16,      8.250,    6.64,  333.27,  40.40,      4.125,    6.61,  167.59,  40.63,     8.250,    8.15,  271.73,  32.94
           20,     10.250,    8.27,  332.58,  32.45,      5.125,    8.28,  166.25,  32.44,    10.250,   10.20,  269.80,  26.32
           24,     12.250,   10.55,  311.69,  25.44,      6.125,   10.51,  156.44,  25.54,    12.250,   12.22,  269.09,  21.97
           28,     14.250,   11.53,  331.73,  23.28,      7.125,   11.45,  167.05,  23.45,    14.250,   14.29,  267.65,  18.78
           32,     16.250,   13.04,  334.57,  20.59,      8.125,   13.02,  167.51,  20.62,    16.250,   16.11,  270.77,  16.66
           40,     20.250,   16.25,  334.53,  16.52,     10.125,   16.23,  167.43,  16.54,    20.250,   20.32,  267.51,  13.21
           48,     24.250,   19.64,  331.43,  13.67,     12.125,   19.62,  165.87,  13.68,    24.250,   24.52,  265.44,  10.95
           56,     28.250,   23.12,  327.98,  11.61,     14.125,   23.14,  163.82,  11.60,    28.250,   28.74,  263.85,   9.34
           64,     32.250,   26.65,  324.84,  10.07,     16.125,   26.73,  161.91,  10.04,    32.250,   33.09,  261.64,   8.11
           80,     40.250,   32.97,  327.70,   8.14,     20.125,   32.94,  164.02,   8.15,    40.250,   41.78,  258.62,   6.43
          104,     52.250,   43.56,  322.01,   6.16,     26.125,   43.72,  160.40,   6.14,    52.250,   54.64,  256.68,   4.91
          120,     60.250,   50.74,  318.73,   5.29,     30.125,   51.34,  157.51,   5.23,    60.250,   63.21,  255.88,   4.25
          128,     64.250,   55.13,  312.86,   4.87,     32.125,   55.20,  156.21,   4.86,    64.250,   67.52,  255.42,   3.98
          160,     80.250,   66.91,  321.96,   4.01,     40.125,   66.90,  161.00,   4.01,    80.250,   86.15,  250.04,   3.12
          192,     96.250,   83.04,  311.15,   3.23,     48.125,   82.85,  155.93,   3.24,    96.250,  103.33,  250.03,   2.60
          256,    128.250,  109.64,  314.00,   2.45,     64.125,  109.79,  156.79,   2.45,   128.250,  137.76,  249.91,   1.95
          320,    160.250,  139.24,  308.93,   1.93,     80.125,  139.36,  154.33,   1.93,   160.250,  172.28,  249.69,   1.56
          512,    256.250,  225.61,  304.89,   1.19,    128.125,  225.61,  152.44,   1.19,   256.250,  275.72,  249.48,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725157351
