Start time: 1725157861
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    3.07,   21.85,  87.38,      0.125,    3.46,    9.69,  77.52,     0.250,    2.43,   27.58, 110.33
            1,      0.750,    3.94,   51.12,  68.17,      0.375,    3.91,   25.72,  68.58,     0.750,    3.61,   55.83,  74.44
            2,      1.250,    4.02,   83.39,  66.71,      0.625,    4.06,   41.34,  66.15,     1.250,    3.77,   89.05,  71.24
            3,      1.750,    4.11,  114.21,  65.27,      0.875,    4.11,   57.19,  65.36,     1.750,    3.87,  121.51,  69.43
            4,      2.250,    4.23,  142.82,  63.47,      1.125,    4.20,   71.83,  63.85,     2.250,    3.97,  151.98,  67.55
            6,      3.250,    4.44,  196.49,  60.46,      1.625,    4.38,   99.61,  61.30,     3.250,    4.18,  208.66,  64.20
            8,      4.250,    4.62,  246.72,  58.05,      2.125,    4.62,  123.60,  58.17,     4.250,    4.39,  259.76,  61.12
           12,      6.250,    5.53,  303.55,  48.57,      3.125,    5.49,  152.83,  48.90,     6.250,    6.29,  266.52,  42.64
           16,      8.250,    6.63,  333.77,  40.46,      4.125,    6.59,  168.13,  40.76,     8.250,    8.14,  271.93,  32.96
           20,     10.250,    8.26,  332.99,  32.49,      5.125,    8.32,  165.39,  32.27,    10.250,   10.21,  269.62,  26.30
           24,     12.250,   10.55,  311.81,  25.45,      6.125,   10.52,  156.30,  25.52,    12.250,   12.22,  269.09,  21.97
           28,     14.250,   11.52,  331.99,  23.30,      7.125,   11.47,  166.81,  23.41,    14.250,   14.28,  267.89,  18.80
           32,     16.250,   13.06,  334.08,  20.56,      8.125,   13.02,  167.58,  20.63,    16.250,   16.09,  271.04,  16.68
           40,     20.250,   16.23,  334.88,  16.54,     10.125,   16.22,  167.55,  16.55,    20.250,   20.30,  267.79,  13.22
           48,     24.250,   19.64,  331.38,  13.67,     12.125,   19.61,  165.98,  13.69,    24.250,   24.50,  265.69,  10.96
           56,     28.250,   23.11,  328.14,  11.62,     14.125,   23.13,  163.95,  11.61,    28.250,   28.72,  264.01,   9.35
           64,     32.250,   26.64,  324.98,  10.08,     16.125,   26.72,  162.01,  10.05,    32.250,   33.06,  261.87,   8.12
           80,     40.250,   32.95,  327.88,   8.15,     20.125,   32.88,  164.30,   8.16,    40.250,   41.75,  258.80,   6.43
          104,     52.250,   43.47,  322.69,   6.18,     26.125,   43.47,  161.33,   6.18,    52.250,   54.61,  256.82,   4.92
          120,     60.250,   50.72,  318.85,   5.29,     30.125,   51.32,  157.58,   5.23,    60.250,   63.18,  255.99,   4.25
          128,     64.250,   55.10,  312.98,   4.87,     32.125,   55.16,  156.32,   4.87,    64.250,   67.49,  255.55,   3.98
          160,     80.250,   66.88,  322.10,   4.01,     40.125,   66.86,  161.09,   4.01,    80.250,   86.12,  250.14,   3.12
          192,     96.250,   83.01,  311.24,   3.23,     48.125,   82.86,  155.91,   3.24,    96.250,  103.32,  250.07,   2.60
          256,    128.250,  109.59,  314.13,   2.45,     64.125,  109.75,  156.84,   2.45,   128.250,  137.73,  249.96,   1.95
          320,    160.250,  139.20,  309.03,   1.93,     80.125,  139.32,  154.38,   1.93,   160.250,  172.24,  249.75,   1.56
          512,    256.250,  225.56,  304.96,   1.19,    128.125,  225.56,  152.48,   1.19,   256.250,  275.62,  249.57,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725158017
