Start time: 1725157213
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.86,   23.44,  93.76,      0.125,    3.01,   11.15,  89.21,     0.250,    1.90,   35.25, 140.99
            1,      0.750,    3.68,   54.74,  72.98,      0.375,    3.67,   27.47,  73.24,     0.750,    3.12,   64.51,  86.01
            2,      1.250,    3.76,   89.26,  71.41,      0.625,    3.74,   44.87,  71.79,     1.250,    3.31,  101.53,  81.22
            3,      1.750,    3.85,  121.92,  69.67,      0.875,    3.82,   61.52,  70.31,     1.750,    3.48,  135.03,  77.16
            4,      2.250,    4.02,  150.36,  66.82,      1.125,    3.95,   76.43,  67.94,     2.250,    3.61,  167.31,  74.36
            6,      3.250,    4.23,  206.39,  63.50,      1.625,    4.14,  105.47,  64.90,     3.250,    3.89,  224.50,  69.08
            8,      4.250,    4.45,  256.26,  60.30,      2.125,    4.46,  127.93,  60.20,     4.250,    4.19,  272.54,  64.13
           12,      6.250,    5.52,  303.94,  48.63,      3.125,    5.49,  152.91,  48.93,     6.250,    6.28,  267.03,  42.72
           16,      8.250,    6.64,  333.72,  40.45,      4.125,    6.60,  167.67,  40.65,     8.250,    8.14,  271.96,  32.97
           20,     10.250,    8.28,  332.46,  32.44,      5.125,    8.31,  165.63,  32.32,    10.250,   10.20,  269.65,  26.31
           24,     12.250,   10.55,  311.81,  25.45,      6.125,   10.51,  156.41,  25.54,    12.250,   12.23,  268.92,  21.95
           28,     14.250,   11.51,  332.25,  23.32,      7.125,   11.46,  166.92,  23.43,    14.250,   14.30,  267.42,  18.77
           32,     16.250,   13.03,  334.82,  20.60,      8.125,   13.02,  167.57,  20.62,    16.250,   16.11,  270.82,  16.67
           40,     20.250,   16.25,  334.49,  16.52,     10.125,   16.24,  167.37,  16.53,    20.250,   20.32,  267.44,  13.21
           48,     24.250,   19.64,  331.48,  13.67,     12.125,   19.62,  165.85,  13.68,    24.250,   24.52,  265.51,  10.95
           56,     28.250,   23.12,  327.94,  11.61,     14.125,   23.14,  163.83,  11.60,    28.250,   28.72,  264.01,   9.35
           64,     32.250,   26.66,  324.74,  10.07,     16.125,   26.73,  161.92,  10.04,    32.250,   33.09,  261.60,   8.11
           80,     40.250,   32.99,  327.49,   8.14,     20.125,   32.93,  164.07,   8.15,    40.250,   41.78,  258.63,   6.43
          104,     52.250,   43.56,  322.00,   6.16,     26.125,   43.74,  160.32,   6.14,    52.250,   54.64,  256.68,   4.91
          120,     60.250,   50.75,  318.70,   5.29,     30.125,   51.34,  157.51,   5.23,    60.250,   63.17,  256.03,   4.25
          128,     64.250,   55.14,  312.78,   4.87,     32.125,   55.19,  156.26,   4.86,    64.250,   67.52,  255.42,   3.98
          160,     80.250,   66.90,  321.99,   4.01,     40.125,   66.90,  161.01,   4.01,    80.250,   86.14,  250.10,   3.12
          192,     96.250,   82.97,  311.42,   3.24,     48.125,   82.80,  156.02,   3.24,    96.250,  103.32,  250.07,   2.60
          256,    128.250,  109.62,  314.07,   2.45,     64.125,  109.75,  156.85,   2.45,   128.250,  137.73,  249.95,   1.95
          320,    160.250,  139.24,  308.94,   1.93,     80.125,  139.33,  154.37,   1.93,   160.250,  172.24,  249.74,   1.56
          512,    256.250,  225.57,  304.94,   1.19,    128.125,  225.59,  152.46,   1.19,   256.250,  275.61,  249.58,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725157368
