Start time: 1725157391
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.91,   23.08,  92.31,      0.125,    3.09,   10.87,  86.96,     0.250,    2.08,   32.20, 128.81
            1,      0.750,    3.65,   55.11,  73.48,      0.375,    3.65,   27.57,  73.52,     0.750,    3.14,   64.20,  85.60
            2,      1.250,    3.73,   90.03,  72.02,      0.625,    3.73,   45.02,  72.02,     1.250,    3.32,  100.95,  80.76
            3,      1.750,    3.84,  122.27,  69.87,      0.875,    3.81,   61.70,  70.51,     1.750,    3.46,  135.73,  77.56
            4,      2.250,    3.93,  153.57,  68.25,      1.125,    3.94,   76.67,  68.15,     2.250,    3.58,  168.57,  74.92
            6,      3.250,    4.18,  208.66,  64.20,      1.625,    4.10,  106.39,  65.47,     3.250,    3.86,  226.19,  69.60
            8,      4.250,    4.45,  256.20,  60.28,      2.125,    4.45,  128.24,  60.35,     4.250,    4.15,  275.10,  64.73
           12,      6.250,    5.49,  305.87,  48.94,      3.125,    5.45,  154.06,  49.30,     6.250,    6.26,  267.84,  42.85
           16,      8.250,    6.60,  335.39,  40.65,      4.125,    6.57,  168.59,  40.87,     8.250,    8.13,  272.43,  33.02
           20,     10.250,    8.23,  334.24,  32.61,      5.125,    8.27,  166.33,  32.46,    10.250,   10.20,  269.86,  26.33
           24,     12.250,   10.55,  311.69,  25.44,      6.125,   10.53,  156.19,  25.50,    12.250,   12.23,  268.76,  21.94
           28,     14.250,   11.51,  332.25,  23.32,      7.125,   11.45,  166.98,  23.44,    14.250,   14.31,  267.33,  18.76
           32,     16.250,   13.05,  334.26,  20.57,      8.125,   13.04,  167.26,  20.59,    16.250,   16.11,  270.68,  16.66
           40,     20.250,   16.25,  334.49,  16.52,     10.125,   16.23,  167.41,  16.53,    20.250,   20.33,  267.43,  13.21
           48,     24.250,   19.64,  331.38,  13.67,     12.125,   19.62,  165.87,  13.68,    24.250,   24.52,  265.50,  10.95
           56,     28.250,   23.13,  327.91,  11.61,     14.125,   23.14,  163.83,  11.60,    28.250,   28.75,  263.78,   9.34
           64,     32.250,   26.66,  324.66,  10.07,     16.125,   26.73,  161.91,  10.04,    32.250,   33.09,  261.61,   8.11
           80,     40.250,   33.00,  327.39,   8.13,     20.125,   32.92,  164.11,   8.15,    40.250,   41.76,  258.74,   6.43
          104,     52.250,   43.47,  322.66,   6.18,     26.125,   43.47,  161.33,   6.18,    52.250,   54.64,  256.68,   4.91
          120,     60.250,   50.74,  318.72,   5.29,     30.125,   51.32,  157.57,   5.23,    60.250,   63.21,  255.87,   4.25
          128,     64.250,   55.14,  312.81,   4.87,     32.125,   55.18,  156.29,   4.87,    64.250,   67.53,  255.41,   3.98
          160,     80.250,   66.90,  321.98,   4.01,     40.125,   66.89,  161.01,   4.01,    80.250,   86.15,  250.05,   3.12
          192,     96.250,   83.04,  311.13,   3.23,     48.125,   82.87,  155.88,   3.24,    96.250,  103.34,  250.02,   2.60
          256,    128.250,  109.63,  314.03,   2.45,     64.125,  109.74,  156.86,   2.45,   128.250,  137.77,  249.89,   1.95
          320,    160.250,  139.24,  308.95,   1.93,     80.125,  139.34,  154.35,   1.93,   160.250,  172.28,  249.69,   1.56
          512,    256.250,  225.60,  304.90,   1.19,    128.125,  225.64,  152.42,   1.19,   256.250,  275.71,  249.49,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725157547
