Start time: 1725157391
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.90,   23.13,  92.53,      0.125,    3.17,   10.57,  84.55,     0.250,    2.01,   33.44, 133.75
            1,      0.750,    3.69,   54.63,  72.85,      0.375,    3.70,   27.24,  72.63,     0.750,    3.17,   63.47,  84.63
            2,      1.250,    3.79,   88.56,  70.85,      0.625,    3.82,   43.91,  70.25,     1.250,    3.35,  100.22,  80.18
            3,      1.750,    3.90,  120.45,  68.83,      0.875,    3.89,   60.38,  69.01,     1.750,    3.54,  132.55,  75.74
            4,      2.250,    4.03,  150.06,  66.69,      1.125,    4.01,   75.33,  66.96,     2.250,    3.72,  162.27,  72.12
            6,      3.250,    4.26,  204.84,  63.03,      1.625,    4.17,  104.58,  64.36,     3.250,    3.91,  223.24,  68.69
            8,      4.250,    4.50,  253.41,  59.63,      2.125,    4.50,  126.82,  59.68,     4.250,    4.21,  270.66,  63.69
           12,      6.250,    5.51,  304.27,  48.68,      3.125,    5.44,  154.20,  49.34,     6.250,    6.32,  265.67,  42.51
           16,      8.250,    6.61,  335.14,  40.62,      4.125,    6.54,  169.21,  41.02,     8.250,    8.11,  273.00,  33.09
           20,     10.250,    8.24,  334.08,  32.59,      5.125,    8.27,  166.43,  32.47,    10.250,   10.19,  269.99,  26.34
           24,     12.250,   10.54,  311.96,  25.47,      6.125,   10.51,  156.51,  25.55,    12.250,   12.21,  269.34,  21.99
           28,     14.250,   11.51,  332.48,  23.33,      7.125,   11.46,  166.88,  23.42,    14.250,   14.30,  267.44,  18.77
           32,     16.250,   13.04,  334.39,  20.58,      8.125,   13.03,  167.45,  20.61,    16.250,   16.12,  270.65,  16.66
           40,     20.250,   16.25,  334.43,  16.52,     10.125,   16.23,  167.42,  16.54,    20.250,   20.32,  267.56,  13.21
           48,     24.250,   19.63,  331.58,  13.67,     12.125,   19.62,  165.88,  13.68,    24.250,   24.51,  265.60,  10.95
           56,     28.250,   23.12,  328.01,  11.61,     14.125,   23.14,  163.84,  11.60,    28.250,   28.74,  263.87,   9.34
           64,     32.250,   26.65,  324.79,  10.07,     16.125,   26.73,  161.94,  10.04,    32.250,   33.08,  261.69,   8.11
           80,     40.250,   32.97,  327.70,   8.14,     20.125,   32.93,  164.05,   8.15,    40.250,   41.77,  258.69,   6.43
          104,     52.250,   43.48,  322.62,   6.17,     26.125,   43.72,  160.41,   6.14,    52.250,   54.61,  256.82,   4.92
          120,     60.250,   50.73,  318.80,   5.29,     30.125,   51.32,  157.58,   5.23,    60.250,   63.18,  255.97,   4.25
          128,     64.250,   55.12,  312.91,   4.87,     32.125,   55.18,  156.28,   4.86,    64.250,   67.49,  255.54,   3.98
          160,     80.250,   66.89,  322.06,   4.01,     40.125,   66.88,  161.06,   4.01,    80.250,   86.14,  250.10,   3.12
          192,     96.250,   83.01,  311.24,   3.23,     48.125,   82.84,  155.95,   3.24,    96.250,  103.31,  250.09,   2.60
          256,    128.250,  109.60,  314.11,   2.45,     64.125,  109.77,  156.81,   2.45,   128.250,  137.73,  249.96,   1.95
          320,    160.250,  139.22,  308.98,   1.93,     80.125,  139.32,  154.38,   1.93,   160.250,  172.25,  249.73,   1.56
          512,    256.250,  225.57,  304.95,   1.19,    128.125,  225.59,  152.46,   1.19,   256.250,  275.63,  249.56,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725157547
