Start time: 1725157914
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    3.00,   22.36,  89.45,      0.125,    3.31,   10.13,  81.07,     0.250,    2.10,   31.96, 127.83
            1,      0.750,    3.92,   51.36,  68.48,      0.375,    3.84,   26.23,  69.96,     0.750,    3.31,   60.86,  81.15
            2,      1.250,    3.94,   85.25,  68.20,      0.625,    3.87,   43.34,  69.35,     1.250,    3.44,   97.46,  77.97
            3,      1.750,    4.13,  113.74,  65.00,      0.875,    3.97,   59.21,  67.67,     1.750,    3.62,  129.59,  74.05
            4,      2.250,    4.11,  147.03,  65.34,      1.125,    4.09,   73.91,  65.70,     2.250,    3.76,  160.63,  71.39
            6,      3.250,    4.32,  201.76,  62.08,      1.625,    4.26,  102.44,  63.04,     3.250,    4.00,  218.05,  67.09
            8,      4.250,    4.59,  248.33,  58.43,      2.125,    4.55,  125.31,  58.97,     4.250,    4.28,  266.74,  62.76
           12,      6.250,    5.50,  305.26,  48.84,      3.125,    5.46,  153.64,  49.16,     6.250,    6.27,  267.54,  42.81
           16,      8.250,    6.64,  333.27,  40.40,      4.125,    6.55,  168.95,  40.96,     8.250,    8.11,  272.97,  33.09
           20,     10.250,    8.24,  334.00,  32.59,      5.125,    8.27,  166.45,  32.48,    10.250,   10.18,  270.25,  26.37
           24,     12.250,   10.54,  311.84,  25.46,      6.125,   10.50,  156.65,  25.58,    12.250,   12.22,  269.01,  21.96
           28,     14.250,   11.54,  331.50,  23.26,      7.125,   11.46,  166.94,  23.43,    14.250,   14.31,  267.33,  18.76
           32,     16.250,   13.05,  334.16,  20.56,      8.125,   13.04,  167.32,  20.59,    16.250,   16.12,  270.67,  16.66
           40,     20.250,   16.25,  334.43,  16.52,     10.125,   16.24,  167.38,  16.53,    20.250,   20.31,  267.67,  13.22
           48,     24.250,   19.63,  331.65,  13.68,     12.125,   19.61,  166.01,  13.69,    24.250,   24.52,  265.53,  10.95
           56,     28.250,   23.12,  328.00,  11.61,     14.125,   23.14,  163.83,  11.60,    28.250,   28.73,  264.00,   9.35
           64,     32.250,   26.65,  324.87,  10.07,     16.125,   26.74,  161.86,  10.04,    32.250,   33.08,  261.73,   8.12
           80,     40.250,   32.97,  327.73,   8.14,     20.125,   32.92,  164.08,   8.15,    40.250,   41.76,  258.73,   6.43
          104,     52.250,   43.49,  322.53,   6.17,     26.125,   43.52,  161.16,   6.17,    52.250,   54.63,  256.76,   4.91
          120,     60.250,   50.73,  318.80,   5.29,     30.125,   51.32,  157.56,   5.23,    60.250,   63.19,  255.97,   4.25
          128,     64.250,   55.12,  312.89,   4.87,     32.125,   55.18,  156.28,   4.86,    64.250,   67.51,  255.49,   3.98
          160,     80.250,   66.90,  321.99,   4.01,     40.125,   66.88,  161.05,   4.01,    80.250,   86.14,  250.08,   3.12
          192,     96.250,   83.03,  311.18,   3.23,     48.125,   82.85,  155.92,   3.24,    96.250,  103.33,  250.04,   2.60
          256,    128.250,  109.63,  314.02,   2.45,     64.125,  109.78,  156.80,   2.45,   128.250,  137.76,  249.90,   1.95
          320,    160.250,  139.25,  308.93,   1.93,     80.125,  139.35,  154.35,   1.93,   160.250,  172.26,  249.71,   1.56
          512,    256.250,  225.60,  304.90,   1.19,    128.125,  225.62,  152.44,   1.19,   256.250,  275.68,  249.52,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725158069
