Start time: 1725157687
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.86,   23.46,  93.86,      0.125,    2.93,   11.44,  91.55,     0.250,    1.84,   36.37, 145.49
            1,      0.750,    3.60,   56.00,  74.67,      0.375,    3.58,   28.14,  75.04,     0.750,    3.02,   66.62,  88.83
            2,      1.250,    3.66,   91.73,  73.38,      0.625,    3.68,   45.58,  72.92,     1.250,    3.23,  103.98,  83.18
            3,      1.750,    3.85,  122.17,  69.81,      0.875,    3.79,   61.97,  70.83,     1.750,    3.37,  139.35,  79.63
            4,      2.250,    3.93,  153.84,  68.37,      1.125,    3.89,   77.57,  68.95,     2.250,    3.55,  170.23,  75.66
            6,      3.250,    4.16,  209.51,  64.47,      1.625,    4.12,  105.95,  65.20,     3.250,    3.81,  229.10,  70.49
            8,      4.250,    4.44,  257.12,  60.50,      2.125,    4.42,  128.91,  60.66,     4.250,    4.11,  277.92,  65.39
           12,      6.250,    5.47,  306.60,  49.06,      3.125,    5.43,  154.43,  49.42,     6.250,    6.25,  268.31,  42.93
           16,      8.250,    6.58,  336.56,  40.80,      4.125,    6.54,  169.21,  41.02,     8.250,    8.11,  272.97,  33.09
           20,     10.250,    8.23,  334.40,  32.62,      5.125,    8.27,  166.43,  32.47,    10.250,   10.18,  270.20,  26.36
           24,     12.250,   10.52,  312.55,  25.51,      6.125,   10.50,  156.53,  25.56,    12.250,   12.22,  269.16,  21.97
           28,     14.250,   11.50,  332.54,  23.34,      7.125,   11.44,  167.17,  23.46,    14.250,   14.30,  267.57,  18.78
           32,     16.250,   13.04,  334.59,  20.59,      8.125,   13.02,  167.57,  20.62,    16.250,   16.11,  270.79,  16.66
           40,     20.250,   16.25,  334.55,  16.52,     10.125,   16.23,  167.48,  16.54,    20.250,   20.32,  267.50,  13.21
           48,     24.250,   19.62,  331.76,  13.68,     12.125,   19.62,  165.92,  13.68,    24.250,   24.52,  265.51,  10.95
           56,     28.250,   23.12,  328.04,  11.61,     14.125,   23.14,  163.85,  11.60,    28.250,   28.75,  263.81,   9.34
           64,     32.250,   26.66,  324.77,  10.07,     16.125,   26.73,  161.92,  10.04,    32.250,   33.08,  261.70,   8.11
           80,     40.250,   32.97,  327.67,   8.14,     20.125,   32.92,  164.12,   8.16,    40.250,   41.77,  258.68,   6.43
          104,     52.250,   43.55,  322.02,   6.16,     26.125,   43.72,  160.39,   6.14,    52.250,   54.63,  256.74,   4.91
          120,     60.250,   50.74,  318.73,   5.29,     30.125,   51.33,  157.53,   5.23,    60.250,   63.19,  255.93,   4.25
          128,     64.250,   55.14,  312.76,   4.87,     32.125,   55.19,  156.26,   4.86,    64.250,   67.51,  255.48,   3.98
          160,     80.250,   66.89,  322.06,   4.01,     40.125,   66.86,  161.09,   4.01,    80.250,   86.13,  250.12,   3.12
          192,     96.250,   83.01,  311.27,   3.23,     48.125,   82.80,  156.01,   3.24,    96.250,  103.31,  250.09,   2.60
          256,    128.250,  109.60,  314.10,   2.45,     64.125,  109.77,  156.82,   2.45,   128.250,  137.74,  249.94,   1.95
          320,    160.250,  139.23,  308.96,   1.93,     80.125,  139.33,  154.37,   1.93,   160.250,  172.24,  249.75,   1.56
          512,    256.250,  225.56,  304.96,   1.19,    128.125,  225.58,  152.46,   1.19,   256.250,  275.64,  249.55,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725157843
