,experiment,cloud,env,env_type,nodes,application,problem_size,metric,value
0,google/gke/cpu,google,gke,cpu,64,minife,230nx-ny-nz,workload_manager_wrapper_seconds,9.860478401184082
1,google/gke/cpu,google,gke,cpu,64,minife,230nx-ny-nz,resid_norm,0.00135012
2,google/gke/cpu,google,gke,cpu,64,minife,230nx-ny-nz,workload_manager_wrapper_seconds,9.916286706924438
3,google/gke/cpu,google,gke,cpu,64,minife,230nx-ny-nz,resid_norm,0.00135012
4,google/gke/cpu,google,gke,cpu,64,minife,230nx-ny-nz,workload_manager_wrapper_seconds,9.228781700134277
5,google/gke/cpu,google,gke,cpu,64,minife,230nx-ny-nz,resid_norm,0.00135012
6,google/gke/cpu,google,gke,cpu,64,minife,230nx-ny-nz,workload_manager_wrapper_seconds,9.485229253768921
7,google/gke/cpu,google,gke,cpu,64,minife,230nx-ny-nz,resid_norm,0.00135012
8,google/gke/cpu,google,gke,cpu,64,minife,230nx-ny-nz,workload_manager_wrapper_seconds,9.941704034805298
9,google/gke/cpu,google,gke,cpu,64,minife,230nx-ny-nz,resid_norm,0.00135012
10,google/gke/cpu,google,gke,cpu,32,minife,230nx-ny-nz,workload_manager_wrapper_seconds,5.010292291641235
11,google/gke/cpu,google,gke,cpu,32,minife,230nx-ny-nz,resid_norm,0.0013501
12,google/gke/cpu,google,gke,cpu,32,minife,230nx-ny-nz,workload_manager_wrapper_seconds,5.231531858444214
13,google/gke/cpu,google,gke,cpu,32,minife,230nx-ny-nz,resid_norm,0.0013501
14,google/gke/cpu,google,gke,cpu,32,minife,230nx-ny-nz,workload_manager_wrapper_seconds,6.310527324676514
15,google/gke/cpu,google,gke,cpu,32,minife,230nx-ny-nz,resid_norm,0.0013501
16,google/gke/cpu,google,gke,cpu,32,minife,230nx-ny-nz,workload_manager_wrapper_seconds,5.566661596298218
17,google/gke/cpu,google,gke,cpu,32,minife,230nx-ny-nz,resid_norm,0.0013501
18,google/gke/cpu,google,gke,cpu,32,minife,230nx-ny-nz,workload_manager_wrapper_seconds,5.532505989074707
19,google/gke/cpu,google,gke,cpu,32,minife,230nx-ny-nz,resid_norm,0.0013501
20,google/gke/cpu,google,gke,cpu,128,minife,230nx-ny-nz,workload_manager_wrapper_seconds,31.773131370544434
21,google/gke/cpu,google,gke,cpu,128,minife,230nx-ny-nz,resid_norm,0.00132271
22,google/gke/cpu,google,gke,cpu,128,minife,230nx-ny-nz,workload_manager_wrapper_seconds,30.68494963645935
23,google/gke/cpu,google,gke,cpu,128,minife,230nx-ny-nz,resid_norm,0.00132271
24,google/gke/cpu,google,gke,cpu,128,minife,230nx-ny-nz,workload_manager_wrapper_seconds,30.92422914505005
25,google/gke/cpu,google,gke,cpu,128,minife,230nx-ny-nz,resid_norm,0.00132271
26,google/gke/cpu,google,gke,cpu,128,minife,230nx-ny-nz,workload_manager_wrapper_seconds,30.246959447860718
27,google/gke/cpu,google,gke,cpu,128,minife,230nx-ny-nz,resid_norm,0.00132271
28,google/gke/cpu,google,gke,cpu,128,minife,230nx-ny-nz,workload_manager_wrapper_seconds,30.36477303504944
29,google/gke/cpu,google,gke,cpu,128,minife,230nx-ny-nz,resid_norm,0.00132271
30,google/gke/cpu,google,gke,cpu,256,minife,230nx-ny-nz,workload_manager_wrapper_seconds,107.46666693687439
31,google/gke/cpu,google,gke,cpu,256,minife,230nx-ny-nz,resid_norm,0.0014242
32,google/gke/cpu,google,gke,cpu,256,minife,230nx-ny-nz,workload_manager_wrapper_seconds,107.516437292099
33,google/gke/cpu,google,gke,cpu,256,minife,230nx-ny-nz,resid_norm,0.0014242
34,google/gke/cpu,google,gke,cpu,256,minife,230nx-ny-nz,workload_manager_wrapper_seconds,107.84719467163086
35,google/gke/cpu,google,gke,cpu,256,minife,230nx-ny-nz,resid_norm,0.0014242
36,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,workload_manager_wrapper_seconds,6.730879306793213
37,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,resid_norm,3.38732e-10
38,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,workload_manager_wrapper_seconds,6.086816310882568
39,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,resid_norm,2.32339e-09
40,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,workload_manager_wrapper_seconds,6.108659505844116
41,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,resid_norm,4.67256e-10
42,google/gke/gpu,google,gke,gpu,32,minife,640nx-ny-nz,workload_manager_wrapper_seconds,7.410757303237915
43,google/gke/gpu,google,gke,gpu,32,minife,640nx-ny-nz,resid_norm,0.000142534
44,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,workload_manager_wrapper_seconds,6.1061317920684814
45,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,resid_norm,6.52044e-09
46,google/gke/gpu,google,gke,gpu,32,minife,640nx-ny-nz,workload_manager_wrapper_seconds,7.467031002044678
47,google/gke/gpu,google,gke,gpu,32,minife,640nx-ny-nz,resid_norm,0.000302889
48,google/gke/gpu,google,gke,gpu,32,minife,640nx-ny-nz,workload_manager_wrapper_seconds,7.525033473968506
49,google/gke/gpu,google,gke,gpu,32,minife,640nx-ny-nz,resid_norm,0.0065048
50,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,workload_manager_wrapper_seconds,6.086610555648804
51,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,resid_norm,3.38424e-10
52,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,workload_manager_wrapper_seconds,6.006612062454224
53,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,resid_norm,3.38525e-10
54,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,workload_manager_wrapper_seconds,6.153712749481201
55,google/gke/gpu,google,gke,gpu,32,minife,230nx-ny-nz,resid_norm,4.56372e-10
56,google/gke/gpu,google,gke,gpu,32,minife,640nx-ny-nz,workload_manager_wrapper_seconds,7.42380166053772
57,google/gke/gpu,google,gke,gpu,32,minife,640nx-ny-nz,resid_norm,0.000142619
58,google/gke/gpu,google,gke,gpu,32,minife,640nx-ny-nz,workload_manager_wrapper_seconds,7.498213291168213
59,google/gke/gpu,google,gke,gpu,32,minife,640nx-ny-nz,resid_norm,0.000150551
