,experiment,cloud,env,env_type,nodes,application,metric,value
0,google/gke/cpu,google,gke,cpu,64,kripke,throughput_unknowns_over_second_per_iteration,26836740000.0
1,google/gke/cpu,google,gke,cpu,64,kripke,grind_time_seconds_per_iteration_over_unknowns,3.726235e-11
2,google/gke/cpu,google,gke,cpu,64,kripke,sweep_efficiency,17.439
3,google/gke/cpu,google,gke,cpu,64,kripke,number_of_unknowns,4932501504.0
4,google/gke/cpu,google,gke,cpu,64,kripke,workload_manager_wrapper_seconds,100.12761950492859
5,google/gke/cpu,google,gke,cpu,64,kripke,throughput_unknowns_over_second_per_iteration,28006510000.0
6,google/gke/cpu,google,gke,cpu,64,kripke,grind_time_seconds_per_iteration_over_unknowns,3.570599e-11
7,google/gke/cpu,google,gke,cpu,64,kripke,sweep_efficiency,19.39086
8,google/gke/cpu,google,gke,cpu,64,kripke,number_of_unknowns,4932501504.0
9,google/gke/cpu,google,gke,cpu,64,kripke,workload_manager_wrapper_seconds,97.14995670318604
10,google/gke/cpu,google,gke,cpu,64,kripke,throughput_unknowns_over_second_per_iteration,28118750000.0
11,google/gke/cpu,google,gke,cpu,64,kripke,grind_time_seconds_per_iteration_over_unknowns,3.556346e-11
12,google/gke/cpu,google,gke,cpu,64,kripke,sweep_efficiency,20.60197
13,google/gke/cpu,google,gke,cpu,64,kripke,number_of_unknowns,4932501504.0
14,google/gke/cpu,google,gke,cpu,64,kripke,workload_manager_wrapper_seconds,96.24024033546448
15,google/gke/cpu,google,gke,cpu,64,kripke,throughput_unknowns_over_second_per_iteration,27330250000.0
16,google/gke/cpu,google,gke,cpu,64,kripke,grind_time_seconds_per_iteration_over_unknowns,3.658949e-11
17,google/gke/cpu,google,gke,cpu,64,kripke,sweep_efficiency,16.8669
18,google/gke/cpu,google,gke,cpu,64,kripke,number_of_unknowns,4932501504.0
19,google/gke/cpu,google,gke,cpu,64,kripke,workload_manager_wrapper_seconds,98.78868198394775
20,google/gke/cpu,google,gke,cpu,64,kripke,throughput_unknowns_over_second_per_iteration,27019440000.0
21,google/gke/cpu,google,gke,cpu,64,kripke,grind_time_seconds_per_iteration_over_unknowns,3.701039e-11
22,google/gke/cpu,google,gke,cpu,64,kripke,sweep_efficiency,18.07017
23,google/gke/cpu,google,gke,cpu,64,kripke,number_of_unknowns,4932501504.0
24,google/gke/cpu,google,gke,cpu,64,kripke,workload_manager_wrapper_seconds,99.73692870140076
25,google/gke/cpu,google,gke,cpu,32,kripke,throughput_unknowns_over_second_per_iteration,15373600000.0
26,google/gke/cpu,google,gke,cpu,32,kripke,grind_time_seconds_per_iteration_over_unknowns,6.504659e-11
27,google/gke/cpu,google,gke,cpu,32,kripke,sweep_efficiency,21.04813
28,google/gke/cpu,google,gke,cpu,32,kripke,number_of_unknowns,4932501504.0
29,google/gke/cpu,google,gke,cpu,32,kripke,workload_manager_wrapper_seconds,165.3804702758789
30,google/gke/cpu,google,gke,cpu,32,kripke,throughput_unknowns_over_second_per_iteration,15468380000.0
31,google/gke/cpu,google,gke,cpu,32,kripke,grind_time_seconds_per_iteration_over_unknowns,6.464803e-11
32,google/gke/cpu,google,gke,cpu,32,kripke,sweep_efficiency,22.65797
33,google/gke/cpu,google,gke,cpu,32,kripke,number_of_unknowns,4932501504.0
34,google/gke/cpu,google,gke,cpu,32,kripke,workload_manager_wrapper_seconds,164.16813278198242
35,google/gke/cpu,google,gke,cpu,32,kripke,throughput_unknowns_over_second_per_iteration,15806660000.0
36,google/gke/cpu,google,gke,cpu,32,kripke,grind_time_seconds_per_iteration_over_unknowns,6.326446e-11
37,google/gke/cpu,google,gke,cpu,32,kripke,sweep_efficiency,24.68579
38,google/gke/cpu,google,gke,cpu,32,kripke,number_of_unknowns,4932501504.0
39,google/gke/cpu,google,gke,cpu,32,kripke,workload_manager_wrapper_seconds,160.81517004966736
40,google/gke/cpu,google,gke,cpu,32,kripke,throughput_unknowns_over_second_per_iteration,15556470000.0
41,google/gke/cpu,google,gke,cpu,32,kripke,grind_time_seconds_per_iteration_over_unknowns,6.428194e-11
42,google/gke/cpu,google,gke,cpu,32,kripke,sweep_efficiency,23.57561
43,google/gke/cpu,google,gke,cpu,32,kripke,number_of_unknowns,4932501504.0
44,google/gke/cpu,google,gke,cpu,32,kripke,workload_manager_wrapper_seconds,163.5583872795105
45,google/gke/cpu,google,gke,cpu,32,kripke,throughput_unknowns_over_second_per_iteration,16039310000.0
46,google/gke/cpu,google,gke,cpu,32,kripke,grind_time_seconds_per_iteration_over_unknowns,6.234683e-11
47,google/gke/cpu,google,gke,cpu,32,kripke,sweep_efficiency,21.74043
48,google/gke/cpu,google,gke,cpu,32,kripke,number_of_unknowns,4932501504.0
49,google/gke/cpu,google,gke,cpu,32,kripke,workload_manager_wrapper_seconds,158.69208765029907
50,google/gke/cpu,google,gke,cpu,128,kripke,throughput_unknowns_over_second_per_iteration,7047894000.0
51,google/gke/cpu,google,gke,cpu,128,kripke,grind_time_seconds_per_iteration_over_unknowns,1.418864e-10
52,google/gke/cpu,google,gke,cpu,128,kripke,sweep_efficiency,1.76498
53,google/gke/cpu,google,gke,cpu,128,kripke,number_of_unknowns,4932501504.0
54,google/gke/cpu,google,gke,cpu,128,kripke,workload_manager_wrapper_seconds,386.3087463378906
55,google/gke/cpu,google,gke,cpu,128,kripke,throughput_unknowns_over_second_per_iteration,7092986000.0
56,google/gke/cpu,google,gke,cpu,128,kripke,grind_time_seconds_per_iteration_over_unknowns,1.409843e-10
57,google/gke/cpu,google,gke,cpu,128,kripke,sweep_efficiency,1.75678
58,google/gke/cpu,google,gke,cpu,128,kripke,number_of_unknowns,4932501504.0
59,google/gke/cpu,google,gke,cpu,128,kripke,workload_manager_wrapper_seconds,381.62106347084045
60,google/gke/cpu,google,gke,cpu,128,kripke,throughput_unknowns_over_second_per_iteration,7191131000.0
61,google/gke/cpu,google,gke,cpu,128,kripke,grind_time_seconds_per_iteration_over_unknowns,1.390602e-10
62,google/gke/cpu,google,gke,cpu,128,kripke,sweep_efficiency,2.07279
63,google/gke/cpu,google,gke,cpu,128,kripke,number_of_unknowns,4932501504.0
64,google/gke/cpu,google,gke,cpu,128,kripke,workload_manager_wrapper_seconds,378.2449700832367
65,google/gke/cpu,google,gke,cpu,256,kripke,throughput_unknowns_over_second_per_iteration,6314615000.0
66,google/gke/cpu,google,gke,cpu,256,kripke,grind_time_seconds_per_iteration_over_unknowns,1.583628e-10
67,google/gke/cpu,google,gke,cpu,256,kripke,sweep_efficiency,0.94133
68,google/gke/cpu,google,gke,cpu,256,kripke,number_of_unknowns,4932501504.0
69,google/gke/cpu,google,gke,cpu,256,kripke,workload_manager_wrapper_seconds,501.5183846950531
70,google/gke/gpu,google,gke,gpu,32,kripke,throughput_unknowns_over_second_per_iteration,1337960000.0
71,google/gke/gpu,google,gke,gpu,32,kripke,grind_time_seconds_per_iteration_over_unknowns,7.474066e-10
72,google/gke/gpu,google,gke,gpu,32,kripke,sweep_efficiency,23.92575
