,experiment,cloud,env,env_type,nodes,application,metric,value,gpu_count
0,google/gke/cpu,google,gke,cpu,64,kripke,grind_time_seconds,3.726235e-11,0
1,google/gke/cpu,google,gke,cpu,64,kripke,duration,100.12761950492859,0
2,google/gke/cpu,google,gke,cpu,64,kripke,grind_time_seconds,3.570599e-11,0
3,google/gke/cpu,google,gke,cpu,64,kripke,duration,97.14995670318604,0
4,google/gke/cpu,google,gke,cpu,64,kripke,grind_time_seconds,3.556346e-11,0
5,google/gke/cpu,google,gke,cpu,64,kripke,duration,96.24024033546448,0
6,google/gke/cpu,google,gke,cpu,64,kripke,grind_time_seconds,3.658949e-11,0
7,google/gke/cpu,google,gke,cpu,64,kripke,duration,98.78868198394775,0
8,google/gke/cpu,google,gke,cpu,64,kripke,grind_time_seconds,3.701039e-11,0
9,google/gke/cpu,google,gke,cpu,64,kripke,duration,99.73692870140076,0
10,google/gke/cpu,google,gke,cpu,32,kripke,grind_time_seconds,6.504659e-11,0
11,google/gke/cpu,google,gke,cpu,32,kripke,duration,165.3804702758789,0
12,google/gke/cpu,google,gke,cpu,32,kripke,grind_time_seconds,6.464803e-11,0
13,google/gke/cpu,google,gke,cpu,32,kripke,duration,164.16813278198242,0
14,google/gke/cpu,google,gke,cpu,32,kripke,grind_time_seconds,6.326446e-11,0
15,google/gke/cpu,google,gke,cpu,32,kripke,duration,160.81517004966736,0
16,google/gke/cpu,google,gke,cpu,32,kripke,duration,4.220285892486572,0
17,google/gke/cpu,google,gke,cpu,32,kripke,grind_time_seconds,6.428194e-11,0
18,google/gke/cpu,google,gke,cpu,32,kripke,duration,163.5583872795105,0
19,google/gke/cpu,google,gke,cpu,32,kripke,grind_time_seconds,6.234683e-11,0
20,google/gke/cpu,google,gke,cpu,32,kripke,duration,158.69208765029907,0
21,google/gke/cpu,google,gke,cpu,32,kripke,duration,4.371546506881714,0
22,google/gke/cpu,google,gke,cpu,128,kripke,grind_time_seconds,1.418864e-10,0
23,google/gke/cpu,google,gke,cpu,128,kripke,duration,386.3087463378906,0
24,google/gke/cpu,google,gke,cpu,128,kripke,grind_time_seconds,1.409843e-10,0
25,google/gke/cpu,google,gke,cpu,128,kripke,duration,381.62106347084045,0
26,google/gke/cpu,google,gke,cpu,128,kripke,grind_time_seconds,1.390602e-10,0
27,google/gke/cpu,google,gke,cpu,128,kripke,duration,378.2449700832367,0
28,google/gke/cpu,google,gke,cpu,256,kripke,grind_time_seconds,1.583628e-10,0
29,google/gke/cpu,google,gke,cpu,256,kripke,duration,501.5183846950531,0
30,google/compute-engine/cpu,google,compute-engine,cpu,64,kripke,grind_time_seconds,2.327778e-11,0
31,google/compute-engine/cpu,google,compute-engine,cpu,64,kripke,duration,64.83814120292664,0
32,google/compute-engine/cpu,google,compute-engine,cpu,64,kripke,grind_time_seconds,2.378887e-11,0
33,google/compute-engine/cpu,google,compute-engine,cpu,64,kripke,duration,66.02060866355896,0
34,google/compute-engine/cpu,google,compute-engine,cpu,64,kripke,grind_time_seconds,2.428887e-11,0
35,google/compute-engine/cpu,google,compute-engine,cpu,64,kripke,duration,67.2226197719574,0
36,google/compute-engine/cpu,google,compute-engine,cpu,64,kripke,grind_time_seconds,2.29847e-11,0
37,google/compute-engine/cpu,google,compute-engine,cpu,64,kripke,duration,64.61962127685547,0
38,google/compute-engine/cpu,google,compute-engine,cpu,64,kripke,grind_time_seconds,2.365469e-11,0
39,google/compute-engine/cpu,google,compute-engine,cpu,64,kripke,duration,65.76154041290283,0
40,google/compute-engine/cpu,google,compute-engine,cpu,32,kripke,grind_time_seconds,4.350082e-11,0
41,google/compute-engine/cpu,google,compute-engine,cpu,32,kripke,duration,111.03480577468872,0
42,google/compute-engine/cpu,google,compute-engine,cpu,32,kripke,grind_time_seconds,4.379517e-11,0
43,google/compute-engine/cpu,google,compute-engine,cpu,32,kripke,duration,111.86064100265503,0
44,google/compute-engine/cpu,google,compute-engine,cpu,32,kripke,grind_time_seconds,4.445706e-11,0
45,google/compute-engine/cpu,google,compute-engine,cpu,32,kripke,duration,113.36665177345276,0
46,google/compute-engine/cpu,google,compute-engine,cpu,32,kripke,grind_time_seconds,4.550039e-11,0
47,google/compute-engine/cpu,google,compute-engine,cpu,32,kripke,duration,115.93383693695068,0
48,google/compute-engine/cpu,google,compute-engine,cpu,32,kripke,grind_time_seconds,4.454647e-11,0
49,google/compute-engine/cpu,google,compute-engine,cpu,32,kripke,duration,113.58078837394714,0
50,google/compute-engine/cpu,google,compute-engine,cpu,128,kripke,grind_time_seconds,1.70271e-11,0
51,google/compute-engine/cpu,google,compute-engine,cpu,128,kripke,duration,63.928551197052,0
52,google/compute-engine/cpu,google,compute-engine,cpu,128,kripke,grind_time_seconds,1.637399e-11,0
53,google/compute-engine/cpu,google,compute-engine,cpu,128,kripke,duration,62.07568001747131,0
54,google/compute-engine/cpu,google,compute-engine,cpu,128,kripke,grind_time_seconds,1.652168e-11,0
55,google/compute-engine/cpu,google,compute-engine,cpu,128,kripke,duration,63.064106702804565,0
56,google/compute-engine/cpu,google,compute-engine,cpu,128,kripke,grind_time_seconds,1.690422e-11,0
57,google/compute-engine/cpu,google,compute-engine,cpu,128,kripke,duration,63.64191198348999,0
58,google/compute-engine/cpu,google,compute-engine,cpu,128,kripke,grind_time_seconds,1.671781e-11,0
59,google/compute-engine/cpu,google,compute-engine,cpu,128,kripke,duration,62.839322090148926,0
60,google/compute-engine/cpu,google,compute-engine,cpu,256,kripke,grind_time_seconds,1.330927e-11,0
61,google/compute-engine/cpu,google,compute-engine,cpu,256,kripke,duration,95.15731692314148,0
62,google/compute-engine/cpu,google,compute-engine,cpu,256,kripke,grind_time_seconds,1.335035e-11,0
63,google/compute-engine/cpu,google,compute-engine,cpu,256,kripke,duration,96.17233943939209,0
64,google/compute-engine/cpu,google,compute-engine,cpu,256,kripke,grind_time_seconds,1.368895e-11,0
65,google/compute-engine/cpu,google,compute-engine,cpu,256,kripke,duration,95.95712780952454,0
66,google/compute-engine/cpu,google,compute-engine,cpu,256,kripke,grind_time_seconds,1.34318e-11,0
67,google/compute-engine/cpu,google,compute-engine,cpu,256,kripke,duration,95.78082466125488,0
68,google/compute-engine/cpu,google,compute-engine,cpu,256,kripke,grind_time_seconds,1.340317e-11,0
69,google/compute-engine/cpu,google,compute-engine,cpu,256,kripke,duration,95.62508344650269,0
70,on-premises/dane/cpu,on-premises,dane,cpu,64,kripke,grind_time_seconds,1.103449e-11,0
71,on-premises/dane/cpu,on-premises,dane,cpu,64,kripke,duration,,0
72,on-premises/dane/cpu,on-premises,dane,cpu,64,kripke,grind_time_seconds,1.066231e-11,0
73,on-premises/dane/cpu,on-premises,dane,cpu,64,kripke,duration,,0
74,on-premises/dane/cpu,on-premises,dane,cpu,64,kripke,grind_time_seconds,1.094055e-11,0
75,on-premises/dane/cpu,on-premises,dane,cpu,64,kripke,duration,,0
76,on-premises/dane/cpu,on-premises,dane,cpu,64,kripke,grind_time_seconds,1.091008e-11,0
77,on-premises/dane/cpu,on-premises,dane,cpu,64,kripke,duration,,0
78,on-premises/dane/cpu,on-premises,dane,cpu,64,kripke,grind_time_seconds,1.111285e-11,0
79,on-premises/dane/cpu,on-premises,dane,cpu,64,kripke,duration,,0
80,on-premises/dane/cpu,on-premises,dane,cpu,32,kripke,grind_time_seconds,2.344871e-11,0
81,on-premises/dane/cpu,on-premises,dane,cpu,32,kripke,duration,,0
82,on-premises/dane/cpu,on-premises,dane,cpu,32,kripke,grind_time_seconds,2.349672e-11,0
83,on-premises/dane/cpu,on-premises,dane,cpu,32,kripke,duration,,0
84,on-premises/dane/cpu,on-premises,dane,cpu,32,kripke,grind_time_seconds,2.341422e-11,0
85,on-premises/dane/cpu,on-premises,dane,cpu,32,kripke,duration,,0
86,on-premises/dane/cpu,on-premises,dane,cpu,32,kripke,grind_time_seconds,2.34577e-11,0
87,on-premises/dane/cpu,on-premises,dane,cpu,32,kripke,duration,,0
88,on-premises/dane/cpu,on-premises,dane,cpu,32,kripke,grind_time_seconds,2.393321e-11,0
89,on-premises/dane/cpu,on-premises,dane,cpu,32,kripke,duration,,0
90,on-premises/dane/cpu,on-premises,dane,cpu,128,kripke,grind_time_seconds,6.161609e-12,0
91,on-premises/dane/cpu,on-premises,dane,cpu,128,kripke,duration,,0
92,on-premises/dane/cpu,on-premises,dane,cpu,128,kripke,grind_time_seconds,6.454651e-12,0
93,on-premises/dane/cpu,on-premises,dane,cpu,128,kripke,duration,,0
94,on-premises/dane/cpu,on-premises,dane,cpu,128,kripke,grind_time_seconds,6.327465e-12,0
