Start time: 1725094875
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.84,    4.85,  19.40,      0.125,   13.84,    2.42,  19.40,     0.250,   11.52,    5.83,  23.31
            1,      0.750,   15.14,   13.30,  17.73,      0.375,   15.16,    6.64,  17.70,     0.750,   14.44,   13.94,  18.58
            2,      1.250,   15.81,   21.22,  16.98,      0.625,   15.41,   10.89,  17.42,     1.250,   14.72,   22.79,  18.23
            3,      1.750,   15.80,   29.73,  16.99,      0.875,   15.77,   14.90,  17.03,     1.750,   15.12,   31.06,  17.75
            4,      2.250,   16.11,   37.49,  16.66,      1.125,   15.99,   18.88,  16.79,     2.250,   16.13,   37.44,  16.64
            6,      3.250,   17.43,   50.06,  15.40,      1.625,   17.30,   25.21,  15.51,     3.250,   16.44,   53.08,  16.33
            8,      4.250,   17.81,   64.05,  15.07,      2.125,   17.98,   31.72,  14.93,     4.250,   16.64,   68.56,  16.13
           12,      6.250,   19.46,   86.23,  13.80,      3.125,   19.39,   43.27,  13.85,     6.250,   20.61,   81.39,  13.02
           16,      8.250,   21.46,  103.20,  12.51,      4.125,   21.42,   51.68,  12.53,     8.250,   25.82,   85.78,  10.40
           20,     10.250,   26.15,  105.23,  10.27,      5.125,   26.11,   52.70,  10.28,    10.250,   31.67,   86.88,   8.48
           24,     12.250,   32.75,  100.39,   8.20,      6.125,   32.88,   50.00,   8.16,    12.250,   37.78,   87.03,   7.10
           28,     14.250,   35.42,  107.98,   7.58,      7.125,   35.08,   54.52,   7.65,    14.250,   43.94,   87.06,   6.11
           32,     16.250,   39.96,  109.15,   6.72,      8.125,   39.96,   54.58,   6.72,    16.250,   49.18,   88.69,   5.46
           40,     20.250,   49.39,  110.06,   5.44,     10.125,   49.22,   55.22,   5.45,    20.250,   61.51,   88.38,   4.36
           48,     24.250,   59.79,  108.87,   4.49,     12.125,   59.20,   54.98,   4.53,    24.250,   73.90,   88.09,   3.63
           56,     28.250,   69.61,  108.94,   3.86,     14.125,   69.56,   54.51,   3.86,    28.250,   86.43,   87.74,   3.11
           64,     32.250,   80.37,  107.71,   3.34,     16.125,   80.96,   53.46,   3.32,    32.250,   99.36,   87.13,   2.70
           80,     40.250,   98.89,  109.26,   2.71,     20.125,   98.60,   54.79,   2.72,    40.250,  125.39,   86.17,   2.14
          104,     52.250,  129.87,  108.00,   2.07,     26.125,  130.12,   53.90,   2.06,    52.250,  163.21,   85.94,   1.64
          120,     60.250,  151.62,  106.67,   1.77,     30.125,  153.17,   52.79,   1.75,    60.250,  188.62,   85.75,   1.42
          128,     64.250,  162.96,  105.84,   1.65,     32.125,  163.75,   52.66,   1.64,    64.250,  201.65,   85.53,   1.33
          160,     80.250,  199.73,  107.86,   1.34,     40.125,  199.32,   54.04,   1.35,    80.250,  256.81,   83.88,   1.05
          192,     96.250,  247.18,  104.53,   1.09,     48.125,  246.34,   52.44,   1.09,    96.250,  307.47,   84.03,   0.87
          256,    128.250,  326.27,  105.52,   0.82,     64.125,  325.45,   52.89,   0.82,   128.250,  410.22,   83.92,   0.65
          320,    160.250,  409.66,  105.01,   0.66,     80.125,  407.19,   52.82,   0.66,   160.250,  512.26,   83.97,   0.52
          512,    256.250,  670.23,  102.63,   0.40,    128.125,  670.37,   51.30,   0.40,   256.250,  820.05,   83.88,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725095154
