Start time: 1725094869
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.51,    4.97,  19.88,      0.125,   13.47,    2.49,  19.93,     0.250,   11.20,    5.99,  23.96
            1,      0.750,   14.77,   13.63,  18.18,      0.375,   14.86,    6.78,  18.07,     0.750,   14.03,   14.35,  19.14
            2,      1.250,   15.49,   21.66,  17.33,      0.625,   15.06,   11.14,  17.83,     1.250,   14.33,   23.41,  18.73
            3,      1.750,   15.44,   30.43,  17.39,      0.875,   15.38,   15.27,  17.46,     1.750,   14.65,   32.06,  18.32
            4,      2.250,   15.77,   38.31,  17.03,      1.125,   15.78,   19.14,  17.01,     2.250,   15.09,   40.01,  17.78
            6,      3.250,   16.88,   51.70,  15.91,      1.625,   16.80,   25.97,  15.98,     3.250,   15.98,   54.60,  16.80
            8,      4.250,   17.48,   65.25,  15.35,      2.125,   17.49,   32.61,  15.34,     4.250,   16.35,   69.76,  16.42
           12,      6.250,   19.10,   87.84,  14.05,      3.125,   19.09,   43.94,  14.06,     6.250,   20.38,   82.31,  13.17
           16,      8.250,   21.27,  104.10,  12.62,      4.125,   21.23,   52.15,  12.64,     8.250,   25.54,   86.72,  10.51
           20,     10.250,   25.83,  106.52,  10.39,      5.125,   25.98,   52.95,  10.33,    10.250,   31.38,   87.68,   8.55
           24,     12.250,   32.29,  101.84,   8.31,      6.125,   32.22,   51.02,   8.33,    12.250,   37.31,   88.14,   7.20
           28,     14.250,   35.18,  108.73,   7.63,      7.125,   34.95,   54.72,   7.68,    14.250,   43.53,   87.88,   6.17
           32,     16.250,   39.58,  110.22,   6.78,      8.125,   39.52,   55.19,   6.79,    16.250,   48.59,   89.78,   5.52
           40,     20.250,   48.87,  111.24,   5.49,     10.125,   48.77,   55.72,   5.50,    20.250,   60.86,   89.31,   4.41
           48,     24.250,   58.74,  110.82,   4.57,     12.125,   58.70,   55.44,   4.57,    24.250,   73.15,   88.99,   3.67
           56,     28.250,   68.83,  110.17,   3.90,     14.125,   68.74,   55.16,   3.90,    28.250,   85.62,   88.57,   3.14
           64,     32.250,   79.41,  109.01,   3.38,     16.125,   79.49,   54.46,   3.38,    32.250,   98.36,   88.01,   2.73
           80,     40.250,   98.02,  110.23,   2.74,     20.125,   97.74,   55.27,   2.75,    40.250,  123.94,   87.18,   2.17
          104,     52.250,  128.79,  108.91,   2.08,     26.125,  129.07,   54.34,   2.08,    52.250,  161.78,   86.70,   1.66
          120,     60.250,  150.01,  107.82,   1.79,     30.125,  151.70,   53.31,   1.77,    60.250,  186.98,   86.50,   1.44
          128,     64.250,  162.44,  106.18,   1.65,     32.125,  162.11,   53.19,   1.66,    64.250,  199.61,   86.40,   1.34
          160,     80.250,  197.66,  108.98,   1.36,     40.125,  197.62,   54.50,   1.36,    80.250,  254.64,   84.60,   1.05
          192,     96.250,  244.90,  105.50,   1.10,     48.125,  244.35,   52.87,   1.10,    96.250,  305.20,   84.65,   0.88
          256,    128.250,  323.12,  106.55,   0.83,     64.125,  323.54,   53.20,   0.83,   128.250,  406.66,   84.66,   0.66
          320,    160.250,  406.22,  105.90,   0.66,     80.125,  404.42,   53.18,   0.66,   160.250,  508.18,   84.65,   0.53
          512,    256.250,  664.26,  103.55,   0.40,    128.125,  663.95,   51.80,   0.40,   256.250,  812.65,   84.64,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725095144
