Start time: 1725094598
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.62,    4.93,  19.70,      0.125,   13.64,    2.46,  19.68,     0.250,   11.32,    5.93,  23.70
            1,      0.750,   15.09,   13.34,  17.79,      0.375,   15.05,    6.69,  17.84,     0.750,   14.15,   14.23,  18.97
            2,      1.250,   15.52,   21.62,  17.30,      0.625,   15.22,   11.02,  17.64,     1.250,   14.49,   23.16,  18.53
            3,      1.750,   15.61,   30.10,  17.20,      0.875,   15.56,   15.09,  17.25,     1.750,   14.80,   31.74,  18.14
            4,      2.250,   15.97,   37.81,  16.81,      1.125,   15.91,   18.98,  16.87,     2.250,   15.74,   38.38,  17.06
            6,      3.250,   17.04,   51.20,  15.75,      1.625,   16.94,   25.75,  15.85,     3.250,   16.12,   54.11,  16.65
            8,      4.250,   17.68,   64.51,  15.18,      2.125,   17.57,   32.47,  15.28,     4.250,   16.56,   68.89,  16.21
           12,      6.250,   19.28,   87.02,  13.92,      3.125,   19.34,   43.37,  13.88,     6.250,   20.72,   80.96,  12.95
           16,      8.250,   21.64,  102.35,  12.41,      4.125,   21.57,   51.35,  12.45,     8.250,   26.02,   85.12,  10.32
           20,     10.250,   26.23,  104.89,  10.23,      5.125,   26.32,   52.27,  10.20,    10.250,   31.83,   86.45,   8.43
           24,     12.250,   32.82,  100.19,   8.18,      6.125,   32.75,   50.20,   8.20,    12.250,   37.97,   86.61,   7.07
           28,     14.250,   35.69,  107.19,   7.52,      7.125,   35.45,   53.95,   7.57,    14.250,   44.30,   86.35,   6.06
           32,     16.250,   40.25,  108.37,   6.67,      8.125,   40.23,   54.22,   6.67,    16.250,   49.44,   88.23,   5.43
           40,     20.250,   49.68,  109.41,   5.40,     10.125,   49.48,   54.93,   5.43,    20.250,   61.89,   87.83,   4.34
           48,     24.250,   59.88,  108.72,   4.48,     12.125,   59.75,   54.47,   4.49,    24.250,   74.55,   87.31,   3.60
           56,     28.250,   70.23,  107.98,   3.82,     14.125,   70.28,   53.95,   3.82,    28.250,   86.96,   87.21,   3.09
           64,     32.250,   80.84,  107.08,   3.32,     16.125,   80.81,   53.56,   3.32,    32.250,  100.04,   86.54,   2.68
           80,     40.250,   99.64,  108.44,   2.69,     20.125,   99.74,   54.16,   2.69,    40.250,  126.49,   85.42,   2.12
          104,     52.250,  131.31,  106.82,   2.04,     26.125,  131.60,   53.29,   2.04,    52.250,  164.78,   85.12,   1.63
          120,     60.250,  152.78,  105.86,   1.76,     30.125,  153.84,   52.57,   1.74,    60.250,  190.08,   85.09,   1.41
          128,     64.250,  165.69,  104.09,   1.62,     32.125,  165.82,   52.01,   1.62,    64.250,  203.28,   84.85,   1.32
          160,     80.250,  201.07,  107.13,   1.34,     40.125,  200.62,   53.69,   1.34,    80.250,  259.46,   83.03,   1.03
          192,     96.250,  248.79,  103.85,   1.08,     48.125,  248.96,   51.89,   1.08,    96.250,  310.41,   83.23,   0.86
          256,    128.250,  329.46,  104.49,   0.81,     64.125,  329.57,   52.23,   0.81,   128.250,  413.46,   83.26,   0.65
          320,    160.250,  417.82,  102.96,   0.64,     80.125,  417.70,   51.49,   0.64,   160.250,  517.90,   83.06,   0.52
          512,    256.250,  676.84,  101.63,   0.40,    128.125,  675.55,   50.91,   0.40,   256.250,  827.54,   83.12,   0.32
------------------------------------------------------------------------------------------------------------------------------
End time: 1725094879
