Start time: 1725094870
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.51,    4.97,  19.87,      0.125,   13.49,    2.49,  19.90,     0.250,   11.20,    5.99,  23.98
            1,      0.750,   14.87,   13.54,  18.05,      0.375,   14.87,    6.77,  18.05,     0.750,   14.06,   14.32,  19.09
            2,      1.250,   15.56,   21.56,  17.25,      0.625,   15.49,   10.83,  17.33,     1.250,   14.32,   23.43,  18.74
            3,      1.750,   15.55,   30.20,  17.26,      0.875,   15.83,   14.84,  16.96,     1.750,   15.19,   30.92,  17.67
            4,      2.250,   16.21,   37.26,  16.56,      1.125,   16.15,   18.70,  16.62,     2.250,   15.43,   39.15,  17.40
            6,      3.250,   16.93,   51.53,  15.86,      1.625,   16.89,   25.83,  15.90,     3.250,   16.03,   54.42,  16.74
            8,      4.250,   17.52,   65.14,  15.33,      2.125,   17.60,   32.42,  15.26,     4.250,   16.36,   69.75,  16.41
           12,      6.250,   19.07,   87.97,  14.07,      3.125,   19.06,   44.02,  14.09,     6.250,   20.38,   82.34,  13.17
           16,      8.250,   21.27,  104.10,  12.62,      4.125,   21.27,   52.06,  12.62,     8.250,   25.63,   86.42,  10.48
           20,     10.250,   25.84,  106.48,  10.39,      5.125,   26.21,   52.50,  10.24,    10.250,   31.38,   87.67,   8.55
           24,     12.250,   32.27,  101.89,   8.32,      6.125,   32.29,   50.92,   8.31,    12.250,   37.28,   88.20,   7.20
           28,     14.250,   35.25,  108.53,   7.62,      7.125,   35.03,   54.60,   7.66,    14.250,   43.44,   88.05,   6.18
           32,     16.250,   39.57,  110.23,   6.78,      8.125,   39.57,   55.12,   6.78,    16.250,   48.45,   90.04,   5.54
           40,     20.250,   49.06,  110.79,   5.47,     10.125,   48.96,   55.52,   5.48,    20.250,   60.85,   89.33,   4.41
           48,     24.250,   58.77,  110.76,   4.57,     12.125,   58.78,   55.37,   4.57,    24.250,   73.41,   88.68,   3.66
           56,     28.250,   68.88,  110.10,   3.90,     14.125,   69.09,   54.88,   3.89,    28.250,   85.57,   88.62,   3.14
           64,     32.250,   79.50,  108.89,   3.38,     16.125,   79.71,   54.30,   3.37,    32.250,   98.58,   87.82,   2.72
           80,     40.250,   98.18,  110.05,   2.73,     20.125,   98.07,   55.08,   2.74,    40.250,  124.00,   87.13,   2.16
          104,     52.250,  129.01,  108.72,   2.08,     26.125,  129.18,   54.29,   2.08,    52.250,  161.72,   86.73,   1.66
          120,     60.250,  150.15,  107.72,   1.79,     30.125,  151.77,   53.28,   1.77,    60.250,  186.99,   86.49,   1.44
          128,     64.250,  162.64,  106.04,   1.65,     32.125,  162.39,   53.10,   1.65,    64.250,  199.89,   86.28,   1.34
          160,     80.250,  197.93,  108.83,   1.36,     40.125,  197.82,   54.45,   1.36,    80.250,  254.65,   84.59,   1.05
          192,     96.250,  245.39,  105.29,   1.09,     48.125,  244.44,   52.85,   1.10,    96.250,  305.22,   84.65,   0.88
          256,    128.250,  323.41,  106.45,   0.83,     64.125,  323.85,   53.15,   0.83,   128.250,  406.68,   84.65,   0.66
          320,    160.250,  408.62,  105.27,   0.66,     80.125,  407.02,   52.84,   0.66,   160.250,  508.50,   84.59,   0.53
          512,    256.250,  664.73,  103.48,   0.40,    128.125,  664.30,   51.77,   0.40,   256.250,  813.38,   84.57,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725095146
