Start time: 1725074449
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.91,   23.06,  92.25,      0.125,    3.09,   10.87,  86.93,     0.250,    2.04,   32.86, 131.46
            1,      0.750,    3.71,   54.32,  72.43,      0.375,    3.73,   27.01,  72.02,     0.750,    3.21,   62.82,  83.76
            2,      1.250,    3.75,   89.43,  71.54,      0.625,    3.79,   44.31,  70.90,     1.250,    3.35,  100.16,  80.13
            3,      1.750,    3.86,  121.83,  69.62,      0.875,    3.85,   60.94,  69.65,     1.750,    3.46,  135.69,  77.54
            4,      2.250,    3.96,  152.48,  67.77,      1.125,    3.95,   76.47,  67.98,     2.250,    3.63,  166.25,  73.89
            6,      3.250,    4.18,  208.76,  64.23,      1.625,    4.12,  105.75,  65.08,     3.250,    3.90,  223.47,  68.76
            8,      4.250,    4.47,  255.45,  60.11,      2.125,    4.46,  127.78,  60.13,     4.250,    4.22,  270.02,  63.54
           12,      6.250,    5.51,  304.60,  48.74,      3.125,    5.53,  151.83,  48.59,     6.250,    6.32,  265.50,  42.48
           16,      8.250,    6.65,  333.12,  40.38,      4.125,    6.60,  167.70,  40.65,     8.250,    8.15,  271.76,  32.94
           20,     10.250,    8.28,  332.42,  32.43,      5.125,    8.31,  165.61,  32.31,    10.250,   10.20,  269.83,  26.32
           24,     12.250,   10.56,  311.40,  25.42,      6.125,   10.54,  156.07,  25.48,    12.250,   12.23,  268.76,  21.94
           28,     14.250,   11.53,  331.88,  23.29,      7.125,   11.46,  166.88,  23.42,    14.250,   14.30,  267.46,  18.77
           32,     16.250,   13.05,  334.16,  20.56,      8.125,   13.03,  167.37,  20.60,    16.250,   16.11,  270.82,  16.67
           40,     20.250,   16.25,  334.49,  16.52,     10.125,   16.23,  167.51,  16.54,    20.250,   20.32,  267.50,  13.21
           48,     24.250,   19.62,  331.78,  13.68,     12.125,   19.61,  165.94,  13.69,    24.250,   24.50,  265.71,  10.96
           56,     28.250,   23.12,  328.03,  11.61,     14.125,   23.13,  163.91,  11.60,    28.250,   28.74,  263.82,   9.34
           64,     32.250,   26.66,  324.76,  10.07,     16.125,   26.73,  161.93,  10.04,    32.250,   33.08,  261.68,   8.11
           80,     40.250,   32.98,  327.64,   8.14,     20.125,   32.91,  164.16,   8.16,    40.250,   41.75,  258.77,   6.43
          104,     52.250,   43.54,  322.15,   6.17,     26.125,   43.72,  160.41,   6.14,    52.250,   54.62,  256.77,   4.91
          120,     60.250,   50.73,  318.82,   5.29,     30.125,   51.32,  157.57,   5.23,    60.250,   63.18,  255.98,   4.25
          128,     64.250,   55.11,  312.96,   4.87,     32.125,   55.17,  156.32,   4.87,    64.250,   67.50,  255.51,   3.98
          160,     80.250,   66.89,  322.05,   4.01,     40.125,   66.88,  161.06,   4.01,    80.250,   86.13,  250.11,   3.12
          192,     96.250,   83.05,  311.12,   3.23,     48.125,   82.83,  155.96,   3.24,    96.250,  103.32,  250.07,   2.60
          256,    128.250,  109.61,  314.07,   2.45,     64.125,  109.75,  156.84,   2.45,   128.250,  137.74,  249.95,   1.95
          320,    160.250,  139.24,  308.93,   1.93,     80.125,  139.34,  154.36,   1.93,   160.250,  172.26,  249.72,   1.56
          512,    256.250,  225.58,  304.93,   1.19,    128.125,  225.61,  152.45,   1.19,   256.250,  275.67,  249.53,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725074605
