Start time: 1725074802
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.86,   23.48,  93.92,      0.125,    2.94,   11.40,  91.18,     0.250,    1.84,   36.55, 146.21
            1,      0.750,    3.55,   56.73,  75.64,      0.375,    3.53,   28.48,  75.96,     0.750,    3.02,   66.75,  89.00
            2,      1.250,    3.63,   92.31,  73.85,      0.625,    3.62,   46.40,  74.24,     1.250,    3.19,  105.22,  84.18
            3,      1.750,    3.77,  124.77,  71.30,      0.875,    3.71,   63.33,  72.37,     1.750,    3.33,  140.86,  80.49
            4,      2.250,    3.87,  155.95,  69.31,      1.125,    3.85,   78.38,  69.67,     2.250,    3.48,  173.66,  77.18
            6,      3.250,    4.11,  212.16,  65.28,      1.625,    4.05,  107.65,  66.25,     3.250,    3.76,  232.27,  71.47
            8,      4.250,    4.43,  257.41,  60.57,      2.125,    4.40,  129.52,  60.95,     4.250,    4.07,  280.10,  65.91
           12,      6.250,    5.46,  307.05,  49.13,      3.125,    5.43,  154.37,  49.40,     6.250,    6.25,  268.56,  42.97
           16,      8.250,    6.60,  335.54,  40.67,      4.125,    6.55,  169.00,  40.97,     8.250,    8.11,  273.04,  33.10
           20,     10.250,    8.23,  334.28,  32.61,      5.125,    8.27,  166.35,  32.46,    10.250,   10.18,  270.31,  26.37
           24,     12.250,   10.52,  312.55,  25.51,      6.125,   10.50,  156.54,  25.56,    12.250,   12.21,  269.20,  21.98
           28,     14.250,   11.51,  332.42,  23.33,      7.125,   11.45,  167.10,  23.45,    14.250,   14.30,  267.53,  18.77
           32,     16.250,   13.04,  334.62,  20.59,      8.125,   13.03,  167.45,  20.61,    16.250,   16.12,  270.67,  16.66
           40,     20.250,   16.25,  334.53,  16.52,     10.125,   16.23,  167.42,  16.54,    20.250,   20.32,  267.47,  13.21
           48,     24.250,   19.67,  330.96,  13.65,     12.125,   19.62,  165.87,  13.68,    24.250,   24.52,  265.44,  10.95
           56,     28.250,   23.13,  327.86,  11.61,     14.125,   23.15,  163.81,  11.60,    28.250,   28.75,  263.76,   9.34
           64,     32.250,   26.66,  324.66,  10.07,     16.125,   26.74,  161.88,  10.04,    32.250,   33.10,  261.56,   8.11
           80,     40.250,   32.99,  327.50,   8.14,     20.125,   32.94,  164.02,   8.15,    40.250,   41.78,  258.57,   6.42
          104,     52.250,   43.58,  321.81,   6.16,     26.125,   43.75,  160.29,   6.14,    52.250,   54.63,  256.73,   4.91
          120,     60.250,   50.76,  318.65,   5.29,     30.125,   51.34,  157.50,   5.23,    60.250,   63.21,  255.86,   4.25
          128,     64.250,   55.15,  312.75,   4.87,     32.125,   55.21,  156.20,   4.86,    64.250,   67.54,  255.37,   3.97
          160,     80.250,   66.93,  321.85,   4.01,     40.125,   66.91,  160.99,   4.01,    80.250,   86.13,  250.10,   3.12
          192,     96.250,   83.05,  311.12,   3.23,     48.125,   82.84,  155.94,   3.24,    96.250,  103.31,  250.09,   2.60
          256,    128.250,  109.63,  314.02,   2.45,     64.125,  109.77,  156.81,   2.45,   128.250,  137.75,  249.93,   1.95
          320,    160.250,  139.24,  308.94,   1.93,     80.125,  139.35,  154.34,   1.93,   160.250,  172.26,  249.72,   1.56
          512,    256.250,  225.60,  304.91,   1.19,    128.125,  225.63,  152.43,   1.19,   256.250,  275.66,  249.53,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725074957
