Start time: 1725074782
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.91,   23.05,  92.18,      0.125,    3.05,   11.00,  88.01,     0.250,    1.91,   35.08, 140.32
            1,      0.750,    3.61,   55.77,  74.36,      0.375,    3.61,   27.88,  74.34,     0.750,    3.07,   65.64,  87.52
            2,      1.250,    3.72,   90.18,  72.14,      0.625,    3.67,   45.69,  73.10,     1.250,    3.28,  102.24,  81.79
            3,      1.750,    3.83,  122.49,  70.00,      0.875,    3.75,   62.60,  71.54,     1.750,    3.37,  139.27,  79.58
            4,      2.250,    3.93,  153.84,  68.37,      1.125,    3.91,   77.24,  68.65,     2.250,    3.62,  166.80,  74.13
            6,      3.250,    4.22,  206.54,  63.55,      1.625,    4.10,  106.44,  65.50,     3.250,    3.85,  226.60,  69.72
            8,      4.250,    4.44,  257.18,  60.51,      2.125,    4.43,  128.79,  60.61,     4.250,    4.13,  275.90,  64.92
           12,      6.250,    5.52,  303.88,  48.62,      3.125,    5.49,  152.69,  48.86,     6.250,    6.30,  266.35,  42.62
           16,      8.250,    6.64,  333.47,  40.42,      4.125,    6.58,  168.28,  40.80,     8.250,    8.13,  272.30,  33.01
           20,     10.250,    8.28,  332.46,  32.44,      5.125,    8.30,  165.65,  32.32,    10.250,   10.20,  269.67,  26.31
           24,     12.250,   10.54,  311.93,  25.46,      6.125,   10.51,  156.41,  25.54,    12.250,   12.22,  269.09,  21.97
           28,     14.250,   11.50,  332.51,  23.33,      7.125,   11.44,  167.24,  23.47,    14.250,   14.29,  267.61,  18.78
           32,     16.250,   13.03,  334.67,  20.60,      8.125,   13.02,  167.54,  20.62,    16.250,   16.11,  270.70,  16.66
           40,     20.250,   16.23,  334.94,  16.54,     10.125,   16.23,  167.45,  16.54,    20.250,   20.30,  267.80,  13.22
           48,     24.250,   19.63,  331.60,  13.67,     12.125,   19.62,  165.87,  13.68,    24.250,   24.50,  265.72,  10.96
           56,     28.250,   23.11,  328.17,  11.62,     14.125,   23.13,  163.90,  11.60,    28.250,   28.73,  264.00,   9.35
           64,     32.250,   26.64,  324.94,  10.08,     16.125,   26.71,  162.03,  10.05,    32.250,   33.06,  261.84,   8.12
           80,     40.250,   32.94,  327.97,   8.15,     20.125,   32.88,  164.29,   8.16,    40.250,   41.75,  258.80,   6.43
          104,     52.250,   43.46,  322.74,   6.18,     26.125,   43.41,  161.55,   6.18,    52.250,   54.61,  256.82,   4.92
          120,     60.250,   50.73,  318.82,   5.29,     30.125,   51.33,  157.56,   5.23,    60.250,   63.18,  255.97,   4.25
          128,     64.250,   55.11,  312.95,   4.87,     32.125,   55.18,  156.29,   4.86,    64.250,   67.50,  255.51,   3.98
          160,     80.250,   66.90,  322.02,   4.01,     40.125,   66.88,  161.05,   4.01,    80.250,   86.13,  250.12,   3.12
          192,     96.250,   83.03,  311.16,   3.23,     48.125,   82.85,  155.92,   3.24,    96.250,  103.32,  250.07,   2.60
          256,    128.250,  109.63,  314.04,   2.45,     64.125,  109.76,  156.83,   2.45,   128.250,  137.75,  249.93,   1.95
          320,    160.250,  139.24,  308.95,   1.93,     80.125,  139.34,  154.36,   1.93,   160.250,  172.26,  249.72,   1.56
          512,    256.250,  225.59,  304.91,   1.19,    128.125,  225.63,  152.43,   1.19,   256.250,  275.67,  249.52,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725074937
