Start time: 1725074624
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.94,   22.85,  91.40,      0.125,    3.02,   11.10,  88.77,     0.250,    2.08,   32.28, 129.12
            1,      0.750,    3.59,   56.10,  74.79,      0.375,    3.59,   28.04,  74.77,     0.750,    3.27,   61.64,  82.19
            2,      1.250,    3.70,   90.74,  72.59,      0.625,    3.69,   45.52,  72.83,     1.250,    3.36,   99.86,  79.89
            3,      1.750,    3.77,  124.57,  71.18,      0.875,    3.78,   62.14,  71.01,     1.750,    3.50,  134.22,  76.70
            4,      2.250,    3.92,  154.00,  68.44,      1.125,    3.88,   77.81,  69.17,     2.250,    3.55,  170.18,  75.64
            6,      3.250,    4.14,  210.78,  64.86,      1.625,    4.09,  106.55,  65.57,     3.250,    3.87,  225.49,  69.38
            8,      4.250,    4.47,  255.22,  60.05,      2.125,    4.45,  128.30,  60.38,     4.250,    4.12,  277.11,  65.20
           12,      6.250,    5.50,  304.98,  48.80,      3.125,    5.50,  152.60,  48.83,     6.250,    6.31,  265.80,  42.53
           16,      8.250,    6.65,  332.92,  40.35,      4.125,    6.61,  167.47,  40.60,     8.250,    8.14,  272.06,  32.98
           20,     10.250,    8.26,  333.23,  32.51,      5.125,    8.28,  166.09,  32.41,    10.250,   10.23,  269.04,  26.25
           24,     12.250,   10.56,  311.25,  25.41,      6.125,   10.54,  156.04,  25.48,    12.250,   12.23,  268.79,  21.94
           28,     14.250,   11.53,  331.88,  23.29,      7.125,   11.48,  166.63,  23.39,    14.250,   14.31,  267.31,  18.76
           32,     16.250,   13.06,  334.11,  20.56,      8.125,   13.03,  167.35,  20.60,    16.250,   16.11,  270.72,  16.66
           40,     20.250,   16.25,  334.55,  16.52,     10.125,   16.23,  167.42,  16.54,    20.250,   20.32,  267.51,  13.21
           48,     24.250,   19.67,  330.89,  13.64,     12.125,   19.62,  165.87,  13.68,    24.250,   24.52,  265.49,  10.95
           56,     28.250,   23.13,  327.91,  11.61,     14.125,   23.14,  163.85,  11.60,    28.250,   28.75,  263.77,   9.34
           64,     32.250,   26.66,  324.72,  10.07,     16.125,   26.74,  161.90,  10.04,    32.250,   33.09,  261.64,   8.11
           80,     40.250,   32.99,  327.50,   8.14,     20.125,   32.91,  164.13,   8.16,    40.250,   41.77,  258.64,   6.43
          104,     52.250,   43.53,  322.22,   6.17,     26.125,   43.71,  160.43,   6.14,    52.250,   54.65,  256.67,   4.91
          120,     60.250,   50.75,  318.68,   5.29,     30.125,   51.33,  157.55,   5.23,    60.250,   63.20,  255.90,   4.25
          128,     64.250,   55.12,  312.91,   4.87,     32.125,   55.18,  156.28,   4.86,    64.250,   67.53,  255.41,   3.98
          160,     80.250,   66.90,  322.02,   4.01,     40.125,   66.88,  161.05,   4.01,    80.250,   86.15,  250.06,   3.12
          192,     96.250,   83.04,  311.13,   3.23,     48.125,   82.85,  155.92,   3.24,    96.250,  103.33,  250.05,   2.60
          256,    128.250,  109.63,  314.03,   2.45,     64.125,  109.75,  156.84,   2.45,   128.250,  137.76,  249.90,   1.95
          320,    160.250,  139.24,  308.93,   1.93,     80.125,  139.36,  154.34,   1.93,   160.250,  172.28,  249.69,   1.56
          512,    256.250,  225.61,  304.89,   1.19,    128.125,  225.63,  152.43,   1.19,   256.250,  275.69,  249.51,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725074779
