Start time: 1725070947
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-20 queue1-dy-hpc6a48xlarge-55
# OSU MPI Latency Test v5.8
# Size          Latency (us)
2097152               506.95
4194304               959.17
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.86
2                       1.71
4                       3.50
8                       6.96
16                     13.75
32                     27.70
64                     53.69
128                   110.81
256                   221.34
512                   441.81
1024                  869.95
2048                 1702.09
4096                 3152.70
8192                 5756.06
16384                7693.49
32768                9572.93
65536               10779.77
131072               9883.07
262144              10352.74
524288              11193.31
1048576             11583.06
2097152             11884.48
4194304             12047.64
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-55 queue1-dy-hpc6a48xlarge-29
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      16.21
1                      16.21
2                      16.40
4                      16.20
8                      16.71
16                     16.73
32                     16.73
64                     16.81
128                    16.88
256                    16.87
512                    16.95
1024                   17.14
2048                   17.49
4096                   18.46
8192                   20.77
16384                  21.65
32768                  23.17
65536                  26.49
131072                 71.57
262144                 82.71
524288                143.77
1048576               266.67
2097152               513.14
4194304               967.35
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.86
2                       1.72
4                       3.41
8                       6.86
16                     13.75
32                     27.31
64                     54.40
128                   109.48
256                   217.11
512                   436.73
1024                  866.76
2048                 1670.74
4096                 3160.63
8192                 5664.92
16384                7605.25
32768                9472.74
65536               10778.61
131072              10144.91
262144              10727.09
524288              11267.25
1048576             11755.44
2097152             12000.64
4194304             12033.87
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-55 queue1-dy-hpc6a48xlarge-14
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.66
1                      15.65
2                      15.77
4                      15.61
8                      16.11
16                     16.11
32                     16.17
64                     16.20
128                    16.28
256                    16.29
512                    16.42
1024                   16.56
2048                   16.90
4096                   17.86
8192                   20.10
16384                  20.93
32768                  22.67
65536                  25.82
131072                 67.85
262144                 81.21
524288                141.10
1048576               261.27
2097152               501.46
4194304               946.55
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.85
2                       1.73
4                       3.46
8                       6.98
16                     14.01
32                     27.88
64                     55.66
128                   110.93
256                   220.02
512                   436.45
1024                  875.17
2048                 1707.52
4096                 3232.61
8192                 5653.68
16384                7600.65
32768                9531.91
65536               10771.98
131072              10186.49
262144              10780.66
524288              11362.26
1048576             11801.87
2097152             11982.34
4194304             12028.42
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-55 queue1-dy-hpc6a48xlarge-7
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      16.16
1                      16.17
2                      16.31
4                      16.15
8                      16.58
16                     16.58
32                     16.59
64                     16.70
128                    16.72
256                    16.72
512                    16.80
1024                   16.93
2048                   17.25
4096                   18.17
8192                   20.27
16384                  21.43
32768                  22.92
65536                  26.40
131072                 69.28
262144                 81.73
524288                142.76
1048576               264.39
2097152               508.09
4194304               959.66
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.85
2                       1.72
4                       3.47
8                       6.88
16                     13.85
32                     27.81
64                     55.75
128                   110.77
256                   217.64
512                   435.16
1024                  866.64
2048                 1698.12
4096                 3220.14
8192                 5726.84
16384                7656.08
32768                8971.13
65536               10783.55
131072               9889.12
262144              10415.61
524288              10913.49
1048576             11583.82
2097152             11875.03
4194304             12014.56
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-55 queue1-dy-hpc6a48xlarge-27
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.90
1                      15.90
2                      16.05
4                      15.91
8                      16.39
16                     16.39
32                     16.39
64                     16.49
128                    16.55
256                    16.58
512                    16.64
1024                   16.83
2048                   17.19
4096                   18.15
8192                   20.40
16384                  21.21
32768                  22.91
65536                  25.98
131072                 69.31
262144                 81.67
524288                142.00
1048576               263.28
2097152               505.51
4194304               952.86
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.85
2                       1.68
4                       3.44
8                       6.87
16                     13.81
32                     27.10
64                     54.93
128                   110.33
256                   218.64
512                   426.51
1024                  859.07
2048                 1681.90
4096                 3188.05
8192                 5666.25
16384                7472.72
32768                9381.20
65536               10613.61
131072              10333.83
262144              10876.66
524288              11277.40
1048576             11695.32
2097152             11986.01
4194304             12037.11
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-35 queue1-dy-hpc6a48xlarge-13
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      12.33
1                      12.33
2                      12.31
4                      12.50
8                      12.87
16                     12.85
32                     12.87
64                     12.92
128                    12.94
256                    12.98
512                    13.10
1024                   13.20
2048                   13.39
4096                   14.00
8192                   15.32
16384                  16.22
32768                  17.57
65536                  20.39
131072                 54.81
262144                 66.29
524288                117.22
1048576               218.50
2097152               422.51
4194304               802.37
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.94
2                       1.88
4                       3.80
8                       7.47
16                     15.05
32                     29.73
64                     60.52
128                   118.97
256                   239.59
512                   473.54
1024                  939.82
2048                 1851.82
4096                 3513.67
8192                 6367.39
16384                8332.78
32768               10035.08
65536               10991.11
131072              10510.55
262144              10904.58
524288              11526.60
1048576             11720.40
2097152             12000.82
4194304             12072.83
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-35 queue1-dy-hpc6a48xlarge-29
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.58
1                      15.54
2                      15.74
4                      15.55
8                      16.09
16                     16.09
32                     16.10
64                     16.17
128                    16.26
256                    16.27
512                    16.31
1024                   16.49
2048                   16.77
4096                   17.69
8192                   19.77
16384                  20.78
32768                  22.28
65536                  25.49
131072                 66.93
262144                 79.87
524288                138.82
1048576               257.66
2097152               494.27
4194304               935.97
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.89
2                       1.71
4                       3.59
8                       7.11
16                     14.29
32                     28.41
64                     55.26
128                   113.36
256                   225.93
512                   450.82
1024                  891.93
2048                 1738.48
4096                 3302.63
8192                 5891.21
16384                7603.53
32768                9453.70
65536               10457.50
131072              10316.65
262144              10785.54
524288              11500.71
1048576             11836.06
2097152             12023.35
4194304             12046.82
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-35 queue1-dy-hpc6a48xlarge-14
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.02
1                      15.04
2                      15.12
4                      15.03
8                      15.56
16                     15.57
32                     15.59
64                     15.61
128                    15.71
256                    15.70
512                    15.77
1024                   15.94
2048                   16.17
4096                   17.09
8192                   19.18
16384                  20.06
32768                  21.67
65536                  24.67
131072                 64.67
262144                 77.68
524288                136.06
1048576               252.11
2097152               483.84
4194304               916.14
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.84
2                       1.76
4                       3.59
8                       7.05
16                     14.08
32                     27.20
64                     56.60
128                   113.22
256                   227.24
512                   450.34
1024                  894.64
2048                 1748.33
4096                 3290.48
8192                 5855.21
16384                7845.46
32768                9647.56
65536               10859.25
131072              10066.46
262144              10904.63
524288              11400.24
1048576             11766.14
2097152             12001.48
4194304             12033.79
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-35 queue1-dy-hpc6a48xlarge-7
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      12.68
1                      12.69
2                      12.78
4                      12.67
8                      13.17
16                     13.18
32                     13.21
64                     13.28
128                    13.24
256                    13.28
512                    13.39
1024                   13.44
2048                   13.59
4096                   14.14
8192                   15.37
16384                  16.19
32768                  17.46
65536                  20.41
131072                 53.94
262144                 66.48
524288                117.80
1048576               219.46
2097152               423.83
4194304               802.82
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.94
2                       1.88
4                       3.83
8                       7.49
16                     14.91
32                     30.03
64                     59.95
128                   119.27
256                   234.15
512                   474.91
1024                  939.75
2048                 1830.46
4096                 3389.54
8192                 6183.68
16384                8353.65
32768               10030.91
65536               11023.15
131072              10230.15
262144              10866.62
524288              11439.94
1048576             11730.10
2097152             11993.76
4194304             12040.35
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-35 queue1-dy-hpc6a48xlarge-27
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      12.44
1                      12.42
2                      12.57
4                      12.42
8                      12.97
16                     12.96
32                     12.99
64                     13.03
128                    13.06
256                    13.07
512                    13.18
1024                   13.29
2048                   13.48
4096                   14.04
8192                   15.41
16384                  16.19
32768                  17.58
65536                  20.55
131072                 54.38
262144                 66.77
524288                117.23
1048576               219.47
2097152               423.76
4194304               803.49
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.90
2                       1.86
4                       3.79
8                       7.44
16                     14.91
32                     29.96
64                     59.50
128                   118.83
256                   239.93
512                   475.31
1024                  947.39
2048                 1818.54
4096                 3431.57
8192                 6247.98
16384                8260.19
32768                9426.01
65536               11064.11
131072              10250.77
262144              10965.41
524288              11529.36
1048576             11846.75
2097152             12032.68
4194304             12072.33
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-13 queue1-dy-hpc6a48xlarge-29
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.95
1                      15.91
2                      16.12
4                      15.92
8                      16.41
16                     16.40
32                     16.46
64                     16.50
128                    16.58
256                    16.55
512                    16.56
1024                   16.71
2048                   16.95
4096                   17.77
8192                   19.73
16384                  20.57
32768                  22.48
65536                  25.32
131072                 67.33
262144                 79.94
524288                138.91
1048576               257.38
2097152               493.86
4194304               935.45
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.88
2                       1.78
4                       3.43
8                       7.13
16                     13.63
32                     28.46
64                     55.37
128                   112.86
256                   225.02
512                   444.98
1024                  876.31
2048                 1728.72
4096                 3211.11
8192                 5819.39
16384                7789.35
32768                9712.10
65536               10829.88
131072              10102.26
262144              10727.93
524288              11325.43
1048576             11752.99
2097152             11950.09
4194304             12026.08
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-13 queue1-dy-hpc6a48xlarge-14
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.34
1                      15.32
2                      15.50
4                      15.32
8                      15.81
16                     15.82
32                     15.82
64                     15.85
128                    15.92
256                    15.93
512                    15.97
1024                   16.10
2048                   16.35
4096                   17.18
8192                   19.11
16384                  20.06
32768                  21.72
65536                  24.71
131072                 65.78
262144                 77.46
524288                136.17
1048576               251.92
2097152               482.95
4194304               914.03
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.89
2                       1.81
4                       3.57
8                       7.11
16                     14.21
32                     28.51
64                     57.46
128                   114.56
256                   226.57
512                   455.47
1024                  893.32
2048                 1711.63
4096                 3285.00
8192                 5895.44
16384                7812.83
32768                9683.31
65536               10766.55
131072              10346.34
262144              10974.64
524288              11363.96
1048576             11733.05
2097152             11947.55
4194304             12037.42
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-13 queue1-dy-hpc6a48xlarge-7
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      12.29
1                      12.29
2                      12.28
4                      12.49
8                      12.83
16                     12.84
32                     12.84
64                     12.87
128                    12.90
256                    12.94
512                    13.06
1024                   13.18
2048                   13.34
4096                   13.92
8192                   15.31
16384                  16.29
32768                  17.89
65536                  20.77
131072                 54.16
262144                 67.09
524288                117.99
1048576               221.39
2097152               425.67
4194304               806.90
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.94
2                       1.89
4                       3.78
8                       7.50
16                     14.99
32                     30.12
64                     59.96
128                   118.15
256                   238.11
512                   475.77
1024                  932.45
2048                 1839.42
4096                 3495.91
8192                 6290.42
16384                8418.75
32768                9915.85
65536               11088.42
131072              10170.13
262144              10747.20
524288              11228.71
1048576             11640.10
2097152             11942.52
4194304             12038.84
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-13 queue1-dy-hpc6a48xlarge-27
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      12.79
1                      12.80
2                      12.98
4                      12.80
8                      13.28
16                     13.30
32                     13.29
64                     13.33
128                    13.36
256                    13.40
512                    13.50
1024                   13.54
2048                   13.70
4096                   14.22
8192                   15.43
16384                  16.36
32768                  17.78
65536                  20.59
131072                 54.84
262144                 66.89
524288                117.87
1048576               219.31
2097152               423.39
4194304               802.23
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.94
2                       1.90
4                       3.81
8                       7.52
16                     15.09
32                     29.86
64                     60.61
128                   119.79
256                   240.20
512                   476.68
1024                  921.06
2048                 1845.66
4096                 3492.28
8192                 6273.53
16384                8046.63
32768                9857.01
65536               10943.47
131072              10177.36
262144              10914.85
524288              11335.16
1048576             11691.28
2097152             11962.01
4194304             12043.97
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-29 queue1-dy-hpc6a48xlarge-14
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      12.78
1                      12.77
2                      12.83
4                      12.75
8                      13.29
16                     13.30
32                     13.33
64                     13.37
128                    13.40
256                    13.39
512                    13.53
1024                   13.64
2048                   13.87
4096                   14.41
8192                   15.74
16384                  16.49
32768                  17.90
65536                  20.79
131072                 55.96
262144                 68.05
524288                119.08
1048576               222.22
2097152               429.65
4194304               814.25
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.94
2                       1.89
4                       3.81
8                       7.49
16                     15.09
32                     30.26
64                     59.93
128                   120.19
256                   239.64
512                   478.99
1024                  950.01
2048                 1851.25
4096                 3486.20
8192                 6370.52
16384                8272.37
32768               10024.28
65536               11118.32
131072              10327.36
262144              11090.42
524288              11590.44
1048576             11801.57
2097152             12000.21
4194304             12071.92
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-29 queue1-dy-hpc6a48xlarge-7
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.66
1                      15.58
2                      16.01
4                      15.62
8                      16.15
16                     16.16
32                     16.18
64                     16.24
128                    16.30
256                    16.31
512                    16.36
1024                   16.52
2048                   16.82
4096                   17.71
8192                   19.82
16384                  20.72
32768                  22.45
65536                  25.54
131072                 67.38
262144                 79.91
524288                139.21
1048576               257.83
2097152               495.45
4194304               937.21
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.87
2                       1.74
4                       3.53
8                       7.01
16                     13.99
32                     28.26
64                     56.36
128                   109.98
256                   220.42
512                   443.20
1024                  876.23
2048                 1729.51
4096                 3197.50
8192                 5842.85
16384                7576.67
32768                9664.45
65536               10844.44
131072              10285.52
262144              10824.47
524288              11229.69
1048576             11661.52
2097152             11969.81
4194304             12027.45
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-29 queue1-dy-hpc6a48xlarge-27
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.73
1                      15.68
2                      15.83
4                      15.67
8                      16.21
16                     16.24
32                     16.23
64                     16.30
128                    16.36
256                    16.38
512                    16.43
1024                   16.57
2048                   16.85
4096                   17.79
8192                   19.88
16384                  20.77
32768                  22.61
65536                  25.49
131072                 67.13
262144                 80.14
524288                139.42
1048576               257.92
2097152               495.74
4194304               937.93
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.85
2                       1.72
4                       3.51
8                       6.90
16                     13.82
32                     27.87
64                     55.43
128                   111.05
256                   220.79
512                   429.59
1024                  885.59
2048                 1717.29
4096                 3217.77
8192                 5808.73
16384                7811.49
32768                9390.17
65536               10888.89
131072              10167.80
262144              10847.78
524288              11268.98
1048576             11714.70
2097152             11992.18
4194304             12051.48
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-14 queue1-dy-hpc6a48xlarge-7
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.00
1                      14.99
2                      15.08
4                      15.00
8                      15.53
16                     15.50
32                     15.57
64                     15.59
128                    15.64
256                    15.66
512                    15.73
1024                   15.87
2048                   16.13
4096                   17.04
8192                   19.14
16384                  20.08
32768                  21.80
65536                  24.84
131072                 66.11
262144                 78.00
524288                136.51
1048576               251.79
2097152               483.80
4194304               916.15
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.87
2                       1.79
4                       3.61
8                       7.02
16                     14.13
32                     28.06
64                     57.15
128                   113.08
256                   226.82
512                   450.34
1024                  891.24
2048                 1742.45
4096                 3269.52
8192                 5923.14
16384                7551.65
32768                9747.44
65536               10907.90
131072              10110.02
262144              10713.40
524288              11389.66
1048576             11604.18
2097152             11991.75
4194304             12010.33
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-14 queue1-dy-hpc6a48xlarge-27
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.10
1                      15.10
2                      15.29
4                      15.10
8                      15.63
16                     15.63
32                     15.64
64                     15.70
128                    15.79
256                    15.79
512                    15.88
1024                   16.00
2048                   16.24
4096                   17.15
8192                   19.23
16384                  20.26
32768                  21.80
65536                  24.94
131072                 66.13
262144                 78.30
524288                137.03
1048576               254.02
2097152               488.27
4194304               923.42
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.88
2                       1.77
4                       3.62
8                       7.21
16                     14.02
32                     28.09
64                     56.62
128                   112.81
256                   228.61
512                   449.82
1024                  893.62
2048                 1758.06
4096                 3235.20
8192                 5834.29
16384                7668.34
32768                9637.26
65536               10781.92
131072               9969.06
262144              10610.90
524288              11336.88
1048576             11795.72
2097152             11961.41
4194304             12003.92
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-7 queue1-dy-hpc6a48xlarge-27
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      12.45
1                      12.47
2                      12.57
4                      12.47
8                      13.00
16                     13.01
32                     13.02
64                     13.06
128                    13.08
256                    13.18
512                    13.23
1024                   13.33
2048                   13.52
4096                   14.11
8192                   15.45
16384                  16.33
32768                  17.70
65536                  20.64
131072                 53.98
262144                 66.91
524288                117.87
1048576               220.18
2097152               424.92
4194304               804.79
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.93
2                       1.88
4                       3.80
8                       7.34
16                     15.23
32                     29.59
64                     60.57
128                   120.53
256                   239.29
512                   474.28
1024                  951.50
2048                 1862.29
4096                 3527.86
8192                 6356.97
16384                8029.78
32768                9958.98
65536               10978.82
131072              10250.98
262144              10789.75
524288              11208.90
1048576             11776.77
2097152             11951.13
4194304             12046.82
Allreduce iteration 0

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     576.95
8                     304.82
16                    505.22
32                    397.48
64                    433.81
128                   259.31
256                   385.62
512                   240.03
1024                  365.39
2048                  453.24
4096                  480.90
8192                  716.10
16384                1197.40
32768                1006.70
65536                1199.60
131072               1332.46
262144               2298.63
524288               3993.24
1048576              7650.55
End time: 1725071350
