Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Half precision ops,,,,                Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
           15,      7.750,    3.27,  317.64,  40.99,      3.875,   12.59,   82.65,  21.33,     15.500,    3.16,  658.76,  42.50,     7.750,    5.79,  179.69,  23.19
           16,      8.250,    3.10,  357.00,  43.27,      4.125,   12.63,   87.68,  21.26,     16.500,    3.14,  706.30,  42.81,     8.250,    5.91,  187.51,  22.73
            0,      0.250,    5.52,    6.07,  24.30,      0.125,   12.39,    2.71,  21.66,      0.500,    5.52,   12.15,  24.31,     0.250,    5.53,    6.07,  24.29
            1,      0.750,    5.52,   18.24,  24.33,      0.375,   12.44,    8.09,  21.57,      1.500,    5.57,   36.15,  24.10,     0.750,    5.49,   18.34,  24.45
            2,      1.250,    5.49,   30.57,  24.46,      0.625,   12.48,   13.44,  21.50,      2.500,    5.56,   60.31,  24.13,     1.250,    5.52,   30.42,  24.34
            3,      1.750,    5.57,   42.13,  24.08,      0.875,   12.45,   18.87,  21.57,      3.500,    5.64,   83.32,  23.81,     1.750,    5.62,   41.76,  23.86
            4,      2.250,    5.70,   52.94,  23.53,      1.125,   12.50,   24.15,  21.47,      4.500,    5.65,  106.93,  23.76,     2.250,    5.60,   53.89,  23.95
            5,      2.750,    5.69,   64.85,  23.58,      1.375,   12.42,   29.72,  21.61,      5.500,    5.68,  129.91,  23.62,     2.750,    5.77,   63.98,  23.26
            6,      3.250,    5.67,   76.96,  23.68,      1.625,   12.43,   35.10,  21.60,      6.500,    5.75,  151.73,  23.34,     3.250,    5.55,   78.59,  24.18
            7,      3.750,    5.71,   88.21,  23.52,      1.875,   12.45,   40.41,  21.55,      7.500,    5.77,  174.48,  23.26,     3.750,    5.62,   89.60,  23.89
            8,      4.250,    5.80,   98.32,  23.13,      2.125,   12.48,   45.72,  21.52,      8.500,    5.81,  196.32,  23.10,     4.250,    5.65,  101.01,  23.77
            9,      4.750,    5.59,  114.03,  24.01,      2.375,   12.52,   50.92,  21.44,      9.500,    5.83,  218.65,  23.02,     4.750,    5.69,  111.96,  23.57
           10,      5.250,    5.27,  133.77,  25.48,      2.625,   12.61,   55.87,  21.28,     10.500,    5.81,  242.77,  23.12,     5.250,    5.87,  120.09,  22.87
           11,      5.750,    2.20,  351.36,  61.11,      2.875,   12.62,   61.15,  21.27,     11.500,    5.83,  264.58,  23.01,     5.750,    5.70,  135.50,  23.57
           12,      6.250,    2.35,  357.57,  57.21,      3.125,   12.58,   66.67,  21.33,     12.500,    5.78,  290.19,  23.22,     6.250,    5.90,  142.20,  22.75
           13,      6.750,    5.00,  181.11,  26.83,      3.375,   12.60,   71.89,  21.30,     13.500,    5.84,  310.27,  22.98,     6.750,    5.82,  155.79,  23.08
           14,      7.250,    4.94,  197.07,  27.18,      3.625,   12.71,   76.55,  21.12,     14.500,    2.79,  697.19,  48.08,     7.250,    5.88,  165.49,  22.83
           15,      7.750,    2.88,  360.98,  46.58,      3.875,   12.72,   81.81,  21.11,     15.500,    5.62,  370.19,  23.88,     7.750,    5.84,  177.96,  22.96
           16,      8.250,    3.11,  356.29,  43.19,      4.125,   12.77,   86.72,  21.02,     16.500,    3.19,  694.73,  42.10,     8.250,    6.12,  180.98,  21.94
            0,      0.250,    5.01,    6.70,  26.80,      0.125,   12.40,    2.70,  21.64,      0.500,    5.06,   13.27,  26.54,     0.250,    4.96,    6.76,  27.05
            1,      0.750,    5.04,   19.98,  26.65,      0.375,   12.43,    8.10,  21.59,      1.500,    5.11,   39.42,  26.28,     0.750,    5.05,   19.94,  26.58
            2,      1.250,    5.10,   32.91,  26.33,      0.625,   12.43,   13.50,  21.60,      2.500,    5.11,   65.72,  26.29,     1.250,    5.08,   33.04,  26.43
            3,      1.750,    5.13,   45.78,  26.16,      0.875,   12.44,   18.88,  21.57,      3.500,    5.18,   90.61,  25.89,     1.750,    5.17,   45.42,  25.95
            4,      2.250,    5.26,   57.43,  25.53,      1.125,   12.38,   24.40,  21.69,      4.500,    5.27,  114.57,  25.46,     2.250,    5.26,   57.36,  25.50
            5,      2.750,    5.28,   69.92,  25.43,      1.375,   12.49,   29.56,  21.50,      5.500,    5.29,  139.60,  25.38,     2.750,    5.70,   64.72,  23.54
            6,      3.250,    5.26,   82.89,  25.51,      1.625,   12.48,   34.94,  21.50,      6.500,    5.31,  164.19,  25.26,     3.250,    5.65,   77.18,  23.75
            7,      3.750,    5.27,   95.53,  25.48,      1.875,   12.43,   40.49,  21.60,      7.500,    5.30,  189.78,  25.30,     3.750,    5.69,   88.42,  23.58
            8,      4.250,    5.23,  109.14,  25.68,      2.125,   12.47,   45.74,  21.52,      8.500,    5.32,  214.62,  25.25,     4.250,    5.76,   99.09,  23.31
            9,      4.750,    5.18,  123.02,  25.90,      2.375,   12.46,   51.17,  21.54,      9.500,    5.35,  238.22,  25.08,     4.750,    5.80,  109.92,  23.14
           10,      5.250,    5.07,  139.04,  26.48,      2.625,   12.58,   56.02,  21.34,     10.500,    5.33,  264.46,  25.19,     5.250,    5.77,  122.20,  23.28
           11,      5.750,    4.96,  155.68,  27.08,      2.875,   12.60,   61.26,  21.31,     11.500,    5.29,  291.61,  25.36,     5.750,    5.70,  135.48,  23.56
           12,      6.250,    4.92,  170.63,  27.30,      3.125,   12.69,   66.12,  21.16,     12.500,    5.36,  312.73,  25.02,     6.250,    5.80,  144.66,  23.15
           13,      6.750,    4.75,  190.55,  28.23,      3.375,   12.63,   71.72,  21.25,     13.500,    5.23,  346.21,  25.65,     6.750,    5.90,  153.47,  22.74
           14,      7.250,    2.76,  352.74,  48.65,      3.625,   12.76,   76.28,  21.04,     14.500,    5.15,  378.14,  26.08,     7.250,    5.75,  169.15,  23.33
           15,      7.750,    4.61,  225.48,  29.09,      3.875,   12.78,   81.41,  21.01,     15.500,    5.04,  413.01,  26.65,     7.750,    5.79,  179.60,  23.17
           16,      8.250,    3.12,  355.24,  43.06,      4.125,   12.78,   86.65,  21.01,     16.500,    4.97,  445.18,  26.98,     8.250,    5.91,  187.25,  22.70
            0,      0.250,    5.58,    6.01,  24.06,      0.125,   12.40,    2.71,  21.64,      0.500,    5.58,   12.03,  24.07,     0.250,    5.53,    6.07,  24.26
            1,      0.750,    5.58,   18.04,  24.05,      0.375,   12.46,    8.08,  21.54,      1.500,    5.65,   35.60,  23.74,     0.750,    5.53,   18.19,  24.25
            2,      1.250,    5.55,   30.23,  24.18,      0.625,   12.44,   13.48,  21.57,      2.500,    5.59,   60.07,  24.03,     1.250,    5.52,   30.37,  24.30
            3,      1.750,    5.62,   41.77,  23.87,      0.875,   12.40,   18.94,  21.65,      3.500,    5.66,   83.00,  23.71,     1.750,    5.65,   41.55,  23.74
            4,      2.250,    5.67,   53.23,  23.66,      1.125,   12.43,   24.30,  21.60,      4.500,    5.69,  106.20,  23.60,     2.250,    5.67,   53.29,  23.68
            5,      2.750,    5.71,   64.64,  23.51,      1.375,   12.48,   29.58,  21.51,      5.500,    5.74,  128.62,  23.38,     2.750,    5.75,   64.15,  23.33
            6,      3.250,    5.74,   75.99,  23.38,      1.625,   12.48,   34.95,  21.51,      6.500,    5.74,  151.97,  23.38,     3.250,    5.91,   73.79,  22.70
            7,      3.750,    5.75,   87.52,  23.34,      1.875,   12.41,   40.55,  21.63,      7.500,    5.77,  174.61,  23.28,     3.750,    5.83,   86.29,  23.01
            8,      4.250,    5.71,   99.87,  23.50,      2.125,   12.50,   45.62,  21.47,      8.500,    5.80,  196.84,  23.16,     4.250,    5.81,   98.13,  23.09
            9,      4.750,    5.55,  114.85,  24.18,      2.375,   12.51,   50.98,  21.47,      9.500,    5.82,  219.18,  23.07,     4.750,    5.88,  108.41,  22.82
           10,      5.250,    5.27,  133.69,  25.47,      2.625,   12.52,   56.27,  21.44,     10.500,    5.81,  242.38,  23.08,     5.250,    5.85,  120.43,  22.94
           11,      5.750,    4.30,  179.40,  31.20,      2.875,   12.60,   61.25,  21.31,     11.500,    5.79,  266.74,  23.19,     5.750,    5.96,  129.54,  22.53
           12,      6.250,    2.36,  355.86,  56.94,      3.125,   12.59,   66.61,  21.32,     12.500,    5.85,  286.73,  22.94,     6.250,    6.08,  137.89,  22.06
           13,      6.750,    4.28,  211.86,  31.39,      3.375,   12.62,   71.81,  21.28,     13.500,    5.85,  309.94,  22.96,     6.750,    6.06,  149.57,  22.16
           14,      7.250,    5.06,  192.21,  26.51,      3.625,   12.69,   76.67,  21.15,     14.500,    5.77,  337.22,  23.26,     7.250,    6.13,  158.62,  21.88
           15,      7.750,    4.89,  212.69,  27.44,      3.875,   12.62,   82.40,  21.26,     15.500,    5.58,  372.84,  24.05,     7.750,    6.04,  172.14,  22.21
           16,      8.250,    3.06,  362.38,  43.92,      4.125,   12.87,   86.06,  20.86,     16.500,    5.44,  406.83,  24.66,     8.250,    6.19,  178.79,  21.67
            0,      0.250,    4.92,    6.82,  27.30,      0.125,   12.41,    2.70,  21.63,      0.500,    4.90,   13.70,  27.40,     0.250,    4.94,    6.80,  27.19
            1,      0.750,    4.91,   20.52,  27.36,      0.375,   12.44,    8.09,  21.57,      1.500,    4.95,   40.66,  27.10,     0.750,    4.91,   20.50,  27.33
            2,      1.250,    4.88,   34.41,  27.53,      0.625,   12.48,   13.45,  21.52,      2.500,    4.98,   67.42,  26.97,     1.250,    4.87,   34.48,  27.58
            3,      1.750,    5.02,   46.78,  26.73,      0.875,   12.37,   18.99,  21.71,      3.500,    5.09,   92.29,  26.37,     1.750,    5.16,   45.51,  26.01
            4,      2.250,    5.06,   59.65,  26.51,      1.125,   12.42,   24.31,  21.61,      4.500,    5.14,  117.47,  26.10,     2.250,    5.09,   59.28,  26.35
            5,      2.750,    5.10,   72.44,  26.34,      1.375,   12.45,   29.63,  21.55,      5.500,    5.22,  141.52,  25.73,     2.750,    5.59,   65.98,  23.99
            6,      3.250,    5.18,   84.22,  25.91,      1.625,   12.41,   35.15,  21.63,      6.500,    5.27,  165.69,  25.49,     3.250,    5.54,   78.70,  24.21
            7,      3.750,    5.15,   97.66,  26.04,      1.875,   12.45,   40.43,  21.56,      7.500,    5.32,  189.23,  25.23,     3.750,    5.50,   91.45,  24.39
            8,      4.250,    5.02,  113.52,  26.71,      2.125,   12.51,   45.62,  21.47,      8.500,    5.28,  215.96,  25.41,     4.250,    5.66,  100.86,  23.73
            9,      4.750,    4.85,  131.38,  27.66,      2.375,   12.56,   50.74,  21.36,      9.500,    5.29,  241.13,  25.38,     4.750,    5.64,  113.08,  23.81
           10,      5.250,    4.73,  148.88,  28.36,      2.625,   12.60,   55.93,  21.31,     10.500,    5.05,  278.93,  26.57,     5.250,    5.67,  124.21,  23.66
           11,      5.750,    4.56,  169.36,  29.45,      2.875,   12.67,   60.91,  21.19,     11.500,    5.03,  306.93,  26.69,     5.750,    5.64,  136.78,  23.79
           12,      6.250,    2.42,  346.82,  55.49,      3.125,   12.72,   65.96,  21.11,     12.500,    4.94,  339.71,  27.18,     6.250,    5.83,  143.97,  23.04
           13,      6.750,    2.59,  350.25,  51.89,      3.375,   12.70,   71.36,  21.14,     13.500,    4.65,  389.41,  28.85,     6.750,    5.80,  156.20,  23.14
           14,      7.250,    3.73,  260.56,  35.94,      3.625,   12.71,   76.56,  21.12,     14.500,    2.75,  707.31,  48.78,     7.250,    5.83,  166.77,  23.00
           15,      7.750,    3.56,  291.90,  37.66,      3.875,   12.82,   81.15,  20.94,     15.500,    2.95,  705.91,  45.54,     7.750,    5.77,  180.40,  23.28
           16,      8.250,    3.07,  360.93,  43.75,      4.125,   12.86,   86.09,  20.87,     16.500,    3.09,  716.36,  43.42,     8.250,    5.89,  187.96,  22.78
            0,      0.250,    5.56,    6.04,  24.15,      0.125,   12.43,    2.70,  21.59,      0.500,    5.53,   12.13,  24.25,     0.250,    5.46,    6.14,  24.56
            1,      0.750,    5.51,   18.27,  24.36,      0.375,   12.43,    8.10,  21.60,      1.500,    5.55,   36.29,  24.19,     0.750,    5.51,   18.27,  24.35
            2,      1.250,    5.52,   30.41,  24.33,      0.625,   12.43,   13.49,  21.59,      2.500,    5.56,   60.38,  24.15,     1.250,    5.48,   30.62,  24.49
            3,      1.750,    5.62,   41.81,  23.89,      0.875,   12.44,   18.87,  21.57,      3.500,    5.64,   83.23,  23.78,     1.750,    5.58,   42.10,  24.06
            4,      2.250,    5.68,   53.18,  23.63,      1.125,   12.38,   24.39,  21.68,      4.500,    5.65,  106.97,  23.77,     2.250,    5.63,   53.60,  23.82
            5,      2.750,    5.69,   64.82,  23.57,      1.375,   12.42,   29.71,  21.61,      5.500,    5.69,  129.75,  23.59,     2.750,    5.62,   65.62,  23.86
            6,      3.250,    5.71,   76.44,  23.52,      1.625,   12.45,   35.04,  21.56,      6.500,    5.72,  152.49,  23.46,     3.250,    5.69,   76.71,  23.60
            7,      3.750,    5.70,   88.28,  23.54,      1.875,   12.41,   40.54,  21.62,      7.500,    5.75,  175.14,  23.35,     3.750,    5.57,   90.29,  24.08
            8,      4.250,    5.65,  101.04,  23.78,      2.125,   12.48,   45.70,  21.50,      8.500,    5.77,  197.61,  23.25,     4.250,    5.72,   99.71,  23.46
            9,      4.750,    5.40,  118.12,  24.87,      2.375,   12.50,   51.00,  21.47,      9.500,    5.82,  219.15,  23.07,     4.750,    5.60,  113.92,  23.98
           10,      5.250,    5.31,  132.77,  25.29,      2.625,   12.58,   56.01,  21.34,     10.500,    5.81,  242.51,  23.10,     5.250,    5.59,  126.05,  24.01
           11,      5.750,    2.22,  347.63,  60.46,      2.875,   12.51,   61.67,  21.45,     11.500,    5.88,  262.33,  22.81,     5.750,    5.66,  136.26,  23.70
           12,      6.250,    2.35,  356.79,  57.09,      3.125,   12.68,   66.15,  21.17,     12.500,    5.77,  290.70,  23.26,     6.250,    5.86,  143.22,  22.91
           13,      6.750,    2.60,  348.73,  51.66,      3.375,   12.68,   71.46,  21.17,     13.500,    5.77,  314.24,  23.28,     6.750,    5.80,  156.23,  23.15
           14,      7.250,    5.06,  192.36,  26.53,      3.625,   12.77,   76.18,  21.02,     14.500,    5.15,  378.22,  26.08,     7.250,    5.85,  166.45,  22.96
           15,      7.750,    4.76,  218.59,  28.21,      3.875,   12.85,   80.95,  20.89,     15.500,    3.04,  684.05,  44.13,     7.750,    5.81,  179.06,  23.10
           16,      8.250,    3.07,  360.69,  43.72,      4.125,   12.88,   85.96,  20.84,     16.500,    5.48,  404.32,  24.50,     8.250,    5.95,  186.25,  22.58
            0,      0.250,    5.37,    6.24,  24.98,      0.125,   12.44,    2.70,  21.58,      0.500,    5.46,   12.30,  24.60,     0.250,    5.46,    6.15,  24.60
            1,      0.750,    5.40,   18.64,  24.85,      0.375,   12.43,    8.10,  21.60,      1.500,    5.52,   36.50,  24.33,     0.750,    5.40,   18.65,  24.87
            2,      1.250,    5.47,   30.66,  24.53,      0.625,   12.42,   13.50,  21.61,      2.500,    5.54,   60.60,  24.24,     1.250,    5.49,   30.58,  24.47
            3,      1.750,    5.52,   42.58,  24.33,      0.875,   12.46,   18.86,  21.55,      3.500,    5.56,   84.53,  24.15,     1.750,    5.43,   43.25,  24.72
            4,      2.250,    5.64,   53.53,  23.79,      1.125,   12.47,   24.22,  21.53,      4.500,    5.64,  107.05,  23.79,     2.250,    5.58,   54.16,  24.07
            5,      2.750,    5.60,   65.88,  23.96,      1.375,   12.45,   29.66,  21.57,      5.500,    5.68,  129.91,  23.62,     2.750,    6.26,   58.98,  21.45
            6,      3.250,    5.58,   78.18,  24.05,      1.625,   12.48,   34.94,  21.50,      6.500,    5.68,  153.59,  23.63,     3.250,    6.35,   68.65,  21.12
            7,      3.750,    5.61,   89.68,  23.91,      1.875,   12.40,   40.60,  21.65,      7.500,    5.73,  175.70,  23.43,     3.750,    6.35,   79.29,  21.14
            8,      4.250,    5.70,  100.10,  23.55,      2.125,   12.52,   45.58,  21.45,      8.500,    5.64,  202.31,  23.80,     4.250,    6.36,   89.67,  21.10
            9,      4.750,    5.49,  116.09,  24.44,      2.375,   12.50,   51.00,  21.47,      9.500,    5.75,  221.92,  23.36,     4.750,    6.35,  100.45,  21.15
           10,      5.250,    5.52,  127.60,  24.30,      2.625,   12.51,   56.34,  21.46,     10.500,    5.70,  247.13,  23.54,     5.250,    6.42,  109.70,  20.89
           11,      5.750,    5.43,  142.09,  24.71,      2.875,   12.63,   61.11,  21.26,     11.500,    5.65,  273.17,  23.75,     5.750,    6.43,  119.95,  20.86
           12,      6.250,    5.48,  152.98,  24.48,      3.125,   12.64,   66.37,  21.24,     12.500,    5.73,  292.73,  23.42,     6.250,    6.46,  129.87,  20.78
           13,      6.750,    5.36,  168.87,  25.02,      3.375,   12.57,   72.10,  21.36,     13.500,    5.58,  324.61,  24.05,     6.750,    6.44,  140.59,  20.83
           14,      7.250,    5.04,  192.99,  26.62,      3.625,   12.83,   75.86,  20.93,     14.500,    5.53,  351.76,  24.26,     7.250,    6.42,  151.46,  20.89
           15,      7.750,    2.99,  347.52,  44.84,      3.875,   12.76,   81.53,  21.04,     15.500,    5.47,  380.10,  24.52,     7.750,    6.45,  161.32,  20.81
           16,      8.250,    3.15,  351.43,  42.60,      4.125,   12.81,   86.45,  20.96,     16.500,    5.32,  416.06,  25.22,     8.250,    6.51,  170.05,  20.61
           17,      8.750,    3.23,  363.51,  41.54,      4.375,   12.71,   92.37,  21.11,     17.500,    3.30,  711.02,  40.63,     8.750,    5.94,  197.70,  22.59
           18,      9.250,    3.41,  364.09,  39.36,      4.625,   12.73,   97.54,  21.09,     18.500,    3.44,  722.75,  39.07,     9.250,    5.92,  209.69,  22.67
           20,     10.250,    3.75,  366.67,  35.77,      5.125,   12.89,  106.75,  20.83,     20.500,    3.75,  734.15,  35.81,    10.250,    6.12,  224.96,  21.95
           22,     11.250,    4.10,  368.09,  32.72,      5.625,   12.60,  119.82,  21.30,     22.500,    4.11,  734.53,  32.65,    11.250,    6.23,  242.37,  21.54
           24,     12.250,    4.45,  369.20,  30.14,      6.125,   12.93,  127.12,  20.75,     24.500,    4.45,  739.07,  30.17,    12.250,    6.43,  255.76,  20.88
           28,     14.250,    5.25,  364.16,  25.56,      7.125,   13.08,  146.24,  20.52,     28.500,    5.23,  731.31,  25.66,    14.250,    6.82,  280.36,  19.67
           32,     16.250,    5.86,  372.04,  22.89,      8.125,   12.70,  171.68,  21.13,     32.500,    5.86,  743.82,  22.89,    16.250,    7.30,  298.89,  18.39
           40,     20.250,    7.27,  373.78,  18.46,     10.125,   14.49,  187.58,  18.53,     40.500,    7.45,  730.08,  18.03,    20.250,    8.83,  307.91,  15.21
           48,     24.250,    8.69,  374.73,  15.45,     12.125,   17.32,  187.95,  15.50,     48.500,    8.85,  735.68,  15.17,    24.250,   10.47,  310.86,  12.82
           56,     28.250,   10.10,  375.31,  13.29,     14.125,   20.15,  188.18,  13.32,     56.500,   10.57,  717.25,  12.69,    28.250,   12.13,  312.47,  11.06
           64,     32.250,   11.73,  369.11,  11.45,     16.125,   23.40,  185.01,  11.47,     64.500,   12.26,  706.10,  10.95,    32.250,   13.81,  313.40,   9.72
           80,     40.250,   14.33,  376.89,   9.36,     20.125,   28.63,  188.71,   9.38,     80.500,   15.58,  693.53,   8.62,    40.250,   17.15,  314.98,   7.83
           96,     48.250,   17.17,  377.21,   7.82,     24.125,   34.93,  185.39,   7.68,     96.500,   19.28,  671.72,   6.96,    48.250,   20.85,  310.65,   6.44
          128,     64.250,   23.28,  370.37,   5.76,     32.125,   46.45,  185.64,   5.78,    128.500,   26.52,  650.35,   5.06,    64.250,   27.19,  317.12,   4.94
          192,     96.250,   35.89,  359.90,   3.74,     48.125,   68.48,  188.64,   3.92,    192.500,   44.92,  575.23,   2.99,    96.250,   40.54,  318.63,   3.31
          256,    128.250,   45.89,  375.12,   2.92,     64.125,   92.70,  185.69,   2.90,    256.500,   68.62,  501.72,   1.96,   128.250,   53.93,  319.21,   2.49
          512,    256.250,   91.33,  376.56,   1.47,    128.125,  181.50,  189.50,   1.48,    512.500,  177.55,  387.42,   0.76,   256.250,  107.47,  320.02,   1.25
         1024,    512.250,  182.18,  377.38,   0.74,    256.125,  362.48,  189.67,   0.74,   1024.500,  376.73,  365.00,   0.36,   512.250,  218.74,  314.32,   0.61
          17,      8.750,    3.24,  362.94,  41.48,      4.375,   12.79,   91.83,  20.99,     17.500,    3.28,  715.24,  40.87,     8.750,    5.89,  199.28,  22.78
           18,      9.250,    3.41,  363.98,  39.35,      4.625,   12.93,   95.99,  20.76,     18.500,    3.41,  728.83,  39.40,     9.250,    5.96,  208.35,  22.52
           20,     10.250,    3.76,  366.07,  35.71,      5.125,   13.04,  105.48,  20.58,     20.500,    3.83,  718.63,  35.06,    10.250,    6.07,  226.60,  22.11
           22,     11.250,    4.10,  368.18,  32.73,      5.625,   13.03,  115.89,  20.60,     22.500,    4.10,  737.10,  32.76,    11.250,    6.07,  248.74,  22.11
           24,     12.250,    4.46,  369.03,  30.12,      6.125,   13.23,  124.27,  20.29,     24.500,    4.45,  738.90,  30.16,    12.250,    6.32,  260.06,  21.23
           28,     14.250,    5.25,  364.37,  25.57,      7.125,   13.08,  146.19,  20.52,     28.500,    5.23,  730.74,  25.64,    14.250,    6.39,  299.37,  21.01
           32,     16.250,    5.86,  372.23,  22.91,      8.125,   12.42,  175.55,  21.61,     32.500,    5.87,  743.43,  22.87,    16.250,    7.15,  305.02,  18.77
           40,     20.250,    7.40,  367.06,  18.13,     10.125,   14.50,  187.50,  18.52,     40.500,    7.31,  743.89,  18.37,    20.250,    8.80,  308.95,  15.26
           48,     24.250,    8.85,  367.97,  15.17,     12.125,   17.31,  187.98,  15.50,     48.500,    8.94,  728.01,  15.01,    24.250,   10.47,  310.79,  12.82
           56,     28.250,   10.10,  375.50,  13.29,     14.125,   20.15,  188.22,  13.33,     56.500,   10.63,  713.65,  12.63,    28.250,   12.13,  312.68,  11.07
           64,     32.250,   11.51,  375.94,  11.66,     16.125,   23.40,  185.02,  11.47,     64.500,   12.19,  710.19,  11.01,    32.250,   14.04,  308.21,   9.56
           80,     40.250,   14.33,  376.91,   9.36,     20.125,   28.63,  188.72,   9.38,     80.500,   15.77,  685.24,   8.51,    40.250,   17.16,  314.79,   7.82
           96,     48.250,   17.17,  377.27,   7.82,     24.125,   34.93,  185.40,   7.68,     96.500,   19.02,  681.01,   7.06,    48.250,   20.48,  316.16,   6.55
          128,     64.250,   23.28,  370.41,   5.77,     32.125,   46.46,  185.63,   5.78,    128.500,   26.56,  649.42,   5.05,    64.250,   27.68,  311.49,   4.85
          192,     96.250,   35.15,  367.54,   3.82,     48.125,   68.47,  188.69,   3.92,    192.500,   44.12,  585.59,   3.04,    96.250,   41.31,  312.69,   3.25
          256,    128.250,   45.87,  375.26,   2.93,     64.125,   91.07,  189.01,   2.95,    256.500,   67.85,  507.43,   1.98,   128.250,   54.90,  313.54,   2.44
          512,    256.250,   91.33,  376.56,   1.47,    128.125,  181.44,  189.56,   1.48,    512.500,  177.72,  387.05,   0.76,   256.250,  107.50,  319.94,   1.25
         1024,    512.250,  182.18,  377.39,   0.74,    256.125,  362.43,  189.70,   0.74,   1024.500,  370.53,  371.11,   0.36,   512.250,  218.80,  314.23,   0.61
          17,      8.750,    3.23,  363.51,  41.54,      4.375,   12.87,   91.23,  20.85,     17.500,    3.24,  725.87,  41.48,     8.750,    6.01,  195.35,  22.33
           18,      9.250,    3.40,  364.75,  39.43,      4.625,   12.87,   96.48,  20.86,     18.500,    3.42,  725.78,  39.23,     9.250,    5.98,  207.78,  22.46
           20,     10.250,    3.74,  367.37,  35.84,      5.125,   13.00,  105.85,  20.65,     20.500,    3.75,  732.94,  35.75,    10.250,    6.20,  221.84,  21.64
           22,     11.250,    4.09,  369.29,  32.83,      5.625,   13.02,  116.02,  20.63,     22.500,    4.09,  738.20,  32.81,    11.250,    6.16,  245.23,  21.80
           24,     12.250,    4.44,  370.05,  30.21,      6.125,   13.06,  125.87,  20.55,     24.500,    4.44,  739.92,  30.20,    12.250,    6.05,  271.82,  22.19
           28,     14.250,    5.15,  371.33,  26.06,      7.125,   13.35,  143.22,  20.10,     28.500,    5.24,  730.31,  25.63,    14.250,    6.36,  300.91,  21.12
           32,     16.250,    5.86,  372.10,  22.90,      8.125,   12.39,  175.98,  21.66,     32.500,    5.86,  743.82,  22.89,    16.250,    7.14,  305.50,  18.80
           40,     20.250,    7.40,  367.16,  18.13,     10.125,   14.49,  187.58,  18.53,     40.500,    7.43,  731.29,  18.06,    20.250,    8.78,  309.67,  15.29
           48,     24.250,    8.85,  367.88,  15.17,     12.125,   17.31,  188.04,  15.51,     48.500,    8.84,  736.62,  15.19,    24.250,   10.45,  311.40,  12.84
           56,     28.250,   10.10,  375.57,  13.29,     14.125,   20.14,  188.23,  13.33,     56.500,   10.61,  714.75,  12.65,    28.250,   12.13,  312.68,  11.07
           64,     32.250,   11.73,  369.11,  11.45,     16.125,   22.97,  188.48,  11.69,     64.500,   12.05,  718.34,  11.14,    32.250,   13.79,  313.79,   9.73
           80,     40.250,   14.34,  376.83,   9.36,     20.125,   29.17,  185.22,   9.20,     80.500,   15.50,  697.05,   8.66,    40.250,   17.14,  315.23,   7.83
           96,     48.250,   17.16,  377.30,   7.82,     24.125,   34.93,  185.39,   7.68,     96.500,   18.97,  682.85,   7.08,    48.250,   20.49,  316.10,   6.55
          128,     64.250,   23.28,  370.38,   5.76,     32.125,   45.59,  189.14,   5.89,    128.500,   26.27,  656.64,   5.11,    64.250,   27.18,  317.31,   4.94
          192,     96.250,   35.89,  359.94,   3.74,     48.125,   69.88,  184.87,   3.84,    192.500,   44.58,  579.53,   3.01,    96.250,   40.54,  318.63,   3.31
          256,    128.250,   46.73,  368.35,   2.87,     64.125,   94.42,  182.31,   2.84,    256.500,   68.40,  503.29,   1.96,   128.250,   53.94,  319.10,   2.49
          512,    256.250,   91.64,  375.30,   1.46,    128.125,  184.88,  186.03,   1.45,    512.500,  178.55,  385.25,   0.75,   256.250,  107.54,  319.82,   1.25
         1024,    512.250,  185.62,  370.39,   0.72,    256.125,  369.23,  186.20,   0.73,   1024.500,  371.61,  370.03,   0.36,   512.250,  218.97,  313.98,   0.61
          17,      8.750,    3.22,  364.20,  41.62,      4.375,   12.80,   91.74,  20.97,     17.500,    3.22,  728.41,  41.62,     8.750,    6.13,  191.69,  21.91
           18,      9.250,    3.40,  364.64,  39.42,      4.625,   12.92,   96.10,  20.78,     18.500,    3.39,  732.80,  39.61,     9.250,    6.19,  200.66,  21.69
           20,     10.250,    3.74,  367.68,  35.87,      5.125,   12.91,  106.58,  20.80,     20.500,    3.77,  728.97,  35.56,    10.250,    6.31,  218.13,  21.28
           22,     11.250,    4.09,  368.73,  32.78,      5.625,   13.04,  115.77,  20.58,     22.500,    4.10,  735.99,  32.71,    11.250,    6.25,  241.73,  21.49
           24,     12.250,    4.36,  376.73,  30.75,      6.125,   12.94,  127.03,  20.74,     24.500,    4.45,  739.58,  30.19,    12.250,    6.27,  262.10,  21.40
           28,     14.250,    5.15,  371.62,  26.08,      7.125,   12.98,  147.38,  20.69,     28.500,    5.24,  730.60,  25.64,    14.250,    6.42,  298.13,  20.92
           32,     16.250,    5.86,  372.36,  22.91,      8.125,   13.10,  166.52,  20.49,     32.500,    5.86,  744.21,  22.90,    16.250,    7.25,  300.75,  18.51
           40,     20.250,    7.27,  373.73,  18.46,     10.125,   14.76,  184.19,  18.19,     40.500,    7.44,  730.28,  18.03,    20.250,    8.79,  309.35,  15.28
