Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Half precision ops,,,,                Integer operations,,, 
           11,      5.750,   12.21,   63.23,  11.00,      2.875,   41.21,   18.73,   6.51,     11.500,   15.13,  102.00,   8.87,     5.750,   15.79,   48.88,   8.50
           12,      6.250,   11.85,   70.81,  11.33,      3.125,   42.55,   19.71,   6.31,     12.500,   14.94,  112.32,   8.99,     6.250,   15.92,   52.70,   8.43
           13,      6.750,   15.97,   56.75,   8.41,      3.375,   33.26,   27.24,   8.07,     13.500,   14.72,  123.11,   9.12,     6.750,   15.94,   56.83,   8.42
           14,      7.250,   13.27,   73.32,  10.11,      3.625,   42.72,   22.78,   6.28,     14.500,   14.90,  130.61,   9.01,     7.250,   16.03,   60.72,   8.37
           15,      7.750,    8.64,  120.37,  15.53,      3.875,   41.17,   25.27,   6.52,     15.500,   15.06,  138.15,   8.91,     7.750,   16.06,   64.76,   8.36
           16,      8.250,    8.87,  124.90,  15.14,      4.125,   55.44,   19.97,   4.84,     16.500,   18.66,  118.66,   7.19,     8.250,   20.62,   53.70,   6.51
            0,      0.250,   13.68,    2.45,   9.81,      0.125,   39.86,    0.84,   6.73,      0.500,   15.91,    4.22,   8.44,     0.250,   14.66,    2.29,   9.15
            1,      0.750,   13.57,    7.42,   9.89,      0.375,   41.86,    2.40,   6.41,      1.500,   16.03,   12.56,   8.37,     0.750,   16.05,    6.27,   8.36
            2,      1.250,   11.32,   14.82,  11.86,      0.625,   37.32,    4.49,   7.19,      2.500,   16.00,   20.98,   8.39,     1.250,   15.08,   11.13,   8.90
            3,      1.750,   12.23,   19.21,  10.97,      0.875,   42.53,    5.52,   6.31,      3.500,   15.78,   29.78,   8.51,     1.750,   11.10,   21.16,  12.09
            4,      2.250,   16.04,   18.82,   8.37,      1.125,   37.93,    7.96,   7.08,      4.500,   16.05,   37.63,   8.36,     2.250,   16.03,   18.84,   8.37
            5,      2.750,   11.37,   32.47,  11.81,      1.375,   41.42,    8.91,   6.48,      5.500,   14.41,   51.23,   9.32,     2.750,   15.12,   24.42,   8.88
            6,      3.250,   16.04,   27.20,   8.37,      1.625,   42.53,   10.26,   6.31,      6.500,   18.49,   47.18,   7.26,     3.250,   22.02,   19.81,   6.09
            7,      3.750,   20.83,   24.17,   6.44,      1.875,   35.98,   13.99,   7.46,      7.500,   16.04,   62.76,   8.37,     3.750,   22.15,   22.73,   6.06
            8,      4.250,   20.90,   27.29,   6.42,      2.125,   39.91,   14.29,   6.73,      8.500,   20.71,   55.10,   6.48,     4.250,   22.21,   25.68,   6.04
            9,      4.750,   15.76,   40.46,   8.52,      2.375,   40.27,   15.83,   6.67,      9.500,   20.88,   61.06,   6.43,     4.750,   22.26,   28.63,   6.03
           10,      5.250,   20.89,   33.73,   6.43,      2.625,   42.42,   16.61,   6.33,     10.500,   20.02,   70.38,   6.70,     5.250,   19.87,   35.45,   6.75
           11,      5.750,   20.83,   37.04,   6.44,      2.875,   37.79,   20.42,   7.10,     11.500,   20.87,   73.96,   6.43,     5.750,   22.33,   34.55,   6.01
           12,      6.250,   20.89,   40.16,   6.43,      3.125,   42.53,   19.72,   6.31,     12.500,   13.90,  120.73,   9.66,     6.250,   22.35,   37.53,   6.00
           13,      6.750,   20.75,   43.66,   6.47,      3.375,   42.79,   21.17,   6.27,     13.500,   21.89,   82.76,   6.13,     6.750,   17.71,   51.16,   7.58
           14,      7.250,   20.98,   46.38,   6.40,      3.625,   42.69,   22.79,   6.29,     14.500,   21.12,   92.14,   6.35,     7.250,   22.54,   43.16,   5.95
           15,      7.750,   20.92,   49.72,   6.42,      3.875,   42.93,   24.23,   6.25,     15.500,   21.41,   97.15,   6.27,     7.750,   22.44,   46.35,   5.98
           16,      8.250,   17.79,   62.26,   7.55,      4.125,   43.39,   25.52,   6.19,     16.500,   24.43,   90.65,   5.49,     8.250,   29.50,   37.54,   4.55
            0,      0.250,   15.80,    2.12,   8.49,      0.125,   35.91,    0.93,   7.48,      0.500,   15.61,    4.30,   8.60,     0.250,   15.66,    2.14,   8.57
            1,      0.750,   15.58,    6.46,   8.61,      0.375,   35.85,    2.81,   7.49,      1.500,   12.83,   15.69,  10.46,     0.750,   11.18,    9.00,  12.00
            2,      1.250,   13.25,   12.66,  10.13,      0.625,   29.12,    5.76,   9.22,      2.500,   15.72,   21.34,   8.54,     1.250,   15.17,   11.06,   8.85
            3,      1.750,   15.86,   14.81,   8.46,      0.875,   43.32,    5.42,   6.20,      3.500,   15.00,   31.32,   8.95,     1.750,   14.73,   15.94,   9.11
            4,      2.250,   15.88,   19.02,   8.45,      1.125,   41.89,    7.21,   6.41,      4.500,   13.53,   44.65,   9.92,     2.250,   14.80,   20.40,   9.07
            5,      2.750,   14.27,   25.87,   9.41,      1.375,   43.91,    8.41,   6.11,      5.500,   16.00,   46.15,   8.39,     2.750,   16.68,   22.13,   8.05
            6,      3.250,   15.80,   27.62,   8.50,      1.625,   34.41,   12.68,   7.80,      6.500,   15.79,   55.26,   8.50,     3.250,   21.43,   20.35,   6.26
            7,      3.750,   11.67,   43.12,  11.50,      1.875,   42.62,   11.81,   6.30,      7.500,   15.89,   63.35,   8.45,     3.750,   16.17,   31.13,   8.30
            8,      4.250,   13.54,   42.13,   9.91,      2.125,   35.44,   16.10,   7.57,      8.500,   16.10,   70.84,   8.33,     4.250,   16.30,   35.00,   8.23
            9,      4.750,   15.77,   40.42,   8.51,      2.375,   43.81,   14.55,   6.13,      9.500,   11.37,  112.11,  11.80,     4.750,   21.29,   29.95,   6.31
           10,      5.250,   15.69,   44.90,   8.55,      2.625,   46.86,   15.04,   5.73,     10.500,   15.82,   89.10,   8.49,     5.250,   21.61,   32.61,   6.21
           11,      5.750,   15.65,   49.30,   8.57,      2.875,   41.48,   18.60,   6.47,     11.500,   11.40,  135.36,  11.77,     5.750,   21.51,   35.88,   6.24
           12,      6.250,    7.83,  107.18,  17.15,      3.125,   43.84,   19.14,   6.12,     12.500,   15.55,  107.88,   8.63,     6.250,   16.31,   51.43,   8.23
           13,      6.750,   15.28,   59.29,   8.78,      3.375,   43.78,   20.69,   6.13,     13.500,   15.63,  115.92,   8.59,     6.750,   21.70,   41.75,   6.18
           14,      7.250,   14.87,   65.45,   9.03,      3.625,   44.59,   21.82,   6.02,     14.500,   15.44,  126.01,   8.69,     7.250,   21.74,   44.77,   6.18
           15,      7.750,   14.54,   71.56,   9.23,      3.875,   44.32,   23.47,   6.06,     15.500,   15.35,  135.52,   8.74,     7.750,   22.09,   47.10,   6.08
           16,      8.250,    8.92,  124.16,  15.05,      4.125,   49.50,   22.37,   5.42,     16.500,   14.20,  155.90,   9.45,     8.250,   28.95,   38.25,   4.64
            0,      0.250,   14.53,    2.31,   9.23,      0.125,   38.65,    0.87,   6.95,      0.500,   11.08,    6.06,  12.12,     0.250,   15.58,    2.15,   8.61
            1,      0.750,   12.90,    7.80,  10.40,      0.375,   34.92,    2.88,   7.69,      1.500,   13.49,   14.92,   9.95,     0.750,   14.41,    6.98,   9.31
            2,      1.250,   11.13,   15.07,  12.06,      0.625,   35.24,    4.76,   7.62,      2.500,   11.10,   30.22,  12.09,     1.250,   15.83,   10.60,   8.48
            3,      1.750,   15.82,   14.85,   8.48,      0.875,   34.38,    6.83,   7.81,      3.500,   12.84,   36.58,  10.45,     1.750,   14.70,   15.98,   9.13
            4,      2.250,   14.55,   20.76,   9.23,      1.125,   39.89,    7.57,   6.73,      4.500,   11.19,   53.99,  12.00,     2.250,   14.88,   20.30,   9.02
            5,      2.750,   14.60,   25.28,   9.19,      1.375,   40.61,    9.09,   6.61,      5.500,   13.60,   54.29,   9.87,     2.750,   21.40,   17.25,   6.27
            6,      3.250,   13.40,   32.56,  10.02,      1.625,   39.82,   10.95,   6.74,      6.500,   11.88,   73.46,  11.30,     3.250,   21.37,   20.41,   6.28
            7,      3.750,   10.94,   46.01,  12.27,      1.875,   31.40,   16.03,   8.55,      7.500,   15.92,   63.25,   8.43,     3.750,   20.64,   24.39,   6.50
            8,      4.250,   15.80,   36.10,   8.49,      2.125,   42.67,   13.37,   6.29,      8.500,   15.90,   71.75,   8.44,     4.250,   20.90,   27.29,   6.42
            9,      4.750,   15.79,   40.38,   8.50,      2.375,   42.51,   15.00,   6.31,      9.500,   15.90,   80.18,   8.44,     4.750,   21.47,   29.69,   6.25
           10,      5.250,   15.08,   46.73,   8.90,      2.625,   41.35,   17.04,   6.49,     10.500,   15.88,   88.75,   8.45,     5.250,   18.43,   38.23,   7.28
           11,      5.750,   15.54,   49.66,   8.64,      2.875,   42.62,   18.11,   6.30,     11.500,   17.73,   87.08,   7.57,     5.750,   18.00,   42.88,   7.46
           12,      6.250,    8.42,   99.66,  15.95,      3.125,   42.46,   19.76,   6.32,     12.500,   11.30,  148.46,  11.88,     6.250,   21.80,   38.48,   6.16
           13,      6.750,    8.00,  113.31,  16.79,      3.375,   42.70,   21.22,   6.29,     13.500,   15.95,  113.58,   8.41,     6.750,   19.88,   45.58,   6.75
           14,      7.250,   16.43,   59.23,   8.17,      3.625,   37.36,   26.05,   7.19,     14.500,   16.07,  121.12,   8.35,     7.250,   21.88,   44.48,   6.14
           15,      7.750,   15.31,   67.96,   8.77,      3.875,   32.14,   32.37,   8.35,     15.500,   13.67,  152.16,   9.82,     7.750,   21.78,   47.76,   6.16
           16,      8.250,   14.68,   75.43,   9.14,      4.125,   43.19,   25.64,   6.21,     16.500,   13.96,  158.67,   9.62,     8.250,   22.36,   49.52,   6.00
            0,      0.250,   13.38,    2.51,  10.03,      0.125,   38.72,    0.87,   6.93,      0.500,   15.68,    4.28,   8.56,     0.250,   10.94,    3.07,  12.27
            1,      0.750,   10.84,    9.29,  12.38,      0.375,   43.36,    2.32,   6.19,      1.500,   15.23,   13.22,   8.81,     0.750,   11.30,    8.91,  11.88
            2,      1.250,   15.74,   10.66,   8.53,      0.625,   40.54,    4.14,   6.62,      2.500,   12.13,   27.67,  11.07,     1.250,   11.01,   15.24,  12.20
            3,      1.750,   15.80,   14.86,   8.49,      0.875,   40.64,    5.78,   6.61,      3.500,   15.89,   29.57,   8.45,     1.750,   15.93,   14.74,   8.42
            4,      2.250,   11.16,   27.06,  12.03,      1.125,   44.07,    6.85,   6.09,      4.500,   11.08,   54.49,  12.11,     2.250,   11.14,   27.10,  12.05
            5,      2.750,   11.01,   33.53,  12.19,      1.375,   40.71,    9.07,   6.59,      5.500,   16.08,   45.91,   8.35,     2.750,   16.12,   22.89,   8.33
            6,      3.250,   15.93,   27.38,   8.42,      1.625,   42.29,   10.31,   6.35,      6.500,   13.72,   63.60,   9.79,     3.250,   19.21,   22.71,   6.99
            7,      3.750,   15.88,   31.70,   8.45,      1.875,   44.03,   11.43,   6.10,      7.500,   15.97,   63.05,   8.41,     3.750,   21.25,   23.68,   6.32
            8,      4.250,   15.93,   35.81,   8.43,      2.125,   36.83,   15.49,   7.29,      8.500,   16.01,   71.27,   8.38,     4.250,   21.55,   26.47,   6.23
            9,      4.750,   10.90,   58.50,  12.32,      2.375,   43.66,   14.60,   6.15,      9.500,   16.07,   79.33,   8.35,     4.750,   21.68,   29.40,   6.19
           10,      5.250,   15.69,   44.92,   8.56,      2.625,   42.13,   16.72,   6.37,     10.500,   15.84,   88.97,   8.47,     5.250,   21.53,   32.73,   6.23
           11,      5.750,   12.52,   61.65,  10.72,      2.875,   40.87,   18.88,   6.57,     11.500,   15.79,   97.75,   8.50,     5.750,   16.61,   46.46,   8.08
           12,      6.250,   15.23,   55.07,   8.81,      3.125,   44.01,   19.06,   6.10,     12.500,   10.89,  154.12,  12.33,     6.250,   21.71,   38.64,   6.18
           13,      6.750,   14.69,   61.66,   9.13,      3.375,   44.44,   20.39,   6.04,     13.500,   15.65,  115.76,   8.57,     6.750,   22.12,   40.95,   6.07
           14,      7.250,   14.98,   64.96,   8.96,      3.625,   35.16,   27.68,   7.64,     14.500,   15.62,  124.63,   8.59,     7.250,   22.09,   44.05,   6.08
           15,      7.750,   14.45,   71.99,   9.29,      3.875,   38.61,   26.94,   6.95,     15.500,   15.42,  134.88,   8.70,     7.750,   22.16,   46.94,   6.06
           16,      8.250,    9.03,  122.56,  14.86,      4.125,   55.83,   19.83,   4.81,     16.500,   20.25,  109.38,   6.63,     8.250,   23.29,   47.55,   5.76
           17,      8.750,   14.89,   78.87,   9.01,      4.375,   48.36,   24.28,   5.55,     17.500,   19.15,  122.67,   7.01,     8.750,   24.90,   47.17,   5.39
           18,      9.250,   19.22,   64.60,   6.98,      4.625,   53.16,   23.35,   5.05,     18.500,   20.20,  122.92,   6.64,     9.250,   24.77,   50.13,   5.42
           20,     10.250,   17.92,   76.77,   7.49,      5.125,   43.80,   31.41,   6.13,     20.500,   10.69,  257.50,  12.56,    10.250,   22.06,   62.35,   6.08
           22,     11.250,   10.00,  150.94,  13.42,      5.625,   30.88,   48.90,   8.69,     22.500,   10.85,  278.22,  12.37,    11.250,   18.18,   83.06,   7.38
           24,     12.250,   12.60,  130.53,  10.66,      6.125,   23.94,   68.67,  11.21,     24.500,   10.57,  311.20,  12.70,    12.250,   21.58,   76.18,   6.22
           28,     14.250,   15.42,  124.02,   8.70,      7.125,   31.39,   60.93,   8.55,     28.500,   15.70,  243.63,   8.55,    14.250,   21.69,   88.17,   6.19
           32,     16.250,   18.56,  117.50,   7.23,      8.125,   37.24,   58.56,   7.21,     32.500,   13.71,  318.11,   9.79,    16.250,   17.57,  124.16,   7.64
           40,     20.250,   15.61,  174.15,   8.60,     10.125,   30.05,   90.46,   8.93,     40.500,   22.77,  238.68,   5.89,    20.250,   19.84,  137.00,   6.77
           48,     24.250,   23.75,  137.03,   5.65,     12.125,   50.05,   65.03,   5.36,     48.500,   29.29,  222.24,   4.58,    24.250,   32.77,   99.32,   4.10
           56,     28.250,   30.44,  124.56,   4.41,     14.125,   65.45,   57.93,   4.10,     56.500,   26.42,  287.07,   5.08,    28.250,   36.69,  103.35,   3.66
           64,     32.250,   23.84,  181.57,   5.63,     16.125,   72.38,   59.80,   3.71,     64.500,   30.84,  280.69,   4.35,    32.250,   43.24,  100.11,   3.10
           80,     40.250,   41.57,  129.96,   3.23,     20.125,   86.47,   62.48,   3.10,     80.500,   45.62,  236.86,   2.94,    40.250,   46.53,  116.11,   2.88
           96,     48.250,   51.68,  125.31,   2.60,     24.125,   83.82,   77.26,   3.20,     96.500,   58.04,  223.17,   2.31,    48.250,   60.25,  107.49,   2.23
          128,     64.250,   64.10,  134.53,   2.09,     32.125,  132.69,   64.99,   2.02,    128.500,  106.89,  161.35,   1.26,    64.250,  101.39,   85.05,   1.32
          192,     96.250,  122.06,  105.84,   1.10,     48.125,  261.00,   49.50,   1.03,    192.500,  170.76,  151.30,   0.79,    96.250,  168.46,   76.69,   0.80
          256,    128.250,  173.57,   99.17,   0.77,     64.125,  376.53,   45.72,   0.71,    256.500,  278.66,  123.54,   0.48,   128.250,  209.35,   82.22,   0.64
          512,    256.250,  367.95,   93.47,   0.36,    128.125,  746.67,   46.06,   0.36,    512.500,  736.96,   93.34,   0.18,   256.250,  448.79,   76.64,   0.30
         1024,    512.250,  609.84,  112.74,   0.22,    256.125, 1211.40,   56.76,   0.22,   1024.500, 1353.39,  101.60,   0.10,   512.250,  748.31,   91.88,   0.18
          17,      8.750,    5.53,  212.31,  24.26,      4.375,   25.25,   46.52,  10.63,     17.500,   14.47,  162.36,   9.28,     8.750,   18.19,   64.56,   7.38
           18,      9.250,    8.00,  155.22,  16.78,      4.625,   39.84,   31.16,   6.74,     18.500,   13.02,  190.72,  10.31,     9.250,   16.59,   74.82,   8.09
           20,     10.250,    8.85,  155.42,  15.16,      5.125,   33.57,   40.98,   8.00,     20.500,   14.94,  184.22,   8.99,    10.250,   17.74,   77.53,   7.56
           22,     11.250,    9.91,  152.30,  13.54,      5.625,   32.59,   46.34,   8.24,     22.500,    7.25,  416.31,  18.50,    11.250,   17.59,   85.85,   7.63
           24,     12.250,   10.33,  159.16,  12.99,      6.125,   42.89,   38.33,   6.26,     24.500,   12.76,  257.75,  10.52,    12.250,   26.40,   62.29,   5.08
           28,     14.250,   13.19,  144.98,  10.17,      7.125,   36.22,   52.81,   7.41,     28.500,   13.73,  278.56,   9.77,    14.250,   19.40,   98.57,   6.92
           32,     16.250,   14.09,  154.77,   9.52,      8.125,   35.32,   61.74,   7.60,     32.500,   15.35,  284.25,   8.75,    16.250,   17.53,  124.42,   7.66
           40,     20.250,   21.72,  125.12,   6.18,     10.125,   45.85,   59.28,   5.86,     40.500,   22.10,  245.96,   6.07,    20.250,   23.67,  114.85,   5.67
           48,     24.250,   25.06,  129.88,   5.36,     12.125,   52.24,   62.31,   5.14,     48.500,   28.30,  229.98,   4.74,    24.250,   33.02,   98.58,   4.07
           56,     28.250,   10.75,  352.65,  12.48,     14.125,   63.76,   59.47,   4.21,     56.500,   29.50,  257.10,   4.55,    28.250,   40.85,   92.82,   3.29
           64,     32.250,   70.79,   61.14,   1.90,     16.125,   72.56,   59.65,   3.70,     64.500,   37.77,  229.23,   3.55,    32.250,   41.66,  103.91,   3.22
           80,     40.250,   26.27,  205.65,   5.11,     20.125,   82.81,   65.24,   3.24,     80.500,   48.67,  222.01,   2.76,    40.250,   49.34,  109.49,   2.72
           96,     48.250,   47.11,  137.45,   2.85,     24.125,   70.64,   91.67,   3.80,     96.500,   71.50,  181.15,   1.88,    48.250,   80.53,   80.41,   1.67
          128,     64.250,   89.44,   96.42,   1.50,     32.125,  175.89,   49.03,   1.53,    128.500,  109.87,  156.98,   1.22,    64.250,   89.16,   96.71,   1.51
          192,     96.250,  143.97,   89.73,   0.93,     48.125,  280.48,   46.06,   0.96,    192.500,  180.44,  143.19,   0.74,    96.250,  172.42,   74.92,   0.78
          256,    128.250,  188.95,   91.10,   0.71,     64.125,  381.80,   45.08,   0.70,    256.500,  295.89,  116.35,   0.45,   128.250,  225.94,   76.19,   0.59
          512,    256.250,  383.74,   89.63,   0.35,    128.125,  745.71,   46.12,   0.36,    512.500,  797.96,   86.20,   0.17,   256.250,  358.31,   95.99,   0.37
         1024,    512.250,  563.03,  122.11,   0.24,    256.125, 1248.89,   55.05,   0.21,   1024.500, 1348.69,  101.96,   0.10,   512.250,  761.17,   90.33,   0.18
          17,      8.750,    8.98,  130.71,  14.94,      4.375,   48.63,   24.15,   5.52,     17.500,   19.44,  120.85,   6.91,     8.750,   19.07,   61.57,   7.04
           18,      9.250,   11.03,  112.55,  12.17,      4.625,   51.04,   24.33,   5.26,     18.500,   19.13,  129.80,   7.02,     9.250,   26.39,   47.05,   5.09
           20,     10.250,   15.36,   89.55,   8.74,      5.125,   52.40,   26.25,   5.12,     20.500,   19.21,  143.20,   6.99,    10.250,   24.33,   56.53,   5.52
           22,     11.250,   18.95,   79.66,   7.08,      5.625,   50.20,   30.08,   5.35,     22.500,   14.52,  208.04,   9.25,    11.250,   28.39,   53.19,   4.73
           24,     12.250,   19.35,   84.99,   6.94,      6.125,   45.11,   36.45,   5.95,     24.500,   16.26,  202.21,   8.25,    12.250,   24.60,   66.82,   5.45
           28,     14.250,   14.55,  131.47,   9.23,      7.125,   33.06,   57.85,   8.12,     28.500,   10.77,  355.29,  12.47,    14.250,   20.28,   94.33,   6.62
           32,     16.250,   11.34,  192.32,  11.83,      8.125,   30.96,   70.44,   8.67,     32.500,   13.68,  318.80,   9.81,    16.250,   22.07,   98.82,   6.08
           40,     20.250,   15.45,  175.94,   8.69,     10.125,   47.74,   56.93,   5.62,     40.500,   15.44,  351.95,   8.69,    20.250,   24.51,  110.91,   5.48
           48,     24.250,   19.63,  165.81,   6.84,     12.125,   49.95,   65.16,   5.37,     48.500,   25.60,  254.26,   5.24,    24.250,   35.62,   91.36,   3.77
           56,     28.250,   24.27,  156.20,   5.53,     14.125,   56.42,   67.20,   4.76,     56.500,   34.11,  222.33,   3.94,    28.250,   33.07,  114.65,   4.06
           64,     32.250,   31.70,  136.56,   4.23,     16.125,   65.19,   66.40,   4.12,     64.500,   28.61,  302.58,   4.69,    32.250,   41.79,  103.58,   3.21
           80,     40.250,   42.94,  125.80,   3.13,     20.125,   84.94,   63.60,   3.16,     80.500,   49.63,  217.70,   2.70,    40.250,   48.10,  112.30,   2.79
           96,     48.250,   35.34,  183.27,   3.80,     24.125,   97.71,   66.28,   2.75,     96.500,   55.01,  235.46,   2.44,    48.250,   60.11,  107.73,   2.23
          128,     64.250,   61.22,  140.85,   2.19,     32.125,  139.63,   61.76,   1.92,    128.500,  100.05,  172.38,   1.34,    64.250,   84.90,  101.57,   1.58
          192,     96.250,  138.30,   93.41,   0.97,     48.125,  265.87,   48.59,   1.01,    192.500,  179.05,  144.30,   0.75,    96.250,  167.53,   77.11,   0.80
          256,    128.250,  185.23,   92.93,   0.72,     64.125,  371.55,   46.33,   0.72,    256.500,  277.74,  123.95,   0.48,   128.250,  204.67,   84.10,   0.66
          512,    256.250,  384.59,   89.43,   0.35,    128.125,  768.96,   44.73,   0.35,    512.500,  731.24,   94.07,   0.18,   256.250,  422.20,   81.46,   0.32
         1024,    512.250,  563.67,  121.97,   0.24,    256.125, 1120.03,   61.38,   0.24,   1024.500, 1344.93,  102.24,   0.10,   512.250,  721.32,   95.32,   0.19
          17,      8.750,   18.27,   64.27,   7.34,      4.375,   43.97,   26.71,   6.11,     17.500,   20.90,  112.38,   6.42,     8.750,   28.41,   41.34,   4.72
           18,      9.250,   19.05,   65.16,   7.04,      4.625,   51.41,   24.15,   5.22,     18.500,   25.57,   97.13,   5.25,     9.250,   18.02,   68.91,   7.45
           20,     10.250,   19.58,   70.25,   6.85,      5.125,   51.11,   26.92,   5.25,     20.500,   17.25,  159.48,   7.78,    10.250,   27.31,   50.37,   4.91
           22,     11.250,   19.86,   76.03,   6.76,      5.625,   52.00,   29.04,   5.16,     22.500,   19.90,  151.72,   6.74,    11.250,   29.74,   50.78,   4.51
           24,     12.250,   18.47,   89.00,   7.27,      6.125,   53.42,   30.78,   5.03,     24.500,   15.55,  211.53,   8.63,    12.250,   29.85,   55.09,   4.50
           28,     14.250,   19.69,   97.15,   6.82,      7.125,   55.66,   34.36,   4.82,     28.500,   20.54,  186.24,   6.53,    14.250,   27.90,   68.54,   4.81
           32,     16.250,   19.86,  109.80,   6.76,      8.125,   49.63,   43.95,   5.41,     32.500,   28.02,  155.70,   4.79,    16.250,   36.03,   60.53,   3.73
           40,     20.250,   17.80,  152.67,   7.54,     10.125,   43.12,   63.03,   6.23,     40.500,   20.94,  259.64,   6.41,    20.250,   20.06,  135.49,   6.69
           48,     24.250,   25.99,  125.23,   5.16,     12.125,   54.04,   60.23,   4.97,     48.500,   26.04,  249.96,   5.15,    24.250,   16.55,  196.64,   8.11
           56,     28.250,   23.20,  163.43,   5.79,     14.125,   55.42,   68.42,   4.84,     56.500,   31.80,  238.48,   4.22,    28.250,   39.25,   96.61,   3.42
           64,     32.250,   32.20,  134.41,   4.17,     16.125,   66.57,   65.02,   4.03,     64.500,   33.83,  255.91,   3.97,    32.250,   44.20,   97.92,   3.04
           80,     40.250,   47.99,  112.57,   2.80,     20.125,   80.07,   67.47,   3.35,     80.500,   18.17,  594.61,   7.39,    40.250,   54.43,   99.25,   2.47
           96,     48.250,   57.26,  113.09,   2.34,     24.125,  102.55,   63.15,   2.62,     96.500,   59.54,  217.54,   2.25,    48.250,   59.23,  109.33,   2.27
          128,     64.250,   73.80,  116.85,   1.82,     32.125,  151.73,   56.83,   1.77,    128.500,  101.61,  169.74,   1.32,    64.250,   93.08,   92.65,   1.44
          192,     96.250,  133.95,   96.44,   1.00,     48.125,  274.06,   47.14,   0.98,    192.500,  179.27,  144.12,   0.75,    96.250,  173.48,   74.47,   0.77
          256,    128.250,  174.16,   98.84,   0.77,     64.125,  375.11,   45.89,   0.72,    256.500,  251.71,  136.77,   0.53,   128.250,  221.64,   77.66,   0.61
          512,    256.250,  379.11,   90.72,   0.35,    128.125,  787.77,   43.66,   0.34,    512.500,  756.54,   90.92,   0.18,   256.250,  462.76,   74.32,   0.29
         1024,    512.250,  731.22,   94.03,   0.18,    256.125, 1168.32,   58.85,   0.23,   1024.500, 1372.24,  100.21,   0.10,   512.250,  767.44,   89.59,   0.17
          17,      8.750,   15.25,   77.03,   8.80,      4.375,   37.60,   31.24,   7.14,     17.500,   15.59,  150.67,   8.61,     8.750,   22.04,   53.28,   6.09
           18,      9.250,   15.06,   82.42,   8.91,      4.625,   49.57,   25.04,   5.41,     18.500,   20.29,  122.36,   6.61,     9.250,   28.57,   43.45,   4.70
           20,     10.250,   14.64,   93.98,   9.17,      5.125,   54.27,   25.35,   4.95,     20.500,   17.74,  155.13,   7.57,    10.250,   29.22,   47.07,   4.59
           22,     11.250,   17.25,   87.53,   7.78,      5.625,   54.28,   27.82,   4.95,     22.500,   17.47,  172.87,   7.68,    11.250,   28.51,   52.96,   4.71
           24,     12.250,   17.98,   91.45,   7.47,      6.125,   53.97,   30.46,   4.97,     24.500,   15.42,  213.32,   8.71,    12.250,   29.35,   56.02,   4.57
           28,     14.250,   19.81,   96.55,   6.78,      7.125,   49.56,   38.59,   5.42,     28.500,   17.66,  216.55,   7.60,    14.250,   29.55,   64.72,   4.54
           32,     16.250,   16.68,  130.77,   8.05,      8.125,   52.12,   41.84,   5.15,     32.500,   25.20,  173.13,   5.33,    16.250,   27.37,   79.69,   4.90
           40,     20.250,   25.51,  106.54,   5.26,     10.125,   56.30,   48.27,   4.77,     40.500,   20.36,  266.94,   6.59,    20.250,   26.76,  101.55,   5.01
           48,     24.250,   24.31,  133.89,   5.52,     12.125,   53.03,   61.38,   5.06,     48.500,   17.02,  382.44,   7.89,    24.250,   31.04,  104.86,   4.32
           56,     28.250,   31.30,  121.15,   4.29,     14.125,   62.41,   60.75,   4.30,     56.500,   30.91,  245.34,   4.34,    28.250,   36.75,  103.16,   3.65
           64,     32.250,   17.99,  240.64,   7.46,     16.125,   75.79,   57.11,   3.54,     64.500,   35.02,  247.23,   3.83,    32.250,   38.28,  113.08,   3.51
           80,     40.250,   43.29,  124.80,   3.10,     20.125,   88.81,   60.83,   3.02,     80.500,   44.67,  241.88,   3.00,    40.250,   55.39,   97.53,   2.42
           96,     48.250,   50.50,  128.23,   2.66,     24.125,   95.11,   68.09,   2.82,     96.500,   53.56,  241.81,   2.51,    48.250,   60.37,  107.27,   2.22
          128,     64.250,   72.99,  118.14,   1.84,     32.125,  153.26,   56.27,   1.75,    128.500,  109.41,  157.64,   1.23,    64.250,  101.73,   84.77,   1.32
          192,     96.250,  134.18,   96.28,   1.00,     48.125,  262.75,   49.17,   1.02,    192.500,  182.79,  141.35,   0.73,    96.250,  158.72,   81.39,   0.85
          256,    128.250,  191.00,   90.12,   0.70,     64.125,  401.87,   42.83,   0.67,    256.500,  293.53,  117.29,   0.46,   128.250,  225.36,   76.38,   0.60
          512,    256.250,  410.03,   83.88,   0.33,    128.125,  783.60,   43.89,   0.34,    512.500,  793.95,   86.64,   0.17,   256.250,  471.18,   72.99,   0.28
         1024,    512.250,  821.73,   83.67,   0.16,    256.125, 1281.24,   53.66,   0.21,   1024.500, 1411.47,   97.42,   0.10,   512.250,  758.30,   90.67,   0.18
          17,      8.750,   15.48,   75.86,   8.67,      4.375,   42.53,   27.62,   6.31,     17.500,   17.84,  131.64,   7.52,     8.750,   27.34,   42.96,   4.91
           18,      9.250,   16.98,   73.12,   7.90,      4.625,   48.60,   25.55,   5.52,     18.500,   19.92,  124.62,   6.74,     9.250,   28.94,   42.89,   4.64
           20,     10.250,   19.43,   70.80,   6.91,      5.125,   51.05,   26.95,   5.26,     20.500,   20.17,  136.43,   6.66,    10.250,   26.50,   51.91,   5.06
