Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Half precision ops,,,,                Integer operations,,, 
            5,      2.750,    5.28,   69.95,  25.44,      1.375,   12.35,   29.90,  21.74,      5.500,    5.35,  138.00,  25.09,     2.750,    5.83,   63.33,  23.03
            4,      2.250,    5.15,   58.60,  26.04,      1.125,   12.37,   24.42,  21.70,      4.500,    5.07,  119.01,  26.45,     2.250,    5.12,   59.03,  26.24
            5,      2.750,    5.79,   63.69,  23.16,      1.375,   12.35,   29.89,  21.73,      5.500,    5.81,  127.16,  23.12,     2.750,    6.11,   60.37,  21.95
            6,      3.250,    5.79,   75.38,  23.19,      1.625,   12.33,   35.37,  21.77,      6.500,    5.84,  149.28,  22.97,     3.250,    6.08,   71.75,  22.08
            6,      3.250,    5.67,   76.98,  23.68,      1.625,   12.42,   35.11,  21.61,      6.500,    5.70,  153.15,  23.56,     3.250,    6.56,   66.53,  20.47
            6,      3.250,    5.17,   84.32,  25.94,      1.625,   12.34,   35.34,  21.75,      6.500,    5.28,  165.08,  25.40,     3.250,    5.84,   74.67,  22.97
            6,      3.250,    5.25,   83.05,  25.56,      1.625,   12.35,   35.32,  21.74,      6.500,    5.23,  166.89,  25.68,     3.250,    5.87,   74.37,  22.88
            5,      2.750,    5.06,   72.94,  26.52,      1.375,   12.37,   29.85,  21.71,      5.500,    5.13,  143.83,  26.15,     2.750,    5.57,   66.28,  24.10
            6,      3.250,    5.25,   83.09,  25.57,      1.625,   12.46,   35.00,  21.54,      6.500,    5.30,  164.76,  25.35,     3.250,    5.67,   76.91,  23.66
            5,      2.750,    5.09,   72.58,  26.39,      1.375,   12.29,   30.02,  21.83,      5.500,    5.10,  144.76,  26.32,     2.750,    5.55,   66.50,  24.18
            6,      3.250,    5.77,   75.64,  23.27,      1.625,   12.40,   35.18,  21.65,      6.500,    5.85,  149.18,  22.95,     3.250,    6.04,   72.24,  22.23
            7,      3.750,    5.71,   88.07,  23.49,      1.875,   12.41,   40.56,  21.63,      7.500,    5.69,  176.77,  23.57,     3.750,    6.59,   76.43,  20.38
            7,      3.750,    5.80,   86.73,  23.13,      1.875,   12.37,   40.70,  21.71,      7.500,    5.87,  171.59,  22.88,     3.750,    6.10,   82.55,  22.01
            7,      3.750,    5.27,   95.44,  25.45,      1.875,   12.39,   40.62,  21.67,      7.500,    5.43,  185.37,  24.72,     3.750,    5.86,   85.89,  22.90
            7,      3.750,    5.20,   96.76,  25.80,      1.875,   12.33,   40.81,  21.76,      7.500,    5.27,  191.10,  25.48,     3.750,    5.85,   86.10,  22.96
            6,      3.250,    5.06,   86.18,  26.52,      1.625,   12.39,   35.21,  21.67,      6.500,    5.17,  168.91,  25.99,     3.250,    5.51,   79.12,  24.34
            7,      3.750,    5.17,   97.27,  25.94,      1.875,   12.40,   40.60,  21.66,      7.500,    5.35,  188.18,  25.09,     3.750,    5.83,   86.40,  23.04
            6,      3.250,    5.08,   85.92,  26.44,      1.625,   12.39,   35.21,  21.67,      6.500,    5.17,  168.77,  25.97,     3.250,    5.50,   79.34,  24.41
            7,      3.750,    5.75,   87.49,  23.33,      1.875,   12.42,   40.52,  21.61,      7.500,    5.88,  171.20,  22.83,     3.750,    5.87,   85.68,  22.85
            8,      4.250,    5.74,   99.40,  23.39,      2.125,   12.38,   46.07,  21.68,      8.500,    5.71,  199.88,  23.51,     4.250,    6.63,   86.10,  20.26
            8,      4.250,    5.78,   98.63,  23.21,      2.125,   12.43,   45.89,  21.59,      8.500,    5.89,  193.62,  22.78,     4.250,    6.20,   91.98,  21.64
            8,      4.250,    5.07,  112.56,  26.48,      2.125,   12.45,   45.81,  21.56,      8.500,    5.26,  216.88,  25.52,     4.250,    6.02,   94.75,  22.29
            8,      4.250,    5.12,  111.32,  26.19,      2.125,   12.40,   45.98,  21.64,      8.500,    5.20,  219.44,  25.82,     4.250,    5.91,   96.59,  22.73
            8,      4.250,    5.22,  109.21,  25.70,      2.125,   12.39,   46.03,  21.66,      8.500,    5.84,  195.36,  22.98,     4.250,    6.27,   90.98,  21.41
            7,      3.750,    4.98,  101.09,  26.96,      1.875,   12.32,   40.84,  21.78,      7.500,    5.08,  198.07,  26.41,     3.750,    5.51,   91.41,  24.38
            8,      4.250,    5.17,  110.37,  25.97,      2.125,   12.39,   46.03,  21.66,      8.500,    5.35,  213.15,  25.08,     4.250,    5.92,   96.38,  22.68
            7,      3.750,    4.97,  101.28,  27.01,      1.875,   12.33,   40.82,  21.77,      7.500,    5.17,  194.66,  25.95,     3.750,    5.55,   90.75,  24.20
            9,      4.750,    5.60,  113.80,  23.96,      2.375,   12.49,   51.03,  21.49,      9.500,    5.85,  218.03,  22.95,     4.750,    6.65,   95.84,  20.18
            9,      4.750,    5.18,  123.07,  25.91,      2.375,   12.41,   51.39,  21.64,      9.500,    5.92,  215.43,  22.68,     4.750,    6.38,   99.85,  21.02
            9,      4.750,    4.90,  130.09,  27.39,      2.375,   12.39,   51.46,  21.67,      9.500,    5.22,  244.49,  25.74,     4.750,    5.98,  106.57,  22.44
            9,      4.750,    4.72,  134.96,  28.41,      2.375,   12.45,   51.20,  21.56,      9.500,    5.17,  246.67,  25.97,     4.750,    5.97,  106.72,  22.47
            9,      4.750,    4.83,  132.07,  27.80,      2.375,   12.41,   51.37,  21.63,      9.500,    5.23,  244.01,  25.69,     4.750,    5.97,  106.83,  22.49
            8,      4.250,    4.98,  114.46,  26.93,      2.125,   12.43,   45.89,  21.59,      8.500,    5.09,  224.35,  26.39,     4.250,    5.60,  101.93,  23.98
           10,      5.250,    2.39,  295.08,  56.21,      2.625,   12.44,   56.62,  21.57,     10.500,    5.91,  238.56,  22.72,     5.250,    6.25,  112.73,  21.47
            8,      4.250,    4.93,  115.79,  27.24,      2.125,   12.47,   45.74,  21.52,      8.500,    5.19,  219.75,  25.85,     4.250,    5.63,  101.34,  23.84
           10,      5.250,    2.36,  298.80,  56.91,      2.625,   12.39,   56.87,  21.67,     10.500,    5.05,  278.93,  26.57,     5.250,    5.96,  118.19,  22.51
            9,      4.750,    4.88,  130.69,  27.51,      2.375,   12.47,   51.12,  21.52,      9.500,    5.85,  218.07,  22.95,     4.750,    6.28,  101.55,  21.38
           10,      5.250,    2.39,  294.45,  56.09,      2.625,   12.50,   56.36,  21.47,     10.500,    5.05,  279.16,  26.59,     5.250,    5.85,  120.41,  22.93
           10,      5.250,    5.52,  127.67,  24.32,      2.625,   12.47,   56.49,  21.52,     10.500,    5.73,  246.02,  23.43,     5.250,    6.65,  106.00,  20.19
           10,      5.250,    2.39,  294.70,  56.13,      2.625,   12.46,   56.57,  21.55,     10.500,    4.92,  286.30,  27.27,     5.250,    5.98,  117.81,  22.44
           11,      5.750,    2.62,  294.98,  51.30,      2.875,   12.49,   61.78,  21.49,     11.500,    4.74,  325.84,  28.33,     5.750,    5.94,  129.99,  22.61
            9,      4.750,    4.81,  132.64,  27.92,      2.375,   12.46,   51.15,  21.54,      9.500,    5.06,  251.81,  26.51,     4.750,    5.65,  112.87,  23.76
           10,      5.250,    2.38,  295.84,  56.35,      2.625,   12.48,   56.45,  21.51,     10.500,    5.83,  241.79,  23.03,     5.250,    6.00,  117.51,  22.38
           11,      5.750,    2.59,  298.48,  51.91,      2.875,   12.69,   60.82,  21.15,     11.500,    5.91,  261.19,  22.71,     5.750,    6.28,  122.81,  21.36
           11,      5.750,    2.59,  297.89,  51.81,      2.875,   12.49,   61.79,  21.49,     11.500,    4.84,  318.61,  27.70,     5.750,    5.94,  129.94,  22.60
            9,      4.750,    4.74,  134.41,  28.30,      2.375,   12.41,   51.37,  21.63,      9.500,    5.08,  250.84,  26.40,     4.750,    5.60,  113.88,  23.98
           12,      6.250,    2.79,  300.29,  48.05,      3.125,   12.50,   67.10,  21.47,     12.500,    2.75,  610.20,  48.82,     6.250,    6.11,  137.20,  21.95
           11,      5.750,    2.59,  297.42,  51.73,      2.875,   12.67,   60.92,  21.19,     11.500,    4.77,  323.39,  28.12,     5.750,    6.00,  128.63,  22.37
           11,      5.750,    5.51,  140.16,  24.38,      2.875,   12.46,   61.94,  21.54,     11.500,    5.83,  264.58,  23.01,     5.750,    6.70,  115.22,  20.04
           11,      5.750,    2.58,  298.95,  51.99,      2.875,   12.47,   61.89,  21.53,     11.500,    5.79,  266.64,  23.19,     5.750,    5.97,  129.25,  22.48
           12,      6.250,    2.84,  295.85,  47.34,      3.125,   12.62,   66.47,  21.27,     12.500,    5.93,  283.12,  22.65,     6.250,    6.34,  132.39,  21.18
           13,      6.750,    3.05,  296.79,  43.97,      3.375,   12.73,   71.17,  21.09,     13.500,    3.01,  601.25,  44.54,     6.750,    6.19,  146.36,  21.68
           10,      5.250,    4.54,  155.37,  29.59,      2.625,   12.53,   56.25,  21.43,     10.500,    4.90,  287.86,  27.42,     5.250,    5.70,  123.59,  23.54
           12,      6.250,    2.80,  299.85,  47.98,      3.125,   12.62,   66.49,  21.28,     12.500,    2.74,  612.94,  49.04,     6.250,    6.18,  135.70,  21.71
           12,      6.250,    2.86,  293.51,  46.96,      3.125,   12.58,   66.70,  21.35,     12.500,    2.72,  616.64,  49.33,     6.250,    6.27,  133.77,  21.40
           10,      5.250,    4.55,  154.95,  29.51,      2.625,   12.58,   56.01,  21.34,     10.500,    4.90,  287.56,  27.39,     5.250,    5.79,  121.71,  23.18
           12,      6.250,    2.83,  296.27,  47.40,      3.125,   12.62,   66.45,  21.26,     12.500,    2.77,  606.14,  48.49,     6.250,    6.02,  139.25,  22.28
           14,      7.250,    3.62,  268.74,  37.07,      3.625,   12.60,   77.20,  21.30,     14.500,    3.19,  610.13,  42.08,     7.250,    6.12,  158.91,  21.92
           13,      6.750,    3.53,  256.37,  37.98,      3.375,   12.79,   70.82,  20.98,     13.500,    3.01,  601.86,  44.58,     6.750,    6.17,  146.75,  21.74
           12,      6.250,    5.21,  161.04,  25.77,      3.125,   12.51,   67.08,  21.47,     12.500,    5.69,  295.10,  23.61,     6.250,    6.81,  123.24,  19.72
           13,      6.750,    3.43,  264.02,  39.11,      3.375,   12.65,   71.60,  21.22,     13.500,    3.00,  604.33,  44.77,     6.750,    6.14,  147.60,  21.87
           13,      6.750,    5.38,  168.26,  24.93,      3.375,   12.54,   72.27,  21.41,     13.500,    5.86,  309.46,  22.92,     6.750,    6.53,  138.80,  20.56
           15,      7.750,    3.46,  300.27,  38.74,      3.875,   12.56,   82.85,  21.38,     15.500,    4.46,  465.97,  30.06,     7.750,    6.24,  166.64,  21.50
           11,      5.750,    2.58,  298.84,  51.97,      2.875,   12.51,   61.70,  21.46,     11.500,    4.83,  319.89,  27.82,     5.750,    5.71,  135.26,  23.52
           13,      6.750,    4.88,  185.63,  27.50,      3.375,   12.51,   72.45,  21.47,     13.500,    2.99,  605.36,  44.84,     6.750,    6.36,  142.45,  21.10
           14,      7.250,    3.65,  266.93,  36.82,      3.625,   12.56,   77.45,  21.37,     14.500,    3.23,  602.01,  41.52,     7.250,    6.26,  155.50,  21.45
           13,      6.750,    3.31,  274.00,  40.59,      3.375,   12.60,   71.89,  21.30,     13.500,    5.54,  327.20,  24.24,     6.750,    6.77,  133.77,  19.82
           14,      7.250,    3.61,  269.81,  37.22,      3.625,   12.64,   76.98,  21.23,     14.500,    3.19,  610.71,  42.12,     7.250,    6.16,  158.09,  21.81
           11,      5.750,    2.58,  298.72,  51.95,      2.875,   12.43,   62.09,  21.60,     11.500,    4.92,  313.64,  27.27,     5.750,    5.72,  134.87,  23.46
           16,      8.250,    3.61,  306.76,  37.18,      4.125,   12.55,   88.20,  21.38,     16.500,    3.64,  608.18,  36.86,     8.250,    6.39,  173.24,  21.00
           14,      7.250,    4.83,  201.67,  27.82,      3.625,   12.66,   76.86,  21.20,     14.500,    3.26,  597.84,  41.23,     7.250,    6.38,  152.61,  21.05
           12,      6.250,    2.80,  300.07,  48.01,      3.125,   12.44,   67.43,  21.58,     12.500,    4.63,  362.48,  29.00,     6.250,    5.88,  142.62,  22.82
           15,      7.750,    3.40,  305.69,  39.44,      3.875,   12.59,   82.61,  21.32,     15.500,    3.78,  549.98,  35.48,     7.750,    6.20,  167.76,  21.65
           14,      7.250,    4.54,  214.56,  29.59,      3.625,   12.70,   76.60,  21.13,     14.500,    3.25,  599.73,  41.36,     7.250,    6.28,  155.02,  21.38
           15,      7.750,    3.40,  305.51,  39.42,      3.875,   12.68,   82.04,  21.17,     15.500,    4.09,  509.05,  32.84,     7.750,    6.24,  166.64,  21.50
           14,      7.250,    3.31,  294.02,  40.55,      3.625,   12.78,   76.14,  21.00,     14.500,    5.23,  372.14,  25.67,     7.250,    6.81,  142.81,  19.70
           12,      6.250,    2.83,  296.17,  47.39,      3.125,   12.57,   66.72,  21.35,     12.500,    4.76,  352.19,  28.18,     6.250,    5.83,  143.85,  23.02
           13,      6.750,    3.05,  296.99,  44.00,      3.375,   12.61,   71.84,  21.29,     13.500,    2.99,  605.57,  44.86,     6.750,    6.00,  150.88,  22.35
           16,      8.250,    3.67,  301.46,  36.54,      4.125,   12.76,   86.78,  21.04,     16.500,    3.49,  634.96,  38.48,     8.250,    6.28,  176.23,  21.36
           17,      8.750,    3.87,  303.25,  34.66,      4.375,   12.70,   92.48,  21.14,     17.500,    3.86,  607.78,  34.73,     8.750,    6.43,  182.71,  20.88
           15,      7.750,    3.46,  300.80,  38.81,      3.875,   12.82,   81.14,  20.94,     15.500,    5.59,  372.09,  24.01,     7.750,    6.58,  157.98,  20.38
           16,      8.250,    3.64,  304.35,  36.89,      4.125,   12.49,   88.64,  21.49,     16.500,    3.67,  603.93,  36.60,     8.250,    6.38,  173.60,  21.04
           13,      6.750,    3.05,  297.09,  44.01,      3.375,   12.59,   71.98,  21.33,     13.500,    3.00,  604.94,  44.81,     6.750,    5.80,  156.18,  23.14
           15,      7.750,    3.45,  301.07,  38.85,      3.875,   12.75,   81.61,  21.06,     15.500,    5.62,  370.33,  23.89,     7.750,    6.36,  163.50,  21.10
           15,      7.750,    3.48,  298.59,  38.53,      3.875,   12.77,   81.47,  21.03,     15.500,    3.52,  591.45,  38.16,     7.750,    6.82,  152.52,  19.68
           17,      8.750,    3.72,  315.94,  36.11,      4.375,   12.87,   91.27,  20.86,     17.500,    3.71,  633.64,  36.21,     8.750,    6.35,  184.98,  21.14
           16,      8.250,    3.62,  305.46,  37.03,      4.125,   12.72,   87.09,  21.11,     16.500,    3.62,  611.27,  37.05,     8.250,    6.77,  163.64,  19.84
           14,      7.250,    3.59,  271.20,  37.41,      3.625,   12.61,   77.17,  21.29,     14.500,    3.17,  613.87,  42.34,     7.250,    5.89,  165.24,  22.79
           17,      8.750,    3.83,  306.41,  35.02,      4.375,   12.82,   91.58,  20.93,     17.500,    3.90,  602.67,  34.44,     8.750,    6.39,  183.79,  21.01
           14,      7.250,    3.35,  290.69,  40.10,      3.625,   12.72,   76.47,  21.10,     14.500,    3.22,  604.50,  41.69,     7.250,    5.92,  164.41,  22.68
           16,      8.250,    3.66,  302.47,  36.66,      4.125,   12.71,   87.14,  21.13,     16.500,    3.59,  616.50,  37.36,     8.250,    6.71,  165.02,  20.00
           18,      9.250,    4.02,  309.13,  33.42,      4.625,   12.89,   96.35,  20.83,     18.500,    3.99,  621.59,  33.60,     9.250,    6.48,  191.50,  20.70
           16,      8.250,    3.71,  298.38,  36.17,      4.125,   12.80,   86.49,  20.97,     16.500,    3.68,  602.42,  36.51,     8.250,    6.89,  160.63,  19.47
           18,      9.250,    3.85,  322.71,  34.89,      4.625,   12.92,   96.08,  20.77,     18.500,    3.83,  648.87,  35.07,     9.250,    6.43,  193.09,  20.87
           17,      8.750,    3.82,  307.64,  35.16,      4.375,   12.92,   90.90,  20.78,     17.500,    3.81,  615.94,  35.20,     8.750,    6.70,  175.36,  20.04
           15,      7.750,    3.40,  305.60,  39.43,      3.875,   12.71,   81.85,  21.12,     15.500,    3.91,  532.25,  34.34,     7.750,    5.97,  174.21,  22.48
           17,      8.750,    3.83,  306.73,  35.06,      4.375,   12.88,   91.15,  20.83,     17.500,    3.87,  606.49,  34.66,     8.750,    6.64,  176.93,  20.22
           17,      8.750,    3.88,  302.69,  34.59,      4.375,   12.75,   92.13,  21.06,     17.500,    3.88,  605.53,  34.60,     8.750,    6.95,  168.88,  19.30
           15,      7.750,    3.45,  301.16,  38.86,      3.875,   12.58,   82.71,  21.35,     15.500,    3.93,  529.20,  34.14,     7.750,    6.05,  171.91,  22.18
           18,      9.250,    4.05,  306.86,  33.17,      4.625,   12.62,   98.38,  21.27,     18.500,    4.03,  616.38,  33.32,     9.250,    6.50,  190.90,  20.64
           16,      8.250,    3.62,  306.24,  37.12,      4.125,   12.82,   86.35,  20.93,     16.500,    3.57,  619.86,  37.57,     8.250,    6.14,  180.34,  21.86
           20,     10.250,    4.43,  310.56,  30.30,      5.125,   12.84,  107.12,  20.90,     20.500,    4.42,  622.27,  30.35,    10.250,    6.61,  208.00,  20.29
           16,      8.250,    3.61,  306.85,  37.19,      4.125,   12.75,   86.81,  21.05,     16.500,    3.62,  612.31,  37.11,     8.250,    6.17,  179.39,  21.74
           18,      9.250,    4.01,  309.37,  33.45,      4.625,   12.83,   96.78,  20.93,     18.500,    3.99,  622.55,  33.65,     9.250,    6.73,  184.59,  19.96
           18,      9.250,    4.03,  307.80,  33.28,      4.625,   12.71,   97.69,  21.12,     18.500,    4.00,  620.80,  33.56,     9.250,    6.49,  191.35,  20.69
           20,     10.250,    3.94,  349.23,  34.07,      5.125,   37.96,   36.24,   7.07,     20.500,    3.94,  697.73,  34.04,    10.250,    6.44,  213.59,  20.84
           17,      8.750,    3.82,  307.80,  35.18,      4.375,   12.87,   91.24,  20.85,     17.500,    3.86,  608.42,  34.77,     8.750,    6.13,  191.43,  21.88
           18,      9.250,    4.06,  306.09,  33.09,      4.625,   12.98,   95.65,  20.68,     18.500,    4.07,  610.64,  33.01,     9.250,    7.03,  176.66,  19.10
           17,      8.750,    3.81,  308.55,  35.26,      4.375,   12.87,   91.24,  20.85,     17.500,    3.86,  608.42,  34.77,     8.750,    6.22,  188.66,  21.56
           20,     10.250,    4.47,  307.93,  30.04,      5.125,   12.95,  106.20,  20.72,     20.500,    4.46,  617.27,  30.11,    10.250,    6.66,  206.56,  20.15
           20,     10.250,    4.42,  310.92,  30.33,      5.125,   12.95,  106.22,  20.73,     20.500,    4.49,  612.21,  29.86,    10.250,    6.95,  197.95,  19.31
           22,     11.250,    4.84,  311.81,  27.72,      5.625,   13.04,  115.82,  20.59,     22.500,    4.83,  625.87,  27.82,    11.250,    6.72,  224.61,  19.97
           20,     10.250,    4.45,  309.06,  30.15,      5.125,   12.98,  105.98,  20.68,     20.500,    4.46,  617.41,  30.12,    10.250,    6.72,  204.74,  19.97
           18,      9.250,    4.02,  309.21,  33.43,      4.625,   12.95,   95.86,  20.73,     18.500,    3.98,  623.19,  33.69,     9.250,    6.19,  200.47,  21.67
           22,     11.250,    4.32,  349.42,  31.06,      5.625,   12.79,  118.05,  20.99,     22.500,    4.31,  701.34,  31.17,    11.250,    6.50,  232.36,  20.65
           20,     10.250,    4.53,  303.68,  29.63,      5.125,   12.83,  107.26,  20.93,     20.500,    4.51,  609.98,  29.76,    10.250,    7.16,  192.17,  18.75
           18,      9.250,    4.01,  309.45,  33.45,      4.625,   12.91,   96.16,  20.79,     18.500,    3.99,  622.71,  33.66,     9.250,    6.30,  197.04,  21.30
           22,     11.250,    4.79,  314.94,  27.99,      5.625,   12.94,  116.72,  20.75,     22.500,    4.87,  620.08,  27.56,    11.250,    6.72,  224.81,  19.98
           22,     11.250,    4.84,  311.88,  27.72,      5.625,   13.11,  115.14,  20.47,     22.500,    4.82,  626.14,  27.83,    11.250,    6.78,  222.58,  19.78
           22,     11.250,    4.86,  310.56,  27.61,      5.625,   12.91,  117.00,  20.80,     22.500,    4.85,  623.23,  27.70,    11.250,    6.53,  231.12,  20.54
           24,     12.250,    5.26,  312.62,  25.52,      6.125,   13.22,  124.33,  20.30,     24.500,    5.25,  626.59,  25.58,    12.250,    6.87,  239.29,  19.53
           20,     10.250,    4.43,  310.63,  30.31,      5.125,   12.77,  107.76,  21.03,     20.500,    4.42,  622.85,  30.38,    10.250,    6.48,  212.31,  20.71
           24,     12.250,    4.67,  351.80,  28.72,      6.125,   12.91,  127.37,  20.80,     24.500,    4.68,  702.84,  28.69,    12.250,    6.60,  249.17,  20.34
