Start time: 1725000660
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.45,    4.99,  19.97,      0.125,   13.44,    2.50,  19.97,     0.250,   11.23,    5.97,  23.90
            1,      0.750,   14.87,   13.54,  18.06,      0.375,   14.87,    6.77,  18.06,     0.750,   13.99,   14.39,  19.19
            2,      1.250,   15.37,   21.83,  17.46,      0.625,   15.00,   11.18,  17.89,     1.250,   14.26,   23.53,  18.82
            3,      1.750,   15.38,   30.55,  17.46,      0.875,   15.34,   15.31,  17.50,     1.750,   14.63,   32.11,  18.35
            4,      2.250,   15.75,   38.36,  17.05,      1.125,   15.69,   19.25,  17.11,     2.250,   15.50,   38.97,  17.32
            6,      3.250,   16.91,   51.58,  15.87,      1.625,   16.88,   25.85,  15.91,     3.250,   15.84,   55.09,  16.95
            8,      4.250,   17.41,   65.54,  15.42,      2.125,   17.48,   32.63,  15.36,     4.250,   16.32,   69.92,  16.45
           12,      6.250,   19.03,   88.15,  14.10,      3.125,   18.99,   44.16,  14.13,     6.250,   20.32,   82.55,  13.21
           16,      8.250,   21.29,  104.04,  12.61,      4.125,   21.23,   52.16,  12.64,     8.250,   25.55,   86.68,  10.51
           20,     10.250,   25.80,  106.65,  10.40,      5.125,   25.89,   53.14,  10.37,    10.250,   31.38,   87.67,   8.55
           24,     12.250,   32.30,  101.79,   8.31,      6.125,   32.22,   51.03,   8.33,    12.250,   37.17,   88.46,   7.22
           28,     14.250,   35.16,  108.78,   7.63,      7.125,   34.97,   54.70,   7.68,    14.250,   43.52,   87.90,   6.17
           32,     16.250,   39.58,  110.22,   6.78,      8.125,   39.53,   55.17,   6.79,    16.250,   48.62,   89.71,   5.52
           40,     20.250,   48.87,  111.23,   5.49,     10.125,   48.85,   55.63,   5.49,    20.250,   60.82,   89.37,   4.41
           48,     24.250,   58.73,  110.85,   4.57,     12.125,   58.70,   55.44,   4.57,    24.250,   73.13,   89.02,   3.67
           56,     28.250,   68.92,  110.02,   3.89,     14.125,   68.96,   54.98,   3.89,    28.250,   85.56,   88.64,   3.14
           64,     32.250,   79.31,  109.15,   3.38,     16.125,   79.28,   54.60,   3.39,    32.250,   98.34,   88.03,   2.73
           80,     40.250,   97.93,  110.33,   2.74,     20.125,   97.76,   55.26,   2.75,    40.250,  123.85,   87.24,   2.17
          104,     52.250,  128.82,  108.88,   2.08,     26.125,  129.04,   54.35,   2.08,    52.250,  161.71,   86.73,   1.66
          120,     60.250,  150.11,  107.74,   1.79,     30.125,  151.76,   53.29,   1.77,    60.250,  186.89,   86.54,   1.44
          128,     64.250,  162.61,  106.07,   1.65,     32.125,  162.34,   53.12,   1.65,    64.250,  199.63,   86.40,   1.34
          160,     80.250,  197.54,  109.05,   1.36,     40.125,  197.57,   54.52,   1.36,    80.250,  254.68,   84.58,   1.05
          192,     96.250,  244.97,  105.47,   1.10,     48.125,  244.45,   52.85,   1.10,    96.250,  305.14,   84.67,   0.88
          256,    128.250,  323.49,  106.42,   0.83,     64.125,  323.57,   53.20,   0.83,   128.250,  406.69,   84.65,   0.66
          320,    160.250,  404.26,  106.41,   0.66,     80.125,  401.11,   53.62,   0.67,   160.250,  508.22,   84.64,   0.53
          512,    256.250,  664.45,  103.52,   0.40,    128.125,  665.01,   51.72,   0.40,   256.250,  813.09,   84.60,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725000935
