Start time: 1725000660
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.62,    4.93,  19.70,      0.125,   13.66,    2.46,  19.66,     0.250,   11.56,    5.81,  23.22
            1,      0.750,   15.06,   13.36,  17.82,      0.375,   15.05,    6.69,  17.84,     0.750,   14.20,   14.18,  18.91
            2,      1.250,   15.56,   21.56,  17.25,      0.625,   15.51,   10.82,  17.31,     1.250,   14.42,   23.27,  18.61
            3,      1.750,   15.82,   29.70,  16.97,      0.875,   16.10,   14.59,  16.68,     1.750,   14.99,   31.35,  17.91
            4,      2.250,   15.99,   37.78,  16.79,      1.125,   15.96,   18.93,  16.82,     2.250,   15.72,   38.42,  17.07
            6,      3.250,   17.21,   50.70,  15.60,      1.625,   17.15,   25.44,  15.66,     3.250,   16.31,   53.50,  16.46
            8,      4.250,   17.76,   64.24,  15.12,      2.125,   17.76,   32.11,  15.11,     4.250,   16.51,   69.10,  16.26
           12,      6.250,   19.35,   86.71,  13.87,      3.125,   19.32,   43.41,  13.89,     6.250,   20.74,   80.88,  12.94
           16,      8.250,   21.68,  102.16,  12.38,      4.125,   21.32,   51.93,  12.59,     8.250,   26.00,   85.19,  10.33
           20,     10.250,   26.23,  104.88,  10.23,      5.125,   26.27,   52.38,  10.22,    10.250,   31.88,   86.31,   8.42
           24,     12.250,   32.73,  100.45,   8.20,      6.125,   32.89,   49.99,   8.16,    12.250,   37.97,   86.60,   7.07
           28,     14.250,   35.77,  106.94,   7.50,      7.125,   35.54,   53.82,   7.55,    14.250,   44.15,   86.65,   6.08
           32,     16.250,   40.22,  108.46,   6.67,      8.125,   40.26,   54.17,   6.67,    16.250,   49.36,   88.37,   5.44
           40,     20.250,   49.84,  109.06,   5.39,     10.125,   49.74,   54.64,   5.40,    20.250,   61.90,   87.82,   4.34
           48,     24.250,   59.75,  108.94,   4.49,     12.125,   59.80,   54.42,   4.49,    24.250,   74.55,   87.32,   3.60
           56,     28.250,   70.09,  108.19,   3.83,     14.125,   70.17,   54.03,   3.83,    28.250,   87.10,   87.06,   3.08
           64,     32.250,   80.80,  107.14,   3.32,     16.125,   80.65,   53.67,   3.33,    32.250,   99.84,   86.70,   2.69
           80,     40.250,   99.56,  108.52,   2.70,     20.125,   99.46,   54.32,   2.70,    40.250,  126.21,   85.61,   2.13
          104,     52.250,  130.88,  107.16,   2.05,     26.125,  131.91,   53.17,   2.04,    52.250,  164.76,   85.13,   1.63
          120,     60.250,  152.91,  105.77,   1.76,     30.125,  154.46,   52.35,   1.74,    60.250,  190.19,   85.04,   1.41
          128,     64.250,  165.79,  104.03,   1.62,     32.125,  166.02,   51.94,   1.62,    64.250,  203.43,   84.78,   1.32
          160,     80.250,  200.78,  107.29,   1.34,     40.125,  201.21,   53.53,   1.33,    80.250,  259.25,   83.09,   1.04
          192,     96.250,  249.41,  103.59,   1.08,     48.125,  248.38,   52.01,   1.08,    96.250,  310.75,   83.14,   0.86
          256,    128.250,  329.28,  104.55,   0.82,     64.125,  329.01,   52.32,   0.82,   128.250,  413.31,   83.29,   0.65
          320,    160.250,  411.42,  104.56,   0.65,     80.125,  406.94,   52.85,   0.66,   160.250,  516.79,   83.24,   0.52
          512,    256.250,  674.11,  102.04,   0.40,    128.125,  675.19,   50.94,   0.40,   256.250,  824.85,   83.39,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725000940
