Start time: 1725087475
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.87,   23.42,  93.69,      0.125,    2.98,   11.28,  90.20,     0.250,    1.87,   35.93, 143.70
            1,      0.750,    3.58,   56.22,  74.96,      0.375,    3.58,   28.13,  75.00,     0.750,    3.05,   66.10,  88.13
            2,      1.250,    3.65,   91.85,  73.48,      0.625,    3.71,   45.19,  72.30,     1.250,    3.21,  104.37,  83.49
            3,      1.750,    3.78,  124.21,  70.98,      0.875,    3.75,   62.69,  71.64,     1.750,    3.38,  138.86,  79.35
            4,      2.250,    3.91,  154.55,  68.69,      1.125,    3.88,   77.73,  69.10,     2.250,    3.52,  171.54,  76.24
            6,      3.250,    4.16,  209.97,  64.61,      1.625,    4.09,  106.73,  65.68,     3.250,    3.78,  230.98,  71.07
            8,      4.250,    4.43,  257.24,  60.53,      2.125,    4.42,  129.06,  60.73,     4.250,    4.10,  278.26,  65.47
           12,      6.250,    5.48,  306.04,  48.97,      3.125,    5.44,  154.15,  49.33,     6.250,    6.25,  268.56,  42.97
           16,      8.250,    6.59,  336.05,  40.73,      4.125,    6.56,  168.87,  40.94,     8.250,    8.11,  273.00,  33.09
           20,     10.250,    8.23,  334.16,  32.60,      5.125,    8.31,  165.45,  32.28,    10.250,   10.21,  269.51,  26.29
           24,     12.250,   10.55,  311.81,  25.45,      6.125,   10.51,  156.50,  25.55,    12.250,   12.23,  268.90,  21.95
           28,     14.250,   11.51,  332.37,  23.32,      7.125,   11.46,  166.92,  23.43,    14.250,   14.30,  267.48,  18.77
           32,     16.250,   13.04,  334.52,  20.59,      8.125,   13.00,  167.72,  20.64,    16.250,   16.11,  270.75,  16.66
           40,     20.250,   16.25,  334.41,  16.51,     10.125,   16.23,  167.42,  16.54,    20.250,   20.32,  267.51,  13.21
           48,     24.250,   19.63,  331.58,  13.67,     12.125,   19.62,  165.87,  13.68,    24.250,   24.52,  265.44,  10.95
           56,     28.250,   23.13,  327.87,  11.61,     14.125,   23.15,  163.76,  11.59,    28.250,   28.75,  263.76,   9.34
           64,     32.250,   26.66,  324.66,  10.07,     16.125,   26.73,  161.93,  10.04,    32.250,   33.09,  261.61,   8.11
           80,     40.250,   33.00,  327.44,   8.14,     20.125,   32.93,  164.05,   8.15,    40.250,   41.78,  258.61,   6.43
          104,     52.250,   43.55,  322.05,   6.16,     26.125,   43.74,  160.32,   6.14,    52.250,   54.65,  256.66,   4.91
          120,     60.250,   50.76,  318.65,   5.29,     30.125,   51.35,  157.47,   5.23,    60.250,   63.22,  255.82,   4.25
          128,     64.250,   55.15,  312.71,   4.87,     32.125,   55.20,  156.23,   4.86,    64.250,   67.53,  255.38,   3.97
          160,     80.250,   66.92,  321.93,   4.01,     40.125,   66.91,  160.98,   4.01,    80.250,   86.15,  250.04,   3.12
          192,     96.250,   83.05,  311.12,   3.23,     48.125,   82.84,  155.95,   3.24,    96.250,  103.33,  250.05,   2.60
          256,    128.250,  109.64,  313.99,   2.45,     64.125,  109.79,  156.79,   2.45,   128.250,  137.77,  249.89,   1.95
          320,    160.250,  139.25,  308.91,   1.93,     80.125,  139.36,  154.34,   1.93,   160.250,  172.28,  249.70,   1.56
          512,    256.250,  225.62,  304.88,   1.19,    128.125,  225.64,  152.43,   1.19,   256.250,  275.70,  249.50,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725087630
