Start time: 1725087303
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.63,   25.49, 101.95,      0.125,    2.68,   12.50, 100.01,     0.250,    1.44,   46.60, 186.41
            1,      0.750,    3.40,   59.23,  78.97,      0.375,    3.43,   29.37,  78.31,     0.750,    2.70,   74.54,  99.38
            2,      1.250,    3.46,   96.98,  77.58,      0.625,    3.51,   47.81,  76.50,     1.250,    2.92,  114.87,  91.90
            3,      1.750,    3.63,  129.34,  73.91,      0.875,    3.60,   65.23,  74.54,     1.750,    3.12,  150.66,  86.09
            4,      2.250,    3.76,  160.50,  71.34,      1.125,    3.74,   80.81,  71.83,     2.250,    3.28,  184.08,  81.82
            6,      3.250,    4.02,  216.96,  66.76,      1.625,    3.94,  110.63,  68.08,     3.250,    3.62,  241.07,  74.17
            8,      4.250,    4.34,  262.69,  61.81,      2.125,    4.34,  131.31,  61.79,     4.250,    4.00,  285.07,  67.08
           12,      6.250,    5.39,  311.32,  49.81,      3.125,    5.38,  156.07,  49.94,     6.250,    6.18,  271.30,  43.41
           16,      8.250,    6.53,  339.30,  41.13,      4.125,    6.49,  170.59,  41.36,     8.250,    8.04,  275.45,  33.39
           20,     10.250,    8.16,  336.98,  32.88,      5.125,    8.21,  167.47,  32.68,    10.250,   10.13,  271.56,  26.49
           24,     12.250,   10.48,  313.74,  25.61,      6.125,   10.46,  157.14,  25.66,    12.250,   12.18,  270.02,  22.04
           28,     14.250,   11.46,  333.73,  23.42,      7.125,   11.40,  167.74,  23.54,    14.250,   14.28,  267.97,  18.80
           32,     16.250,   12.99,  335.80,  20.66,      8.125,   12.99,  167.93,  20.67,    16.250,   16.10,  270.89,  16.67
           40,     20.250,   16.25,  334.59,  16.52,     10.125,   16.23,  167.49,  16.54,    20.250,   20.31,  267.60,  13.21
           48,     24.250,   19.62,  331.75,  13.68,     12.125,   19.61,  165.96,  13.69,    24.250,   24.52,  265.50,  10.95
           56,     28.250,   23.12,  328.04,  11.61,     14.125,   23.14,  163.88,  11.60,    28.250,   28.73,  263.98,   9.34
           64,     32.250,   26.66,  324.77,  10.07,     16.125,   26.72,  162.02,  10.05,    32.250,   33.07,  261.78,   8.12
           80,     40.250,   32.96,  327.78,   8.14,     20.125,   32.89,  164.27,   8.16,    40.250,   41.75,  258.79,   6.43
          104,     52.250,   43.47,  322.68,   6.18,     26.125,   43.51,  161.16,   6.17,    52.250,   54.61,  256.84,   4.92
          120,     60.250,   50.72,  318.88,   5.29,     30.125,   51.32,  157.58,   5.23,    60.250,   63.19,  255.95,   4.25
          128,     64.250,   55.12,  312.92,   4.87,     32.125,   55.17,  156.32,   4.87,    64.250,   67.50,  255.50,   3.98
          160,     80.250,   66.90,  322.01,   4.01,     40.125,   66.88,  161.05,   4.01,    80.250,   86.13,  250.11,   3.12
          192,     96.250,   83.03,  311.19,   3.23,     48.125,   82.84,  155.95,   3.24,    96.250,  103.31,  250.10,   2.60
          256,    128.250,  109.61,  314.09,   2.45,     64.125,  109.74,  156.86,   2.45,   128.250,  137.75,  249.93,   1.95
          320,    160.250,  139.23,  308.97,   1.93,     80.125,  139.34,  154.36,   1.93,   160.250,  172.26,  249.73,   1.56
          512,    256.250,  225.59,  304.91,   1.19,    128.125,  225.60,  152.45,   1.19,   256.250,  275.65,  249.54,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725087459
