Start time: 1725087941
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.75,   24.39,  97.54,      0.125,    2.89,   11.60,  92.82,     0.250,    1.70,   39.48, 157.90
            1,      0.750,    3.56,   56.62,  75.49,      0.375,    3.50,   28.76,  76.70,     0.750,    2.91,   69.14,  92.18
            2,      1.250,    3.59,   93.44,  74.75,      0.625,    3.58,   46.85,  74.96,     1.250,    3.11,  107.86,  86.29
            3,      1.750,    3.71,  126.65,  72.37,      0.875,    3.67,   64.04,  73.18,     1.750,    3.31,  141.96,  81.12
            4,      2.250,    3.88,  155.87,  69.27,      1.125,    3.82,   78.99,  70.22,     2.250,    3.43,  175.88,  78.17
            6,      3.250,    4.09,  213.36,  65.65,      1.625,    4.03,  108.13,  66.54,     3.250,    3.77,  231.66,  71.28
            8,      4.250,    4.44,  257.12,  60.50,      2.125,    4.39,  129.82,  61.09,     4.250,    4.09,  279.07,  65.66
           12,      6.250,    5.46,  307.50,  49.20,      3.125,    5.42,  154.74,  49.52,     6.250,    6.23,  269.21,  43.07
           16,      8.250,    6.56,  337.54,  40.91,      4.125,    6.52,  169.78,  41.16,     8.250,    8.07,  274.25,  33.24
           20,     10.250,    8.20,  335.59,  32.74,      5.125,    8.25,  166.67,  32.52,    10.250,   10.17,  270.63,  26.40
           24,     12.250,   10.51,  312.94,  25.55,      6.125,   10.49,  156.75,  25.59,    12.250,   12.20,  269.45,  22.00
           28,     14.250,   11.49,  332.95,  23.36,      7.125,   11.42,  167.48,  23.51,    14.250,   14.29,  267.74,  18.79
           32,     16.250,   13.03,  334.80,  20.60,      8.125,   13.00,  167.72,  20.64,    16.250,   16.11,  270.77,  16.66
           40,     20.250,   16.25,  334.57,  16.52,     10.125,   16.23,  167.46,  16.54,    20.250,   20.32,  267.55,  13.21
           48,     24.250,   19.63,  331.56,  13.67,     12.125,   19.62,  165.92,  13.68,    24.250,   24.52,  265.52,  10.95
           56,     28.250,   23.12,  327.98,  11.61,     14.125,   23.14,  163.86,  11.60,    28.250,   28.72,  264.01,   9.35
           64,     32.250,   26.66,  324.67,  10.07,     16.125,   26.71,  162.03,  10.05,    32.250,   33.08,  261.70,   8.11
           80,     40.250,   32.99,  327.54,   8.14,     20.125,   32.88,  164.32,   8.17,    40.250,   41.77,  258.67,   6.43
          104,     52.250,   43.55,  322.10,   6.16,     26.125,   43.46,  161.35,   6.18,    52.250,   54.64,  256.71,   4.91
          120,     60.250,   50.73,  318.79,   5.29,     30.125,   51.33,  157.54,   5.23,    60.250,   63.20,  255.91,   4.25
          128,     64.250,   55.15,  312.75,   4.87,     32.125,   55.18,  156.28,   4.86,    64.250,   67.50,  255.52,   3.98
          160,     80.250,   66.90,  322.01,   4.01,     40.125,   66.88,  161.04,   4.01,    80.250,   86.14,  250.08,   3.12
          192,     96.250,   83.02,  311.23,   3.23,     48.125,   82.83,  155.96,   3.24,    96.250,  103.32,  250.06,   2.60
          256,    128.250,  109.61,  314.07,   2.45,     64.125,  109.74,  156.86,   2.45,   128.250,  137.75,  249.93,   1.95
          320,    160.250,  139.25,  308.92,   1.93,     80.125,  139.36,  154.34,   1.93,   160.250,  172.26,  249.72,   1.56
          512,    256.250,  225.62,  304.88,   1.19,    128.125,  225.63,  152.43,   1.19,   256.250,  275.67,  249.53,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725088097
