Start time: 1725087640
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    3.11,   21.59,  86.34,      0.125,    3.34,   10.05,  80.42,     0.250,    2.38,   28.26, 113.03
            1,      0.750,    3.81,   52.77,  70.36,      0.375,    3.80,   26.50,  70.68,     0.750,    3.38,   59.51,  79.35
            2,      1.250,    3.88,   86.57,  69.26,      0.625,    3.89,   43.12,  68.99,     1.250,    3.52,   95.46,  76.37
            3,      1.750,    3.99,  117.79,  67.31,      0.875,    3.97,   59.21,  67.67,     1.750,    3.65,  128.74,  73.56
            4,      2.250,    4.07,  148.58,  66.04,      1.125,    4.07,   74.18,  65.94,     2.250,    3.78,  159.74,  71.00
            6,      3.250,    4.28,  203.69,  62.67,      1.625,    4.23,  103.17,  63.49,     3.250,    4.01,  217.72,  66.99
            8,      4.250,    4.54,  251.34,  59.14,      2.125,    4.51,  126.48,  59.52,     4.250,    4.25,  268.44,  63.16
           12,      6.250,    5.55,  302.46,  48.39,      3.125,    5.50,  152.44,  48.78,     6.250,    6.33,  265.08,  42.41
           16,      8.250,    6.67,  332.07,  40.25,      4.125,    6.61,  167.47,  40.60,     8.250,    8.14,  271.96,  32.97
           20,     10.250,    8.29,  331.74,  32.37,      5.125,    8.32,  165.27,  32.25,    10.250,   10.23,  268.99,  26.24
           24,     12.250,   10.56,  311.48,  25.43,      6.125,   10.54,  156.07,  25.48,    12.250,   12.24,  268.59,  21.93
           28,     14.250,   11.53,  331.79,  23.28,      7.125,   11.47,  166.73,  23.40,    14.250,   14.32,  267.16,  18.75
           32,     16.250,   13.07,  333.85,  20.54,      8.125,   13.05,  167.18,  20.58,    16.250,   16.12,  270.65,  16.66
           40,     20.250,   16.25,  334.45,  16.52,     10.125,   16.24,  167.37,  16.53,    20.250,   20.32,  267.46,  13.21
           48,     24.250,   19.64,  331.39,  13.67,     12.125,   19.62,  165.86,  13.68,    24.250,   24.52,  265.43,  10.95
           56,     28.250,   23.12,  327.94,  11.61,     14.125,   23.14,  163.83,  11.60,    28.250,   28.75,  263.75,   9.34
           64,     32.250,   26.67,  324.65,  10.07,     16.125,   26.74,  161.87,  10.04,    32.250,   33.09,  261.58,   8.11
           80,     40.250,   32.99,  327.46,   8.14,     20.125,   32.93,  164.05,   8.15,    40.250,   41.78,  258.59,   6.42
          104,     52.250,   43.56,  321.95,   6.16,     26.125,   43.68,  160.55,   6.15,    52.250,   54.65,  256.65,   4.91
          120,     60.250,   50.75,  318.67,   5.29,     30.125,   51.34,  157.50,   5.23,    60.250,   63.22,  255.84,   4.25
          128,     64.250,   55.14,  312.79,   4.87,     32.125,   55.19,  156.24,   4.86,    64.250,   67.54,  255.37,   3.97
          160,     80.250,   66.91,  321.94,   4.01,     40.125,   66.91,  160.97,   4.01,    80.250,   86.16,  250.04,   3.12
          192,     96.250,   83.04,  311.13,   3.23,     48.125,   82.85,  155.93,   3.24,    96.250,  103.35,  250.00,   2.60
          256,    128.250,  109.66,  313.96,   2.45,     64.125,  109.83,  156.74,   2.44,   128.250,  137.77,  249.88,   1.95
          320,    160.250,  139.28,  308.86,   1.93,     80.125,  139.37,  154.33,   1.93,   160.250,  172.30,  249.66,   1.56
          512,    256.250,  225.65,  304.84,   1.19,    128.125,  225.67,  152.41,   1.19,   256.250,  275.72,  249.48,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725087796
