Start time: 1725087803
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.96,   22.70,  90.81,      0.125,    3.06,   10.96,  87.67,     0.250,    2.16,   31.08, 124.33
            1,      0.750,    3.71,   54.21,  72.28,      0.375,    3.67,   27.43,  73.14,     0.750,    3.17,   63.61,  84.81
            2,      1.250,    3.77,   89.03,  71.22,      0.625,    3.68,   45.60,  72.96,     1.250,    3.25,  103.21,  82.57
            3,      1.750,    3.91,  120.11,  68.64,      0.875,    3.81,   61.57,  70.36,     1.750,    3.50,  134.18,  76.67
            4,      2.250,    3.96,  152.48,  67.77,      1.125,    3.95,   76.38,  67.89,     2.250,    3.57,  169.04,  75.13
            6,      3.250,    4.20,  207.67,  63.90,      1.625,    4.16,  104.93,  64.57,     3.250,    3.87,  225.61,  69.42
            8,      4.250,    4.50,  253.47,  59.64,      2.125,    4.48,  127.38,  59.95,     4.250,    4.16,  274.18,  64.51
           12,      6.250,    5.49,  305.71,  48.91,      3.125,    5.45,  153.98,  49.27,     6.250,    6.25,  268.22,  42.92
           16,      8.250,    6.60,  335.65,  40.68,      4.125,    6.56,  168.87,  40.94,     8.250,    8.11,  273.04,  33.10
           20,     10.250,    8.25,  333.59,  32.55,      5.125,    8.27,  166.37,  32.46,    10.250,   10.19,  270.07,  26.35
           24,     12.250,   10.53,  312.22,  25.49,      6.125,   10.52,  156.36,  25.53,    12.250,   12.21,  269.20,  21.98
           28,     14.250,   11.51,  332.31,  23.32,      7.125,   11.44,  167.16,  23.46,    14.250,   14.30,  267.50,  18.77
           32,     16.250,   13.04,  334.57,  20.59,      8.125,   13.02,  167.50,  20.62,    16.250,   16.11,  270.70,  16.66
           40,     20.250,   16.25,  334.49,  16.52,     10.125,   16.23,  167.45,  16.54,    20.250,   20.32,  267.48,  13.21
           48,     24.250,   19.62,  331.78,  13.68,     12.125,   19.62,  165.86,  13.68,    24.250,   24.52,  265.50,  10.95
           56,     28.250,   23.12,  328.00,  11.61,     14.125,   23.14,  163.89,  11.60,    28.250,   28.75,  263.75,   9.34
           64,     32.250,   26.66,  324.66,  10.07,     16.125,   26.73,  161.93,  10.04,    32.250,   33.09,  261.66,   8.11
           80,     40.250,   32.99,  327.54,   8.14,     20.125,   32.92,  164.08,   8.15,    40.250,   41.77,  258.65,   6.43
          104,     52.250,   43.56,  322.02,   6.16,     26.125,   43.71,  160.45,   6.14,    52.250,   54.63,  256.73,   4.91
          120,     60.250,   50.73,  318.78,   5.29,     30.125,   51.33,  157.54,   5.23,    60.250,   63.20,  255.91,   4.25
          128,     64.250,   55.14,  312.76,   4.87,     32.125,   55.17,  156.32,   4.87,    64.250,   67.51,  255.47,   3.98
          160,     80.250,   66.89,  322.07,   4.01,     40.125,   66.88,  161.05,   4.01,    80.250,   86.13,  250.10,   3.12
          192,     96.250,   83.00,  311.28,   3.23,     48.125,   82.85,  155.93,   3.24,    96.250,  103.33,  250.05,   2.60
          256,    128.250,  109.60,  314.10,   2.45,     64.125,  109.75,  156.85,   2.45,   128.250,  137.74,  249.94,   1.95
          320,    160.250,  139.22,  308.98,   1.93,     80.125,  139.33,  154.37,   1.93,   160.250,  172.24,  249.74,   1.56
          512,    256.250,  225.55,  304.97,   1.19,    128.125,  225.57,  152.47,   1.19,   256.250,  275.65,  249.55,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725087959
