Start time: 1725087307
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    3.07,   21.85,  87.38,      0.125,    3.14,   10.69,  85.49,     0.250,    2.03,   33.12, 132.50
            1,      0.750,    3.73,   53.90,  71.87,      0.375,    3.73,   26.97,  71.91,     0.750,    3.22,   62.56,  83.42
            2,      1.250,    3.83,   87.70,  70.16,      0.625,    3.81,   43.99,  70.38,     1.250,    3.38,   99.21,  79.37
            3,      1.750,    3.94,  119.17,  68.10,      0.875,    3.92,   59.92,  68.48,     1.750,    3.56,  131.92,  75.38
            4,      2.250,    4.05,  149.24,  66.33,      1.125,    4.04,   74.68,  66.38,     2.250,    3.69,  163.64,  72.73
            6,      3.250,    4.29,  203.27,  62.54,      1.625,    4.22,  103.27,  63.55,     3.250,    3.96,  220.08,  67.72
            8,      4.250,    4.54,  251.45,  59.17,      2.125,    4.51,  126.37,  59.47,     4.250,    4.24,  268.88,  63.27
           12,      6.250,    5.52,  303.99,  48.64,      3.125,    5.46,  153.53,  49.13,     6.250,    6.29,  266.73,  42.68
           16,      8.250,    6.62,  334.58,  40.56,      4.125,    6.59,  168.03,  40.73,     8.250,    8.14,  272.20,  32.99
           20,     10.250,    8.27,  332.91,  32.48,      5.125,    8.30,  165.77,  32.35,    10.250,   10.21,  269.43,  26.29
           24,     12.250,   10.55,  311.72,  25.45,      6.125,   10.51,  156.38,  25.53,    12.250,   12.24,  268.55,  21.92
           28,     14.250,   11.53,  331.70,  23.28,      7.125,   11.46,  166.86,  23.42,    14.250,   14.29,  267.78,  18.79
           32,     16.250,   13.05,  334.36,  20.58,      8.125,   13.04,  167.31,  20.59,    16.250,   16.12,  270.63,  16.65
           40,     20.250,   16.25,  334.53,  16.52,     10.125,   16.22,  167.53,  16.55,    20.250,   20.32,  267.54,  13.21
           48,     24.250,   19.64,  331.39,  13.67,     12.125,   19.61,  165.93,  13.69,    24.250,   24.51,  265.54,  10.95
           56,     28.250,   23.14,  327.69,  11.60,     14.125,   23.15,  163.76,  11.59,    28.250,   28.75,  263.73,   9.34
           64,     32.250,   26.67,  324.55,  10.06,     16.125,   26.75,  161.84,  10.04,    32.250,   33.09,  261.58,   8.11
           80,     40.250,   33.00,  327.40,   8.13,     20.125,   32.93,  164.03,   8.15,    40.250,   41.78,  258.59,   6.42
          104,     52.250,   43.57,  321.94,   6.16,     26.125,   43.74,  160.33,   6.14,    52.250,   54.65,  256.65,   4.91
          120,     60.250,   50.76,  318.65,   5.29,     30.125,   51.34,  157.52,   5.23,    60.250,   63.22,  255.84,   4.25
          128,     64.250,   55.17,  312.62,   4.87,     32.125,   55.19,  156.26,   4.86,    64.250,   67.54,  255.37,   3.97
          160,     80.250,   66.90,  322.02,   4.01,     40.125,   66.90,  161.00,   4.01,    80.250,   86.15,  250.05,   3.12
          192,     96.250,   82.99,  311.32,   3.23,     48.125,   82.84,  155.94,   3.24,    96.250,  103.34,  250.03,   2.60
          256,    128.250,  109.65,  313.98,   2.45,     64.125,  109.76,  156.82,   2.45,   128.250,  137.76,  249.90,   1.95
          320,    160.250,  139.24,  308.94,   1.93,     80.125,  139.33,  154.37,   1.93,   160.250,  172.26,  249.73,   1.56
          512,    256.250,  225.59,  304.92,   1.19,    128.125,  225.60,  152.45,   1.19,   256.250,  275.66,  249.53,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725087462
