Start time: 1725087782
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    3.07,   21.87,  87.47,      0.125,    3.04,   11.05,  88.39,     0.250,    1.89,   35.53, 142.10
            1,      0.750,    3.67,   54.80,  73.06,      0.375,    3.69,   27.27,  72.71,     0.750,    3.14,   64.14,  85.52
            2,      1.250,    3.77,   89.10,  71.28,      0.625,    3.75,   44.72,  71.54,     1.250,    3.29,  101.93,  81.54
            3,      1.750,    3.91,  120.08,  68.62,      0.875,    3.88,   60.61,  69.27,     1.750,    3.48,  134.91,  77.09
            4,      2.250,    4.01,  150.43,  66.86,      1.125,    3.98,   75.80,  67.38,     2.250,    3.63,  166.39,  73.95
            6,      3.250,    4.24,  205.66,  63.28,      1.625,    4.17,  104.66,  64.40,     3.250,    3.92,  222.55,  68.48
            8,      4.250,    4.51,  252.68,  59.45,      2.125,    4.51,  126.56,  59.56,     4.250,    4.20,  271.50,  63.88
           12,      6.250,    5.55,  302.02,  48.32,      3.125,    5.49,  152.80,  48.90,     6.250,    6.30,  266.14,  42.58
           16,      8.250,    6.62,  334.68,  40.57,      4.125,    6.59,  168.03,  40.73,     8.250,    8.16,  271.53,  32.91
           20,     10.250,    8.27,  332.70,  32.46,      5.125,    8.30,  165.67,  32.33,    10.250,   10.22,  269.30,  26.27
           24,     12.250,   10.58,  310.84,  25.37,      6.125,   10.53,  156.11,  25.49,    12.250,   12.26,  268.24,  21.90
           28,     14.250,   11.54,  331.53,  23.27,      7.125,   11.48,  166.65,  23.39,    14.250,   14.31,  267.22,  18.75
           32,     16.250,   13.05,  334.31,  20.57,      8.125,   13.05,  167.14,  20.57,    16.250,   16.12,  270.57,  16.65
           40,     20.250,   16.25,  334.51,  16.52,     10.125,   16.23,  167.44,  16.54,    20.250,   20.32,  267.52,  13.21
           48,     24.250,   19.63,  331.60,  13.67,     12.125,   19.62,  165.90,  13.68,    24.250,   24.52,  265.52,  10.95
           56,     28.250,   23.12,  327.97,  11.61,     14.125,   23.14,  163.84,  11.60,    28.250,   28.75,  263.79,   9.34
           64,     32.250,   26.66,  324.66,  10.07,     16.125,   26.73,  161.94,  10.04,    32.250,   33.09,  261.65,   8.11
           80,     40.250,   32.99,  327.47,   8.14,     20.125,   32.91,  164.13,   8.16,    40.250,   41.77,  258.67,   6.43
          104,     52.250,   43.55,  322.02,   6.16,     26.125,   43.73,  160.38,   6.14,    52.250,   54.64,  256.69,   4.91
          120,     60.250,   50.75,  318.71,   5.29,     30.125,   51.33,  157.55,   5.23,    60.250,   63.20,  255.91,   4.25
          128,     64.250,   55.15,  312.76,   4.87,     32.125,   55.18,  156.27,   4.86,    64.250,   67.52,  255.45,   3.98
          160,     80.250,   66.89,  322.06,   4.01,     40.125,   66.87,  161.07,   4.01,    80.250,   86.14,  250.09,   3.12
          192,     96.250,   83.04,  311.13,   3.23,     48.125,   82.82,  155.97,   3.24,    96.250,  103.32,  250.06,   2.60
          256,    128.250,  109.62,  314.07,   2.45,     64.125,  109.76,  156.83,   2.45,   128.250,  137.76,  249.91,   1.95
          320,    160.250,  139.23,  308.97,   1.93,     80.125,  139.33,  154.37,   1.93,   160.250,  172.27,  249.70,   1.56
          512,    256.250,  225.60,  304.90,   1.19,    128.125,  225.60,  152.45,   1.19,   256.250,  275.66,  249.53,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725087938
