Start time: 1725087307
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    3.15,   21.33,  85.33,      0.125,    3.19,   10.51,  84.10,     0.250,    2.23,   30.16, 120.65
            1,      0.750,    3.61,   55.77,  74.36,      0.375,    3.65,   27.61,  73.62,     0.750,    3.30,   61.05,  81.39
            2,      1.250,    3.69,   90.96,  72.77,      0.625,    3.69,   45.44,  72.71,     1.250,    3.40,   98.72,  78.97
            3,      1.750,    3.82,  122.91,  70.23,      0.875,    3.79,   61.99,  70.85,     1.750,    3.50,  134.18,  76.67
            4,      2.250,    3.95,  153.02,  68.01,      1.125,    3.90,   77.53,  68.92,     2.250,    3.56,  169.56,  75.36
            6,      3.250,    4.16,  209.87,  64.57,      1.625,    4.10,  106.50,  65.54,     3.250,    3.85,  226.78,  69.78
            8,      4.250,    4.51,  253.02,  59.53,      2.125,    4.49,  127.02,  59.77,     4.250,    4.14,  275.43,  64.81
           12,      6.250,    5.55,  302.18,  48.35,      3.125,    5.53,  151.78,  48.57,     6.250,    6.33,  264.83,  42.37
           16,      8.250,    6.67,  331.97,  40.24,      4.125,    6.63,  166.96,  40.48,     8.250,    8.19,  270.37,  32.77
           20,     10.250,    8.31,  331.18,  32.31,      5.125,    8.34,  164.94,  32.18,    10.250,   10.22,  269.33,  26.28
           24,     12.250,   10.55,  311.75,  25.45,      6.125,   10.53,  156.14,  25.49,    12.250,   12.24,  268.74,  21.94
           28,     14.250,   11.54,  331.39,  23.26,      7.125,   11.48,  166.65,  23.39,    14.250,   14.31,  267.24,  18.75
           32,     16.250,   13.06,  333.93,  20.55,      8.125,   13.05,  167.18,  20.58,    16.250,   16.12,  270.65,  16.66
           40,     20.250,   16.25,  334.57,  16.52,     10.125,   16.23,  167.48,  16.54,    20.250,   20.32,  267.52,  13.21
           48,     24.250,   19.63,  331.55,  13.67,     12.125,   19.62,  165.90,  13.68,    24.250,   24.52,  265.48,  10.95
           56,     28.250,   23.12,  328.00,  11.61,     14.125,   23.15,  163.81,  11.60,    28.250,   28.75,  263.77,   9.34
           64,     32.250,   26.66,  324.70,  10.07,     16.125,   26.72,  162.02,  10.05,    32.250,   33.09,  261.66,   8.11
           80,     40.250,   32.99,  327.51,   8.14,     20.125,   32.92,  164.11,   8.15,    40.250,   41.77,  258.66,   6.43
          104,     52.250,   43.47,  322.64,   6.17,     26.125,   43.52,  161.16,   6.17,    52.250,   54.61,  256.83,   4.92
          120,     60.250,   50.73,  318.79,   5.29,     30.125,   51.34,  157.50,   5.23,    60.250,   63.20,  255.93,   4.25
          128,     64.250,   55.11,  312.95,   4.87,     32.125,   55.18,  156.28,   4.86,    64.250,   67.51,  255.47,   3.98
          160,     80.250,   66.89,  322.03,   4.01,     40.125,   66.89,  161.01,   4.01,    80.250,   86.15,  250.06,   3.12
          192,     96.250,   83.02,  311.23,   3.23,     48.125,   82.85,  155.92,   3.24,    96.250,  103.33,  250.04,   2.60
          256,    128.250,  109.60,  314.10,   2.45,     64.125,  109.76,  156.83,   2.45,   128.250,  137.74,  249.94,   1.95
          320,    160.250,  139.23,  308.97,   1.93,     80.125,  139.34,  154.36,   1.93,   160.250,  172.25,  249.73,   1.56
          512,    256.250,  225.59,  304.91,   1.19,    128.125,  225.60,  152.45,   1.19,   256.250,  275.65,  249.54,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725087462
