Start time: 1725087475
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.92,   22.98,  91.93,      0.125,    3.05,   10.99,  87.90,     0.250,    1.94,   34.52, 138.08
            1,      0.750,    3.62,   55.69,  74.26,      0.375,    3.62,   27.82,  74.19,     0.750,    3.10,   65.01,  86.68
            2,      1.250,    3.71,   90.49,  72.39,      0.625,    3.69,   45.49,  72.79,     1.250,    3.28,  102.21,  81.77
            3,      1.750,    3.83,  122.62,  70.07,      0.875,    3.79,   61.97,  70.83,     1.750,    3.48,  135.18,  77.25
            4,      2.250,    3.93,  153.65,  68.29,      1.125,    3.91,   77.18,  68.60,     2.250,    3.58,  168.90,  75.07
            6,      3.250,    4.17,  209.41,  64.43,      1.625,    4.11,  106.18,  65.34,     3.250,    3.87,  225.55,  69.40
            8,      4.250,    4.49,  254.37,  59.85,      2.125,    4.48,  127.41,  59.96,     4.250,    4.12,  276.64,  65.09
           12,      6.250,    5.50,  305.26,  48.84,      3.125,    5.54,  151.34,  48.43,     6.250,    6.34,  264.42,  42.31
           16,      8.250,    6.68,  331.58,  40.19,      4.125,    6.63,  167.09,  40.51,     8.250,    8.17,  271.03,  32.85
           20,     10.250,    8.27,  332.91,  32.48,      5.125,    8.32,  165.35,  32.26,    10.250,   10.21,  269.41,  26.28
           24,     12.250,   10.56,  311.48,  25.43,      6.125,   10.54,  156.01,  25.47,    12.250,   12.24,  268.61,  21.93
           28,     14.250,   11.52,  332.19,  23.31,      7.125,   11.47,  166.79,  23.41,    14.250,   14.31,  267.31,  18.76
           32,     16.250,   13.05,  334.26,  20.57,      8.125,   13.04,  167.24,  20.58,    16.250,   16.11,  270.70,  16.66
           40,     20.250,   16.25,  334.43,  16.52,     10.125,   16.24,  167.38,  16.53,    20.250,   20.32,  267.47,  13.21
           48,     24.250,   19.64,  331.51,  13.67,     12.125,   19.63,  165.82,  13.68,    24.250,   24.50,  265.64,  10.95
           56,     28.250,   23.13,  327.83,  11.60,     14.125,   23.15,  163.76,  11.59,    28.250,   28.77,  263.62,   9.33
           64,     32.250,   26.67,  324.56,  10.06,     16.125,   26.75,  161.81,  10.03,    32.250,   33.10,  261.53,   8.11
           80,     40.250,   33.00,  327.44,   8.14,     20.125,   32.95,  163.96,   8.15,    40.250,   41.80,  258.50,   6.42
          104,     52.250,   43.56,  321.99,   6.16,     26.125,   43.76,  160.26,   6.13,    52.250,   54.67,  256.53,   4.91
          120,     60.250,   50.77,  318.58,   5.29,     30.125,   51.36,  157.44,   5.23,    60.250,   63.20,  255.90,   4.25
          128,     64.250,   55.12,  312.90,   4.87,     32.125,   55.21,  156.20,   4.86,    64.250,   67.56,  255.29,   3.97
          160,     80.250,   66.94,  321.83,   4.01,     40.125,   66.92,  160.96,   4.01,    80.250,   86.17,  249.98,   3.12
          192,     96.250,   83.03,  311.19,   3.23,     48.125,   82.85,  155.92,   3.24,    96.250,  103.37,  249.95,   2.60
          256,    128.250,  109.66,  313.94,   2.45,     64.125,  109.80,  156.77,   2.44,   128.250,  137.79,  249.86,   1.95
          320,    160.250,  139.26,  308.90,   1.93,     80.125,  139.36,  154.34,   1.93,   160.250,  172.32,  249.64,   1.56
          512,    256.250,  225.63,  304.86,   1.19,    128.125,  225.67,  152.41,   1.19,   256.250,  275.71,  249.49,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725087630
