Start time: 1725087474
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    3.03,   22.16,  88.65,      0.125,    3.42,    9.81,  78.49,     0.250,    2.33,   28.84, 115.36
            1,      0.750,    3.93,   51.24,  68.32,      0.375,    3.94,   25.57,  68.18,     0.750,    3.61,   55.71,  74.28
            2,      1.250,    3.98,   84.41,  67.53,      0.625,    3.95,   42.48,  67.98,     1.250,    3.68,   91.13,  72.90
            3,      1.750,    4.12,  113.88,  65.08,      0.875,    4.08,   57.64,  65.87,     1.750,    3.79,  123.95,  70.83
            4,      2.250,    4.20,  143.67,  63.85,      1.125,    4.26,   70.92,  63.04,     2.250,    3.95,  152.98,  67.99
            6,      3.250,    4.44,  196.40,  60.43,      1.625,    4.31,  101.16,  62.25,     3.250,    4.16,  209.97,  64.61
            8,      4.250,    4.62,  246.88,  58.09,      2.125,    4.56,  124.98,  58.82,     4.250,    4.41,  258.81,  60.90
           12,      6.250,    5.50,  304.82,  48.77,      3.125,    5.51,  152.19,  48.70,     6.250,    6.31,  265.93,  42.55
           16,      8.250,    6.67,  332.07,  40.25,      4.125,    6.63,  166.96,  40.48,     8.250,    8.19,  270.47,  32.78
           20,     10.250,    8.30,  331.50,  32.34,      5.125,    8.32,  165.25,  32.24,    10.250,   10.22,  269.09,  26.25
           24,     12.250,   10.55,  311.54,  25.43,      6.125,   10.55,  155.79,  25.43,    12.250,   12.24,  268.74,  21.94
           28,     14.250,   11.54,  331.39,  23.26,      7.125,   11.45,  167.10,  23.45,    14.250,   14.31,  267.31,  18.76
           32,     16.250,   13.05,  334.18,  20.57,      8.125,   13.04,  167.30,  20.59,    16.250,   16.11,  270.72,  16.66
           40,     20.250,   16.25,  334.51,  16.52,     10.125,   16.23,  167.46,  16.54,    20.250,   20.32,  267.51,  13.21
           48,     24.250,   19.63,  331.66,  13.68,     12.125,   19.62,  165.89,  13.68,    24.250,   24.52,  265.50,  10.95
           56,     28.250,   23.12,  327.93,  11.61,     14.125,   23.14,  163.83,  11.60,    28.250,   28.75,  263.76,   9.34
           64,     32.250,   26.68,  324.54,  10.06,     16.125,   26.74,  161.88,  10.04,    32.250,   33.09,  261.64,   8.11
           80,     40.250,   32.99,  327.47,   8.14,     20.125,   32.87,  164.35,   8.17,    40.250,   41.77,  258.65,   6.43
          104,     52.250,   43.56,  322.02,   6.16,     26.125,   43.75,  160.31,   6.14,    52.250,   54.64,  256.68,   4.91
          120,     60.250,   50.76,  318.64,   5.29,     30.125,   51.34,  157.51,   5.23,    60.250,   63.17,  256.02,   4.25
          128,     64.250,   55.14,  312.77,   4.87,     32.125,   55.19,  156.26,   4.86,    64.250,   67.54,  255.37,   3.97
          160,     80.250,   66.92,  321.91,   4.01,     40.125,   66.90,  161.01,   4.01,    80.250,   86.15,  250.05,   3.12
          192,     96.250,   83.01,  311.24,   3.23,     48.125,   82.82,  155.99,   3.24,    96.250,  103.33,  250.04,   2.60
          256,    128.250,  109.63,  314.04,   2.45,     64.125,  109.76,  156.82,   2.45,   128.250,  137.76,  249.91,   1.95
          320,    160.250,  139.22,  308.99,   1.93,     80.125,  139.34,  154.36,   1.93,   160.250,  172.26,  249.71,   1.56
          512,    256.250,  225.57,  304.94,   1.19,    128.125,  225.59,  152.46,   1.19,   256.250,  275.65,  249.55,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725087629
