Start time: 1725087941
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.89,   23.20,  92.79,      0.125,    3.03,   11.08,  88.62,     0.250,    1.85,   36.26, 145.02
            1,      0.750,    3.67,   54.92,  73.22,      0.375,    3.66,   27.53,  73.40,     0.750,    3.09,   65.20,  86.93
            2,      1.250,    3.74,   89.65,  71.72,      0.625,    3.65,   45.90,  73.44,     1.250,    3.27,  102.71,  82.17
            3,      1.750,    3.87,  121.32,  69.33,      0.875,    3.84,   61.21,  69.96,     1.750,    3.44,  136.40,  77.94
            4,      2.250,    3.94,  153.18,  68.08,      1.125,    3.96,   76.16,  67.70,     2.250,    3.57,  169.32,  75.26
            6,      3.250,    4.21,  207.08,  63.72,      1.625,    4.15,  105.11,  64.68,     3.250,    3.87,  225.20,  69.29
            8,      4.250,    4.49,  254.20,  59.81,      2.125,    4.46,  127.93,  60.20,     4.250,    4.18,  272.74,  64.17
           12,      6.250,    5.46,  307.50,  49.20,      3.125,    5.44,  154.29,  49.37,     6.250,    6.24,  268.99,  43.04
           16,      8.250,    6.58,  336.77,  40.82,      4.125,    6.54,  169.34,  41.05,     8.250,    8.12,  272.87,  33.07
           20,     10.250,    8.21,  335.34,  32.72,      5.125,    8.26,  166.59,  32.51,    10.250,   10.21,  269.49,  26.29
           24,     12.250,   10.50,  313.23,  25.57,      6.125,   10.49,  156.68,  25.58,    12.250,   12.21,  269.23,  21.98
           28,     14.250,   11.50,  332.51,  23.33,      7.125,   11.44,  167.17,  23.46,    14.250,   14.30,  267.48,  18.77
           32,     16.250,   13.03,  334.85,  20.61,      8.125,   13.02,  167.54,  20.62,    16.250,   16.11,  270.75,  16.66
           40,     20.250,   16.25,  334.55,  16.52,     10.125,   16.23,  167.47,  16.54,    20.250,   20.32,  267.55,  13.21
           48,     24.250,   19.64,  331.38,  13.67,     12.125,   19.62,  165.92,  13.68,    24.250,   24.52,  265.53,  10.95
           56,     28.250,   23.12,  327.97,  11.61,     14.125,   23.14,  163.83,  11.60,    28.250,   28.75,  263.72,   9.34
           64,     32.250,   26.67,  324.62,  10.07,     16.125,   26.75,  161.81,  10.03,    32.250,   33.09,  261.61,   8.11
           80,     40.250,   33.00,  327.40,   8.13,     20.125,   32.94,  164.01,   8.15,    40.250,   41.78,  258.62,   6.43
          104,     52.250,   43.55,  322.04,   6.16,     26.125,   43.75,  160.30,   6.14,    52.250,   54.65,  256.66,   4.91
          120,     60.250,   50.76,  318.61,   5.29,     30.125,   51.34,  157.50,   5.23,    60.250,   63.22,  255.84,   4.25
          128,     64.250,   55.14,  312.79,   4.87,     32.125,   55.20,  156.23,   4.86,    64.250,   67.53,  255.39,   3.97
          160,     80.250,   66.91,  321.93,   4.01,     40.125,   66.90,  161.00,   4.01,    80.250,   86.15,  250.04,   3.12
          192,     96.250,   82.99,  311.33,   3.23,     48.125,   82.82,  155.99,   3.24,    96.250,  103.33,  250.04,   2.60
          256,    128.250,  109.64,  314.01,   2.45,     64.125,  109.73,  156.87,   2.45,   128.250,  137.74,  249.95,   1.95
          320,    160.250,  139.24,  308.95,   1.93,     80.125,  139.34,  154.36,   1.93,   160.250,  172.27,  249.71,   1.56
          512,    256.250,  225.59,  304.91,   1.19,    128.125,  225.60,  152.45,   1.19,   256.250,  275.65,  249.55,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725088097
