Start time: 1725087307
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    3.09,   21.70,  86.82,      0.125,    3.24,   10.35,  82.77,     0.250,    2.31,   29.10, 116.41
            1,      0.750,    3.75,   53.76,  71.68,      0.375,    3.77,   26.72,  71.26,     0.750,    3.41,   58.99,  78.65
            2,      1.250,    3.88,   86.39,  69.11,      0.625,    3.91,   42.89,  68.62,     1.250,    3.48,   96.50,  77.20
            3,      1.750,    3.88,  121.01,  69.15,      0.875,    3.87,   60.68,  69.35,     1.750,    3.68,  127.55,  72.89
            4,      2.250,    3.98,  151.79,  67.46,      1.125,    4.07,   74.16,  65.92,     2.250,    3.80,  159.07,  70.70
            6,      3.250,    4.23,  206.05,  63.40,      1.625,    4.16,  104.86,  64.53,     3.250,    4.00,  218.38,  67.19
            8,      4.250,    4.56,  250.41,  58.92,      2.125,    4.50,  126.79,  59.67,     4.250,    4.23,  269.45,  63.40
           12,      6.250,    5.53,  303.22,  48.52,      3.125,    5.55,  151.26,  48.40,     6.250,    6.35,  264.25,  42.28
           16,      8.250,    6.67,  332.17,  40.26,      4.125,    6.62,  167.34,  40.57,     8.250,    8.17,  271.00,  32.85
           20,     10.250,    8.31,  331.22,  32.31,      5.125,    8.30,  165.73,  32.34,    10.250,   10.21,  269.46,  26.29
           24,     12.250,   10.55,  311.54,  25.43,      6.125,   10.54,  155.99,  25.47,    12.250,   12.23,  268.85,  21.95
           28,     14.250,   11.54,  331.47,  23.26,      7.125,   11.46,  166.89,  23.42,    14.250,   14.30,  267.52,  18.77
           32,     16.250,   13.05,  334.36,  20.58,      8.125,   13.05,  167.14,  20.57,    16.250,   16.12,  270.65,  16.66
           40,     20.250,   16.25,  334.57,  16.52,     10.125,   16.23,  167.51,  16.54,    20.250,   20.32,  267.55,  13.21
           48,     24.250,   19.63,  331.56,  13.67,     12.125,   19.62,  165.90,  13.68,    24.250,   24.50,  265.70,  10.96
           56,     28.250,   23.12,  327.93,  11.61,     14.125,   23.15,  163.81,  11.60,    28.250,   28.74,  263.84,   9.34
           64,     32.250,   26.64,  324.95,  10.08,     16.125,   26.73,  161.92,  10.04,    32.250,   33.08,  261.68,   8.11
           80,     40.250,   32.96,  327.83,   8.14,     20.125,   32.92,  164.09,   8.15,    40.250,   41.77,  258.66,   6.43
          104,     52.250,   43.50,  322.45,   6.17,     26.125,   43.73,  160.36,   6.14,    52.250,   54.62,  256.81,   4.91
          120,     60.250,   50.74,  318.75,   5.29,     30.125,   51.33,  157.55,   5.23,    60.250,   63.19,  255.96,   4.25
          128,     64.250,   55.12,  312.89,   4.87,     32.125,   55.17,  156.31,   4.87,    64.250,   67.50,  255.50,   3.98
          160,     80.250,   66.89,  322.05,   4.01,     40.125,   66.88,  161.04,   4.01,    80.250,   86.13,  250.12,   3.12
          192,     96.250,   83.04,  311.15,   3.23,     48.125,   82.85,  155.93,   3.24,    96.250,  103.31,  250.09,   2.60
          256,    128.250,  109.62,  314.06,   2.45,     64.125,  109.72,  156.88,   2.45,   128.250,  137.74,  249.95,   1.95
          320,    160.250,  139.23,  308.97,   1.93,     80.125,  139.33,  154.37,   1.93,   160.250,  172.25,  249.73,   1.56
          512,    256.250,  225.57,  304.95,   1.19,    128.125,  225.58,  152.46,   1.19,   256.250,  275.66,  249.53,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725087463
