Start time: 1725087640
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    3.12,   21.52,  86.06,      0.125,    3.16,   10.62,  84.97,     0.250,    2.36,   28.39, 113.55
            1,      0.750,    3.62,   55.54,  74.05,      0.375,    3.63,   27.71,  73.89,     0.750,    3.35,   60.19,  80.25
            2,      1.250,    3.71,   90.39,  72.32,      0.625,    3.69,   45.47,  72.75,     1.250,    3.44,   97.46,  77.97
            3,      1.750,    3.79,  124.01,  70.86,      0.875,    3.79,   62.01,  70.86,     1.750,    3.55,  132.22,  75.55
            4,      2.250,    3.92,  154.12,  68.50,      1.125,    3.89,   77.65,  69.02,     2.250,    3.60,  167.54,  74.46
            6,      3.250,    4.15,  210.07,  64.64,      1.625,    4.10,  106.42,  65.49,     3.250,    3.80,  229.76,  70.70
            8,      4.250,    4.49,  254.03,  59.77,      2.125,    4.47,  127.64,  60.07,     4.250,    4.12,  276.97,  65.17
           12,      6.250,    5.54,  302.56,  48.41,      3.125,    5.53,  151.61,  48.52,     6.250,    6.34,  264.46,  42.31
           16,      8.250,    6.67,  331.87,  40.23,      4.125,    6.64,  166.76,  40.43,     8.250,    8.18,  270.90,  32.84
           20,     10.250,    8.30,  331.50,  32.34,      5.125,    8.33,  165.21,  32.24,    10.250,   10.24,  268.78,  26.22
           24,     12.250,   10.56,  311.40,  25.42,      6.125,   10.58,  155.45,  25.38,    12.250,   12.27,  268.09,  21.88
           28,     14.250,   11.55,  331.04,  23.23,      7.125,   11.49,  166.41,  23.36,    14.250,   14.32,  267.18,  18.75
           32,     16.250,   13.07,  333.72,  20.54,      8.125,   13.05,  167.08,  20.56,    16.250,   16.12,  270.67,  16.66
           40,     20.250,   16.25,  334.53,  16.52,     10.125,   16.23,  167.42,  16.54,    20.250,   20.32,  267.54,  13.21
           48,     24.250,   19.64,  331.38,  13.67,     12.125,   19.62,  165.85,  13.68,    24.250,   24.52,  265.49,  10.95
           56,     28.250,   23.13,  327.83,  11.60,     14.125,   23.15,  163.81,  11.60,    28.250,   28.75,  263.72,   9.34
           64,     32.250,   26.67,  324.59,  10.06,     16.125,   26.75,  161.84,  10.04,    32.250,   33.10,  261.53,   8.11
           80,     40.250,   32.99,  327.51,   8.14,     20.125,   32.93,  164.04,   8.15,    40.250,   41.79,  258.57,   6.42
          104,     52.250,   43.57,  321.93,   6.16,     26.125,   43.72,  160.41,   6.14,    52.250,   54.63,  256.73,   4.91
          120,     60.250,   50.75,  318.67,   5.29,     30.125,   51.32,  157.58,   5.23,    60.250,   63.19,  255.95,   4.25
          128,     64.250,   55.15,  312.73,   4.87,     32.125,   55.22,  156.17,   4.86,    64.250,   67.53,  255.38,   3.97
          160,     80.250,   66.91,  321.94,   4.01,     40.125,   66.91,  160.99,   4.01,    80.250,   86.16,  250.03,   3.12
          192,     96.250,   83.01,  311.27,   3.23,     48.125,   82.84,  155.94,   3.24,    96.250,  103.32,  250.07,   2.60
          256,    128.250,  109.62,  314.06,   2.45,     64.125,  109.77,  156.81,   2.45,   128.250,  137.75,  249.92,   1.95
          320,    160.250,  139.24,  308.94,   1.93,     80.125,  139.37,  154.33,   1.93,   160.250,  172.28,  249.69,   1.56
          512,    256.250,  225.62,  304.88,   1.19,    128.125,  225.61,  152.44,   1.19,   256.250,  275.66,  249.54,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725087796
